"","treeid_num","tree_ID","X","bloc","treatment","genus","species","year","height","diameter","notes","spp_num","aboveGroundWeight","mean","per5","per25","per75","per95","mul"
"228",228,"Pist_WarmS/WarmF_B1_R3",1488,1,"WarmS/WarmF","pinus","pinus_strobus",2025,36.9,9.91,NA,3,13.81,16.1911551609794,10.0593838723883,13.648514681764,18.7069955561979,22.3615308391315,3623.87889
"229",229,"Pist_WarmS/WarmF_B1_R4",1489,1,"WarmS/WarmF","pinus","pinus_strobus",2025,26.5,7.76,NA,3,7.9,9.92365135027291,3.85862416131827,7.44696605521765,12.4186165456784,15.9352965730899,1595.7664
"230",230,"Pist_WarmS/WarmF_B1_R5",1490,1,"WarmS/WarmF","pinus","pinus_strobus",2025,49.8,11.47,"current year shoot died after summer drought; height still measured and whole tree is dead",3,26.6,23.1388536846686,17.0208392294464,20.6220947047262,25.701977574092,29.2027334518609,6551.73282
"231",231,"Pist_WarmS/WarmF_B2_R6",1491,2,"WarmS/WarmF","pinus","pinus_strobus",2025,38.6,11.61,NA,3,15.96,20.1839386025931,14.0727872626815,17.6683555410149,22.7086828595362,26.3804094459653,5202.97506
"232",232,"Pist_WarmS/WarmF_B2_R7",1492,2,"WarmS/WarmF","pinus","pinus_strobus",2025,29.8,11.78,NA,3,16.79,17.5801576047028,11.5244966319117,15.0335362970007,20.0734349115128,23.8257342652227,4135.29832
"233",233,"Pist_WarmS/WarmF_B2_R8",1493,2,"WarmS/WarmF","pinus","pinus_strobus",2025,50.9,15.12,NA,3,27.22,32.641271605166,26.3146360349195,30.1536539775572,35.1557133485164,38.8204586344673,11636.47296
"234",234,"Pist_WarmS/WarmF_B2_R9",1494,2,"WarmS/WarmF","pinus","pinus_strobus",2025,52,12.74,NA,3,27.38,26.9357363107292,20.847287535582,24.4267088991995,29.4817727680485,32.9623672771762,8439.9952
"235",235,"Pist_WarmS/WarmF_B2_R10",1495,2,"WarmS/WarmF","pinus","pinus_strobus",2025,69.4,15.07,NA,3,52.07,39.2750164553399,33.1224945670925,36.7096697694005,41.7737198929978,45.5354776627293,15761.08006
"236",236,"Pist_WarmS/WarmF_B3_R11",1496,3,"WarmS/WarmF","pinus","pinus_strobus",2025,30.9,8.19,NA,3,10.87,11.6460716363847,5.45074029039757,9.1215452832822,14.166587667574,17.7969666991673,2072.65149
"237",237,"Pist_WarmS/WarmF_B3_R12",1497,3,"WarmS/WarmF","pinus","pinus_strobus",2025,61.5,13.13,NA,3,23.62,30.9411835050046,24.7400890266542,28.3921676515295,33.4806321331618,37.078707602429,10602.40935
"238",238,"Pist_WarmS/WarmF_B3_R13",1498,3,"WarmS/WarmF","pinus","pinus_strobus",2025,52,10.91,NA,3,18.29,22.31532905005,16.1394349823016,19.7905988737421,24.8420538992657,28.3789054596746,6189.4612
"239",239,"Pist_WarmS/WarmF_B3_R14",1499,3,"WarmS/WarmF","pinus","pinus_strobus",2025,31.7,8.17,NA,3,11.29,11.7823318971839,5.66420460955755,9.21294127830977,14.3501404120591,17.9550032838806,2115.94013
"240",240,"Pist_WarmS/WarmF_B3_R15",1500,3,"WarmS/WarmF","pinus","pinus_strobus",2025,40,11.8,NA,3,12.89,21.0760176291408,15.1053777339777,18.5887434322905,23.5675249391642,27.0486446785953,5569.6
"241",241,"Pist_CoolS/CoolF_B1_R1_nitro",1501,1,"CoolS/CoolF_nitro","pinus","pinus_strobus",2025,41.8,11.13,NA,3,21.71,20.0586363065862,14.0586070406246,17.5441802181582,22.591118683282,26.1231364034211,5178.05442
"242",242,"Pist_CoolS/CoolF_B1_R2_nitro",1502,1,"CoolS/CoolF_nitro","pinus","pinus_strobus",2025,62,12.07,NA,3,24.34,28.0337192844296,21.8745378739117,25.5084567040134,30.6262688046002,34.2467863069498,9032.4638
"243",243,"Pist_CoolS/CoolF_B1_R3_nitro",1503,1,"CoolS/CoolF_nitro","pinus","pinus_strobus",2025,60.8,14.96,NA,3,36.73,36.0053188859403,29.8165270656735,33.4443281905611,38.5128730267675,42.214821413026,13607.13728
"244",244,"Pist_CoolS/CoolF_B1_R4_nitro",1504,1,"CoolS/CoolF_nitro","pinus","pinus_strobus",2025,41.5,10.03,NA,3,16.94,17.6591296675786,11.4853823258031,15.202934246425,20.1354017763421,23.6869228239363,4174.93735
"245",245,"Pist_CoolS/CoolF_B1_R5_nitro",1505,1,"CoolS/CoolF_nitro","pinus","pinus_strobus",2025,42.8,9.76,NA,3,16.9,17.3624691865413,11.2247269323393,14.8564611901022,19.8406839041085,23.4470709437029,4077.02528
"246",246,"Pist_CoolS/CoolF_B2_R6_nitro",1506,2,"CoolS/CoolF_nitro","pinus","pinus_strobus",2025,47.1,11.07,NA,3,19.6,21.5541583755867,15.3603285654783,19.043937843832,24.060762436378,27.6611554930033,5771.86479
"247",247,"Pist_CoolS/CoolF_B2_R7_nitro",1507,2,"CoolS/CoolF_nitro","pinus","pinus_strobus",2025,59.2,15.94,NA,3,38.34,38.1843648309732,31.9073213538301,35.6031789484003,40.7562839649429,44.586961620746,15041.74912
"248",248,"Pist_CoolS/CoolF_B2_R8_nitro",1508,2,"CoolS/CoolF_nitro","pinus","pinus_strobus",2025,35.7,10.6,NA,3,12.93,17.235952452439,11.0397839951983,14.6911427416781,19.7413578912999,23.4012966951511,4011.252
"249",249,"Pist_CoolS/CoolF_B2_R9_nitro",1509,2,"CoolS/CoolF_nitro","pinus","pinus_strobus",2025,68.9,21.72,NA,3,52.86,60.5525069154771,53.9082346332275,57.8509445308002,63.2687274823271,67.0775626610995,32504.15376
"250",250,"Pist_CoolS/CoolF_B2_R10_nitro",1510,2,"CoolS/CoolF_nitro","pinus","pinus_strobus",2025,29.7,8.18,NA,3,8.91,11.3935556869533,5.27208173483255,8.8729587728056,13.9729732477547,17.4338768572581,1987.29828
"251",251,"Pist_CoolS/CoolF_B3_R11_nitro",1511,3,"CoolS/CoolF_nitro","pinus","pinus_strobus",2025,34,9.33,NA,3,11,14.3911895804281,8.30974859163718,11.8803361963251,16.9313351611217,20.4030628243669,2959.6626
"252",252,"Pist_CoolS/CoolF_B3_R12_nitro",1512,3,"CoolS/CoolF_nitro","pinus","pinus_strobus",2025,80.3,18.24,NA,3,39.56,53.8848278588699,47.433167942129,51.3021567006273,56.5164994885311,60.2993873920406,26715.61728
"253",253,"Pist_CoolS/CoolF_B3_R13_nitro",1513,3,"CoolS/CoolF_nitro","pinus","pinus_strobus",2025,45.4,11.68,NA,3,23.19,22.3512551048252,16.2531651824589,19.8790421071027,24.823722219561,28.5668098466677,6193.57696
"254",254,"Pist_CoolS/CoolF_B3_R14_nitro",1514,3,"CoolS/CoolF_nitro","pinus","pinus_strobus",2025,33.6,10.09,NA,3,10.79,15.7178223103411,9.68905574773659,13.2176468075315,18.199092854876,21.881396804046,3420.75216
"255",255,"Pist_CoolS/CoolF_B3_R15_nitro",1515,3,"CoolS/CoolF_nitro","pinus","pinus_strobus",2025,36.3,13.13,NA,3,14.19,22.5057547561108,16.4447753737232,19.9933410778181,25.0813731592571,28.5929159938152,6258.00747
"256",256,"Pist_WarmS/WarmF_B1_R1_nitro",1516,1,"WarmS/WarmF_nitro","pinus","pinus_strobus",2025,44.4,11.68,NA,3,16.73,22.0711592812515,15.9666386589787,19.5324372549098,24.6328574534329,28.1787264767639,6057.15456
"257",257,"Pist_WarmS/WarmF_B1_R2_nitro",1517,1,"WarmS/WarmF_nitro","pinus","pinus_strobus",2025,50.3,14.17,NA,3,23.87,29.9686295839697,23.8677151010182,27.4941474860358,32.4634213367193,36.0736029654644,10099.68167
"258",258,"Pist_WarmS/WarmF_B1_R3_nitro",1518,1,"WarmS/WarmF_nitro","pinus","pinus_strobus",2025,34.7,11.28,NA,3,16.87,18.2829308052178,12.0794021806555,15.7588864157462,20.8025898132635,24.4018831839197,4415.17248
"259",259,"Pist_WarmS/WarmF_B1_R4_nitro",1519,1,"WarmS/WarmF_nitro","pinus","pinus_strobus",2025,40.8,10.27,NA,3,15.13,18.0590579459985,11.7974597544181,15.5502194748672,20.5956197205177,24.1058019614667,4303.29432
"260",260,"Pist_WarmS/WarmF_B1_R5_nitro",1520,1,"WarmS/WarmF_nitro","pinus","pinus_strobus",2025,40.7,12.77,NA,3,18.65,23.3514230592816,17.2824788569376,20.8439313430019,25.8102592952881,29.5160969475475,6637.06703
"261",261,"Pist_WarmS/WarmF_B2_R6_nitro",1521,2,"WarmS/WarmF_nitro","pinus","pinus_strobus",2025,42.9,10.66,NA,3,17.66,19.3899017713547,13.2670901098817,16.8053162946076,21.9137098509952,25.5511307367566,4874.96724
"262",262,"Pist_WarmS/WarmF_B2_R7_nitro",1522,2,"WarmS/WarmF_nitro","pinus","pinus_strobus",2025,31.5,8.54,NA,3,10.42,12.3440223615182,6.21160072311654,9.86025684664758,14.8846325104402,18.454808568983,2297.3454
"263",264,"Pist_WarmS/WarmF_B2_R9_nitro",1524,2,"WarmS/WarmF_nitro","pinus","pinus_strobus",2025,68.8,13.75,NA,3,45.89,34.9739023316517,28.8920040140502,32.4191815120212,37.5201394974501,41.116713848874,13007.5
"264",265,"Pist_WarmS/WarmF_B2_R10_nitro",1525,2,"WarmS/WarmF_nitro","pinus","pinus_strobus",2025,63.3,15.13,NA,3,37.35,37.3004953117088,31.0894275150411,34.7499211796856,39.8663227646832,43.5504766628267,14490.43977
"265",266,"Pist_WarmS/WarmF_B3_R11_nitro",1526,3,"WarmS/WarmF_nitro","pinus","pinus_strobus",2025,38.1,11.6,NA,3,18.05,19.9946031464992,13.8211310146516,17.5113439571299,22.58148002647,26.1333997803218,5126.736
"266",267,"Pist_WarmS/WarmF_B3_R12_nitro",1527,3,"WarmS/WarmF_nitro","pinus","pinus_strobus",2025,31.8,8.72,NA,3,10.31,12.7261045957103,6.68282773252586,10.2638498606832,15.1954847298244,18.8214438572833,2418.02112
"267",268,"Pist_WarmS/WarmF_B3_R13_nitro",1528,3,"WarmS/WarmF_nitro","pinus","pinus_strobus",2025,33.4,9.22,NA,3,10.7,14.046454702227,7.91515156663764,11.5030914429115,16.5699266079054,20.1967605445729,2839.28056
"268",269,"Pist_WarmS/WarmF_B3_R14_nitro",1529,3,"WarmS/WarmF_nitro","pinus","pinus_strobus",2025,72.3,15.31,NA,3,44.84,41.0198663297968,34.7049875480707,38.4866499713352,43.5914406899728,47.2182826939001,16946.83803
"269",270,"Pist_WarmS/WarmF_B3_R15_nitro",1530,3,"WarmS/WarmF_nitro","pinus","pinus_strobus",2025,31.9,12.28,NA,3,19.81,19.292590688067,13.2499794014415,16.7215378532496,21.8138998635759,25.412543718214,4810.46896
"270",278,"Poba_CoolS/CoolF_B2_R8",1538,2,"CoolS/CoolF","populus","populus_balsamifera",2025,94.2,8.25,NA,4,12.46,13.9955755154797,7.75860219313686,11.4932261755451,16.5263795117391,20.2743237543138,6411.4875
"271",279,"Poba_CoolS/CoolF_B2_R9",1539,2,"CoolS/CoolF","populus","populus_balsamifera",2025,80.4,6.67,NA,4,9.85,10.9736229554953,4.85447148725824,8.45486838679857,13.4712601811809,17.1697369980645,3576.90756
"272",280,"Poba_CoolS/CoolF_B2_R10",1540,2,"CoolS/CoolF","populus","populus_balsamifera",2025,97.9,7.85,NA,4,15.35,13.6017273058712,7.45715062091682,11.1139701970186,16.1733597990838,19.6556206531488,6032.84275
"273",281,"Poba_CoolS/CoolF_B3_R11",1541,3,"CoolS/CoolF","populus","populus_balsamifera",2025,77.8,5.26,"the second shoot mentioned last year died",4,6.28,8.89715352349157,2.85349618842634,6.36572647244127,11.4849575206768,14.9904483939645,2152.53928
"274",283,"Poba_CoolS/CoolF_B3_R13",1543,3,"CoolS/CoolF","populus","populus_balsamifera",2025,69,7.08,NA,4,10.18,10.8796637587904,4.76218853578608,8.40927999584292,13.3764972340273,17.0320581564472,3458.7216
"275",284,"Poba_CoolS/CoolF_B3_R14",1544,3,"CoolS/CoolF","populus","populus_balsamifera",2025,60.2,5.96,NA,4,6.95,8.97999306403112,2.96311975753666,6.51974636423466,11.4474808215807,15.0719736017866,2138.40032
"276",285,"Poba_CoolS/CoolF_B3_R15",1545,3,"CoolS/CoolF","populus","populus_balsamifera",2025,117.4,7.4,NA,4,14.54,13.934495426599,7.55910465026352,11.4624560080662,16.4970810657529,20.2663554425149,6428.824
"277",292,"Poba_WarmS/CoolF_B2_R7",1552,2,"WarmS/CoolF","populus","populus_balsamifera",2025,101.7,8.73,NA,4,18.52,15.0582012109174,8.93144743066448,12.5201603741046,17.5932311498182,21.2946966685334,7750.85193
"278",294,"Poba_WarmS/CoolF_B2_R9",1554,2,"WarmS/CoolF","populus","populus_balsamifera",2025,122.5,7.22,NA,4,15.15,13.8618861482242,7.83703143746756,11.4215862667455,16.3797036636362,19.8716972503948,6385.729
"279",295,"Poba_WarmS/CoolF_B2_R10",1555,2,"WarmS/CoolF","populus","populus_balsamifera",2025,114.9,7.8,NA,4,13.35,14.4384721136896,8.15784668519537,11.9301137221254,16.9703471504001,20.6917975855416,6990.516
"280",296,"Poba_WarmS/CoolF_B3_R11",1556,3,"WarmS/CoolF","populus","populus_balsamifera",2025,72.6,6.89,NA,4,8.02,10.791995981111,4.47531070370557,8.17869920589394,13.3415320357201,17.0926841241942,3446.47446
"281",297,"Poba_WarmS/CoolF_B3_R12",1557,3,"WarmS/CoolF","populus","populus_balsamifera",2025,125.1,8.86,NA,4,17.35,16.559809129095,10.444418992325,14.0817453750884,19.0687475763325,22.6039641192838,9820.29996
"282",298,"Poba_WarmS/CoolF_B3_R13",1558,3,"WarmS/CoolF","populus","populus_balsamifera",2025,75.8,7.37,"branch sprouted on red mark so diameter measurement might not be accurate",4,11.02,11.6256743455594,5.50609476255657,9.12092381835798,14.1048547218085,17.77855426419,4117.22102
"283",299,"Poba_WarmS/CoolF_B3_R14",1559,3,"WarmS/CoolF","populus","populus_balsamifera",2025,68.8,7.85,NA,4,13.14,11.7042772427196,5.57172961813952,9.1020097488329,14.2598543586863,17.9726320606301,4239.628
"284",300,"Poba_WarmS/CoolF_B3_R15",1560,3,"WarmS/CoolF","populus","populus_balsamifera",2025,46.3,7.66,NA,4,10.69,9.80995081917271,3.77337367171935,7.32894602335517,12.2950737229329,15.8926655422956,2716.68028
"285",306,"Poba_CoolS/WarmF_B2_R6",1566,2,"CoolS/WarmF","populus","populus_balsamifera",2025,88.2,7.01,NA,4,10.98,11.8738524378052,5.60605774548055,9.41170164303028,14.399119565403,17.9012912503951,4334.15682
"286",307,"Poba_CoolS/WarmF_B2_R7",1567,2,"CoolS/WarmF","populus","populus_balsamifera",2025,70.2,7.9,NA,4,9.97,11.927237358966,5.94885606205772,9.38069975104138,14.4539001190912,18.1027228640835,4381.182
"287",308,"Poba_CoolS/WarmF_B2_R8",1568,2,"CoolS/WarmF","populus","populus_balsamifera",2025,63.5,6.92,NA,4,8.15,10.2998905285514,4.07254808253911,7.78323960080238,12.7758641493614,16.4610662337257,3040.7864
"288",309,"Poba_CoolS/WarmF_B2_R9",1569,2,"CoolS/WarmF","populus","populus_balsamifera",2025,85.4,7.17,NA,4,11.08,11.9603409245283,5.7047703068716,9.47044972277814,14.4855996657637,17.978666694643,4390.32006
"289",310,"Poba_CoolS/WarmF_B2_R10",1570,2,"CoolS/WarmF","populus","populus_balsamifera",2025,106.9,7.32,NA,4,12.13,13.3119789629506,7.03023129102561,10.745266312011,15.884402157656,19.4620047152761,5727.95856
"290",311,"Poba_CoolS/WarmF_B3_R11",1571,3,"CoolS/WarmF","populus","populus_balsamifera",2025,96.4,8.29,NA,4,14.33,14.0969905108037,7.91640518999962,11.5530832035307,16.5721390756605,20.2119021369172,6625.00324
"291",312,"Poba_CoolS/WarmF_B3_R12",1572,3,"CoolS/WarmF","populus","populus_balsamifera",2025,106.3,8.85,NA,4,19.16,15.4732471348304,9.21737293850676,13.0257584770215,17.9404180416026,21.6352433329303,8325.68175
"292",313,"Poba_CoolS/WarmF_B3_R13",1573,3,"CoolS/WarmF","populus","populus_balsamifera",2025,104,6.65,NA,4,10.35,12.1448895078215,5.88927242947953,9.55102362272177,14.7502113940858,18.3791201408425,4599.14
"293",314,"Poba_CoolS/WarmF_B3_R14",1574,3,"CoolS/WarmF","populus","populus_balsamifera",2025,108.9,9.08,NA,4,17.91,15.9334885192506,9.78143545534865,13.3963977333677,18.5093816201799,22.1546241719896,8978.41296
"294",315,"Poba_CoolS/WarmF_B3_R15",1575,3,"CoolS/WarmF","populus","populus_balsamifera",2025,91.9,7.79,"apical meristem snapped off but it shouldn't be much taller than that height; look up the shoot elongation measurements",4,10.6,13.2123228121962,7.09484739866249,10.6915596482277,15.6566878873906,19.3852905416145,5576.86879
"295",321,"Poba_WarmS/WarmF_B2_R6",1581,2,"WarmS/WarmF","populus","populus_balsamifera",2025,78,9.28,NA,4,15.89,14.2301022154849,8.05052685476558,11.6587826358223,16.7672974449378,20.4015894062357,6717.2352
"296",322,"Poba_WarmS/WarmF_B2_R7",1582,2,"WarmS/WarmF","populus","populus_balsamifera",2025,76.9,8.41,NA,4,10.25,13.0327545319528,6.99518518393946,10.4983254402221,15.5050702244072,19.1137144792003,5438.99089
"297",323,"Poba_WarmS/WarmF_B2_R8",1583,2,"WarmS/WarmF","populus","populus_balsamifera",2025,58.8,6.35,NA,4,9.05,9.38834678254551,3.14798256827472,6.86449787913269,11.9090031619159,15.5158757401065,2370.963
"298",324,"Poba_WarmS/WarmF_B2_R9",1584,2,"WarmS/WarmF","populus","populus_balsamifera",2025,102.3,7.99,NA,4,15.03,14.0060778527807,7.86315222945969,11.4588626729353,16.5183107131701,20.1830026708781,6530.84223
"299",325,"Poba_WarmS/WarmF_B2_R10",1585,2,"WarmS/WarmF","populus","populus_balsamifera",2025,91,8.33,NA,4,12.54,13.836593060534,7.66298595191472,11.3215469704398,16.3349703889209,19.8419651594281,6314.3899
"300",326,"Poba_WarmS/WarmF_B3_R11",1586,3,"WarmS/WarmF","populus","populus_balsamifera",2025,83.3,7.2,NA,4,11.25,11.7851598161438,5.47658649942551,9.25750185350596,14.333624090435,17.9734616174451,4318.272
"301",327,"Poba_WarmS/WarmF_B3_R12",1587,3,"WarmS/WarmF","populus","populus_balsamifera",2025,62,7.71,NA,4,8.26,11.1282660111611,4.85432379274634,8.59484965677222,13.6816026917173,17.35087222184,3685.5342
"302",328,"Poba_WarmS/WarmF_B3_R13",1588,3,"WarmS/WarmF","populus","populus_balsamifera",2025,84.2,8.45,NA,4,10.84,13.5546482311325,7.29381950018972,11.0585136100069,16.107615399916,19.6835161274494,6012.0905
"303",329,"Poba_WarmS/WarmF_B3_R14",1589,3,"WarmS/WarmF","populus","populus_balsamifera",2025,91.4,8.46,NA,4,10.98,14.0407966460854,7.73987735464777,11.4657795805291,16.6178087368422,20.351020312437,6541.64424
"304",330,"Poba_WarmS/WarmF_B3_R15",1590,3,"WarmS/WarmF","populus","populus_balsamifera",2025,68.3,7.02,NA,4,10.46,10.6684936098351,4.58498564279129,8.19075333549053,13.133180922275,16.7674416898142,3365.85132
"305",336,"Poba_CoolS/CoolF_B2_R6_nitro",1596,2,"CoolS/CoolF_nitro","populus","populus_balsamifera",2025,94.5,8.22,NA,4,11.04,13.8578445245707,7.73472292681722,11.3509083030812,16.320440037601,19.9345497302842,6385.2138
"306",337,"Poba_CoolS/CoolF_B2_R7_nitro",1597,2,"CoolS/CoolF_nitro","populus","populus_balsamifera",2025,71.7,8.88,NA,4,15.63,13.233600642058,7.10557049206545,10.7090276883822,15.7175637666445,19.3547257202104,5653.86048
"307",338,"Poba_CoolS/CoolF_B2_R8_nitro",1598,2,"CoolS/CoolF_nitro","populus","populus_balsamifera",2025,63.9,6.92,NA,4,9.83,10.2912242625053,4.20839626781845,7.75733365438539,12.8006047589112,16.5763426899907,3059.94096
"308",339,"Poba_CoolS/CoolF_B2_R9_nitro",1599,2,"CoolS/CoolF_nitro","populus","populus_balsamifera",2025,64.3,6.76,NA,4,9.71,10.1137250079492,4.01191304393266,7.62666408877144,12.6617939117871,16.2568545094133,2938.35568
"309",340,"Poba_CoolS/CoolF_B2_R10_nitro",1600,2,"CoolS/CoolF_nitro","populus","populus_balsamifera",2025,110.4,9.11,NA,4,21.18,16.0963200323114,9.98871926191825,13.598053886867,18.6272939962131,22.4005673312392,9162.32784
"310",341,"Poba_CoolS/CoolF_B3_R11_nitro",1601,3,"CoolS/CoolF_nitro","populus","populus_balsamifera",2025,87.4,7.78,NA,4,14.4,12.8662563664746,6.65112642505518,10.3422712531121,15.3688614945235,19.0397652601483,5290.18216
"311",342,"Poba_CoolS/CoolF_B3_R12_nitro",1602,3,"CoolS/CoolF_nitro","populus","populus_balsamifera",2025,86.4,8.71,NA,4,17.88,14.0196616183248,7.80518106551639,11.450024097148,16.5501101915918,20.2333784989946,6554.65824
"312",343,"Poba_CoolS/CoolF_B3_R13_nitro",1603,3,"CoolS/CoolF_nitro","populus","populus_balsamifera",2025,106.6,8.42,NA,4,18.33,14.9309372833166,8.76675666551442,12.4165829241505,17.4159295904566,21.1292109218829,7557.55624
"313",344,"Poba_CoolS/CoolF_B3_R14_nitro",1604,3,"CoolS/CoolF_nitro","populus","populus_balsamifera",2025,100.7,7.05,NA,4,11.17,12.6269317608592,6.45881842563495,10.113928147558,15.1246514867688,18.7605007308392,5005.04175
"314",345,"Poba_CoolS/CoolF_B3_R15_nitro",1605,3,"CoolS/CoolF_nitro","populus","populus_balsamifera",2025,101.7,8.24,NA,4,11.15,14.3109041548566,8.16720134594648,11.7526866506011,16.8445992950397,20.4246695087035,6905.18592
"315",351,"Poba_WarmS/WarmF_B2_R6_nitro",1611,2,"WarmS/WarmF_nitro","populus","populus_balsamifera",2025,84.1,8.72,NA,4,14.67,13.9426036466982,7.75506999844188,11.4848891279711,16.4406504621325,20.0812856075922,6394.82944
"316",352,"Poba_WarmS/WarmF_B2_R7_nitro",1612,2,"WarmS/WarmF_nitro","populus","populus_balsamifera",2025,82.8,7.53,NA,4,10.19,12.3075581748187,6.21515984869294,9.75902427290456,14.8068188615931,18.4027987835665,4694.83452
"317",353,"Poba_WarmS/WarmF_B2_R8_nitro",1613,2,"WarmS/WarmF_nitro","populus","populus_balsamifera",2025,82.9,7.43,NA,4,10.25,12.1474745410239,5.97787373341364,9.63215946642681,14.6741860249995,18.1841324828962,4576.48621
"318",355,"Poba_WarmS/WarmF_B2_R10_nitro",1615,2,"WarmS/WarmF_nitro","populus","populus_balsamifera",2025,87,8,NA,4,8.75,13.0824539532934,7.03528107442327,10.6110492447777,15.612393412232,19.1778400087736,5568
"319",356,"Poba_WarmS/WarmF_B3_R11_nitro",1616,3,"WarmS/WarmF_nitro","populus","populus_balsamifera",2025,51.8,8.53,NA,4,14.38,11.1484894554486,5.11200829562057,8.63496727406302,13.6303255696168,17.1353189443335,3769.01462
"320",357,"Poba_WarmS/WarmF_B3_R12_nitro",1617,3,"WarmS/WarmF_nitro","populus","populus_balsamifera",2025,83,8.47,NA,4,14.69,13.5298170518131,7.34082502205446,10.9564343030335,16.095326086183,19.6255087222435,5954.4947
"321",358,"Poba_WarmS/WarmF_B3_R13_nitro",1618,3,"WarmS/WarmF_nitro","populus","populus_balsamifera",2025,60.9,8.6,NA,4,14.54,12.1471329324534,6.02541227257284,9.62325378556043,14.6889235213271,18.2737129541719,4504.164
"322",359,"Poba_WarmS/WarmF_B3_R14_nitro",1619,3,"WarmS/WarmF_nitro","populus","populus_balsamifera",2025,119.4,8.82,NA,4,19.82,16.2224662192884,9.99305088613495,13.7140447060957,18.7833037525934,22.3669946441711,9288.41256
"323",360,"Poba_WarmS/WarmF_B3_R15_nitro",1620,3,"WarmS/WarmF_nitro","populus","populus_balsamifera",2025,122.3,8.3,NA,4,15.18,15.6132592735839,9.43506070912737,13.0327087068197,18.2093226655098,21.8391260564552,8425.247
"324",361,"Prvi_CoolS/CoolF_B1_R1",1621,1,"CoolS/CoolF","prunus","prunus_virginiana",2025,6.5,5.48,NA,5,2.29,1.76987705496524,-4.35422974814169,-0.795478841569449,4.28250010460648,7.98514488178601,195.1976
"325",362,"Prvi_CoolS/CoolF_B1_R2",1622,1,"CoolS/CoolF","prunus","prunus_virginiana",2025,23.2,4.23,NA,5,1.94,2.20991059872146,-3.96131544078454,-0.322724201149407,4.74605047589368,8.49624742379274,415.11528
"326",363,"Prvi_CoolS/CoolF_B1_R3",1623,1,"CoolS/CoolF","prunus","prunus_virginiana",2025,11.3,4.71,NA,5,1.62,1.87345411098177,-4.23697266146662,-0.637088297250653,4.36558116847785,8.0025967433729,250.68033
"327",364,"Prvi_CoolS/CoolF_B1_R4",1624,1,"CoolS/CoolF","prunus","prunus_virginiana",2025,15.6,4.57,NA,5,1.43,2.07125372198145,-4.07227682921229,-0.500403406136882,4.58461422755601,8.25036447168756,325.80444
"328",365,"Prvi_CoolS/CoolF_B1_R5",1625,1,"CoolS/CoolF","prunus","prunus_virginiana",2025,22.6,3.83,NA,5,1.59,2.03114323785324,-4.1352805854644,-0.577681582143499,4.58776098944715,8.25496912577471,331.51714
"329",366,"Prvi_CoolS/CoolF_B2_R6",1626,2,"CoolS/CoolF","prunus","prunus_virginiana",2025,33.7,6.51,NA,5,3.91,3.03384953236754,-3.16461533612945,0.555989179080837,5.54226058614796,9.14901979703585,1428.20937
"330",367,"Prvi_CoolS/CoolF_B2_R7",1627,2,"CoolS/CoolF","prunus","prunus_virginiana",2025,18.8,5.13,NA,5,2.08,2.29377419688115,-3.73596065862085,-0.188397408214054,4.79101229814132,8.56171063702384,494.75772
"331",368,"Prvi_CoolS/CoolF_B2_R8",1628,2,"CoolS/CoolF","prunus","prunus_virginiana",2025,14.4,6.6,NA,5,1.45,2.46223355955147,-3.68440178684077,-0.0528991101312947,4.92879275623865,8.57498465911521,627.264
"332",369,"Prvi_CoolS/CoolF_B2_R9",1629,2,"CoolS/CoolF","prunus","prunus_virginiana",2025,25.6,5.54,NA,5,2.61,2.61489627210235,-3.53144836686005,0.136858347615809,5.10876324965873,8.77870836121059,785.70496
"333",370,"Prvi_CoolS/CoolF_B2_R10",1630,2,"CoolS/CoolF","prunus","prunus_virginiana",2025,20.9,6.72,NA,5,3.01,2.80490233196038,-3.40980126455915,0.224102107051281,5.39329227052204,8.86873475337035,943.81056
"334",371,"Prvi_CoolS/CoolF_B3_R11",1631,3,"CoolS/CoolF","prunus","prunus_virginiana",2025,12.2,2.64,NA,5,1.14,1.40298639010537,-4.71150832263191,-1.10076073591586,3.9026726698372,7.5289814691772,85.02912
"335",372,"Prvi_CoolS/CoolF_B3_R12",1632,3,"CoolS/CoolF","prunus","prunus_virginiana",2025,9.7,2.81,NA,5,0.78,1.38672195435248,-4.7299597460199,-1.1526228875017,3.88531423848984,7.52458670485654,76.59217
"336",373,"Prvi_CoolS/CoolF_B3_R13",1633,3,"CoolS/CoolF","prunus","prunus_virginiana",2025,15,2.99,NA,5,0.94,1.56569450196513,-4.56584121827061,-0.933252851430195,4.09006666290567,7.67009296650802,134.1015
"337",374,"Prvi_CoolS/CoolF_B3_R14",1634,3,"CoolS/CoolF","prunus","prunus_virginiana",2025,11.8,2.38,NA,5,0.61,1.3761971795262,-4.85396110091566,-1.11659922212999,3.89992385900801,7.51055863260679,66.83992
"338",375,"Prvi_CoolS/CoolF_B3_R15",1635,3,"CoolS/CoolF","prunus","prunus_virginiana",2025,19.1,4.15,NA,5,1.96,2.10269245254753,-3.90410974785455,-0.373784822980778,4.58673003099161,8.15108085599383,328.94975
"339",376,"Prvi_WarmS/CoolF_B1_R1",1636,1,"WarmS/CoolF","prunus","prunus_virginiana",2025,14.4,4.28,NA,5,1.65,1.90262225341635,-4.27188222285158,-0.673904180189536,4.46385877720159,7.99488873946221,263.78496
