ID;Species;Treatment;Bloc;phenostageNum;phenophaseText;DOY;Year;Notes
Prvi_WarmS/CoolF_B2_R9;Prvi;WarmS/CoolF;B2;7;Bud is fully set;211;2025;NA
Prvi_WarmS/CoolF_B3_R12;Prvi;WarmS/CoolF;B3;7;Bud is fully set;57;2025;NA
Prvi_WarmS/CoolF_B3_R12;Prvi;WarmS/CoolF;B3;7;Bud is fully set;59;2025;NA
Prvi_WarmS/CoolF_B3_R12;Prvi;WarmS/CoolF;B3;7;Bud is fully set;62;2025;NA
Prvi_WarmS/CoolF_B3_R12;Prvi;WarmS/CoolF;B3;1;Bud swollen;69;2025;NA
Prvi_WarmS/CoolF_B3_R12;Prvi;WarmS/CoolF;B3;1;Bud swollen;72;2025;NA
Prvi_WarmS/CoolF_B3_R12;Prvi;WarmS/CoolF;B3;1;Bud swollen;76;2025;NA
Prvi_WarmS/CoolF_B3_R12;Prvi;WarmS/CoolF;B3;2;Bud opened, leaves visible but curly;83;2025;NA
Prvi_WarmS/CoolF_B3_R12;Prvi;WarmS/CoolF;B3;2;Bud opened, leaves visible but curly;90;2025;NA
Prvi_WarmS/CoolF_B3_R12;Prvi;WarmS/CoolF;B3;3;Leaf out but not completely unfolded;93;2025;NA
Prvi_WarmS/CoolF_B3_R12;Prvi;WarmS/CoolF;B3;4;Leaf fully unfolded;97;2025;NA
Prvi_WarmS/CoolF_B3_R12;Prvi;WarmS/CoolF;B3;4;Leaf fully unfolded;100;2025;NA
Prvi_WarmS/CoolF_B3_R12;Prvi;WarmS/CoolF;B3;4;Leaf fully unfolded;104;2025;NA
Prvi_WarmS/CoolF_B3_R12;Prvi;WarmS/CoolF;B3;6;Bud changes color to red or green;193;2025;NA
Prvi_WarmS/CoolF_B3_R12;Prvi;WarmS/CoolF;B3;7;Bud is fully set;204;2025;NA
Prvi_WarmS/CoolF_B3_R12;Prvi;WarmS/CoolF;B3;7;Bud is fully set;211;2025;NA
Prvi_WarmS/CoolF_B3_R13;Prvi;WarmS/CoolF;B3;7;Bud is fully set;57;2025;NA
Prvi_WarmS/CoolF_B3_R13;Prvi;WarmS/CoolF;B3;7;Bud is fully set;59;2025;NA
Prvi_WarmS/CoolF_B3_R13;Prvi;WarmS/CoolF;B3;1;Bud swollen;62;2025;NA
Prvi_WarmS/CoolF_B3_R13;Prvi;WarmS/CoolF;B3;1;Bud swollen;65;2025;NA
Prvi_WarmS/CoolF_B3_R13;Prvi;WarmS/CoolF;B3;2;Bud opened, leaves visible but curly;69;2025;NA
Prvi_WarmS/CoolF_B3_R13;Prvi;WarmS/CoolF;B3;2;Bud opened, leaves visible but curly;72;2025;NA
Prvi_WarmS/CoolF_B3_R13;Prvi;WarmS/CoolF;B3;2;Bud opened, leaves visible but curly;76;2025;NA
Prvi_WarmS/CoolF_B3_R13;Prvi;WarmS/CoolF;B3;3;Leaf out but not completely unfolded;83;2025;NA
Prvi_WarmS/CoolF_B3_R13;Prvi;WarmS/CoolF;B3;4;Leaf fully unfolded;90;2025;NA
Prvi_WarmS/CoolF_B3_R13;Prvi;WarmS/CoolF;B3;4;Leaf fully unfolded;93;2025;NA
Prvi_WarmS/CoolF_B3_R13;Prvi;WarmS/CoolF;B3;4;Leaf fully unfolded;97;2025;NA
Prvi_WarmS/CoolF_B3_R13;Prvi;WarmS/CoolF;B3;7;Bud is fully set;193;2025;NA
Prvi_WarmS/CoolF_B3_R13;Prvi;WarmS/CoolF;B3;7;Bud is fully set;204;2025;NA
Prvi_WarmS/CoolF_B3_R13;Prvi;WarmS/CoolF;B3;7;Bud is fully set;211;2025;NA
Prvi_WarmS/CoolF_B3_R14;Prvi;WarmS/CoolF;B3;7;Bud is fully set;57;2025;NA
Prvi_WarmS/CoolF_B3_R14;Prvi;WarmS/CoolF;B3;7;Bud is fully set;59;2025;NA
Prvi_WarmS/CoolF_B3_R14;Prvi;WarmS/CoolF;B3;1;Bud swollen;62;2025;NA
Prvi_WarmS/CoolF_B3_R14;Prvi;WarmS/CoolF;B3;1;Bud swollen;65;2025;NA
Prvi_WarmS/CoolF_B3_R14;Prvi;WarmS/CoolF;B3;2;Bud opened, leaves visible but curly;69;2025;NA
Prvi_WarmS/CoolF_B3_R14;Prvi;WarmS/CoolF;B3;2;Bud opened, leaves visible but curly;72;2025;NA
Prvi_WarmS/CoolF_B3_R14;Prvi;WarmS/CoolF;B3;2;Bud opened, leaves visible but curly;76;2025;NA
Prvi_WarmS/CoolF_B3_R14;Prvi;WarmS/CoolF;B3;3;Leaf out but not completely unfolded;90;2025;NA
Prvi_WarmS/CoolF_B3_R14;Prvi;WarmS/CoolF;B3;3;Leaf out but not completely unfolded;93;2025;NA
Prvi_WarmS/CoolF_B3_R14;Prvi;WarmS/CoolF;B3;4;Leaf fully unfolded;97;2025;NA
Prvi_WarmS/CoolF_B3_R14;Prvi;WarmS/CoolF;B3;4;Leaf fully unfolded;100;2025;NA
Prvi_WarmS/CoolF_B3_R14;Prvi;WarmS/CoolF;B3;4;Leaf fully unfolded;104;2025;NA
Prvi_WarmS/CoolF_B3_R14;Prvi;WarmS/CoolF;B3;7;Bud is fully set;193;2025;NA
Prvi_WarmS/CoolF_B3_R14;Prvi;WarmS/CoolF;B3;7;Bud is fully set;204;2025;NA
Prvi_WarmS/CoolF_B3_R14;Prvi;WarmS/CoolF;B3;7;Bud is fully set;211;2025;NA
Prvi_WarmS/WarmF_B1_R1;Prvi;WarmS/WarmF;B1;7;Bud is fully set;57;2025;NA
Prvi_WarmS/WarmF_B1_R1;Prvi;WarmS/WarmF;B1;7;Bud is fully set;59;2025;NA
Prvi_WarmS/WarmF_B1_R1;Prvi;WarmS/WarmF;B1;7;Bud is fully set;62;2025;NA
Prvi_WarmS/WarmF_B1_R1;Prvi;WarmS/WarmF;B1;1;Bud swollen;76;2025;NA
Prvi_WarmS/WarmF_B1_R1;Prvi;WarmS/WarmF;B1;1;Bud swollen;79;2025;NA
Prvi_WarmS/WarmF_B1_R1;Prvi;WarmS/WarmF;B1;1;Bud swollen;83;2025;NA
Prvi_WarmS/WarmF_B1_R1;Prvi;WarmS/WarmF;B1;2;Bud opened, leaves visible but curly;86;2025;NA
Prvi_WarmS/WarmF_B1_R1;Prvi;WarmS/WarmF;B1;2;Bud opened, leaves visible but curly;90;2025;NA
Prvi_WarmS/WarmF_B1_R1;Prvi;WarmS/WarmF;B1;3;Leaf out but not completely unfolded;93;2025;NA
Prvi_WarmS/WarmF_B1_R1;Prvi;WarmS/WarmF;B1;4;Leaf fully unfolded;97;2025;NA
Prvi_WarmS/WarmF_B1_R1;Prvi;WarmS/WarmF;B1;4;Leaf fully unfolded;100;2025;NA
Prvi_WarmS/WarmF_B1_R1;Prvi;WarmS/WarmF;B1;4;Leaf fully unfolded;104;2025;NA
Prvi_WarmS/WarmF_B1_R1;Prvi;WarmS/WarmF;B1;7;Bud is fully set;193;2025;NA
Prvi_WarmS/WarmF_B1_R1;Prvi;WarmS/WarmF;B1;7;Bud is fully set;204;2025;NA
Prvi_WarmS/WarmF_B1_R1;Prvi;WarmS/WarmF;B1;7;Bud is fully set;211;2025;NA
Prvi_WarmS/WarmF_B1_R1_nitro;Prvi;WarmS/WarmF_nitro;B1;7;Bud is fully set;57;2025;NA
Prvi_WarmS/WarmF_B1_R1_nitro;Prvi;WarmS/WarmF_nitro;B1;7;Bud is fully set;59;2025;NA
Prvi_WarmS/WarmF_B1_R1_nitro;Prvi;WarmS/WarmF_nitro;B1;7;Bud is fully set;62;2025;NA
Prvi_WarmS/WarmF_B1_R1_nitro;Prvi;WarmS/WarmF_nitro;B1;1;Bud swollen;69;2025;NA
Prvi_WarmS/WarmF_B1_R1_nitro;Prvi;WarmS/WarmF_nitro;B1;1;Bud swollen;72;2025;NA
Prvi_WarmS/WarmF_B1_R1_nitro;Prvi;WarmS/WarmF_nitro;B1;1;Bud swollen;76;2025;NA
Prvi_WarmS/WarmF_B1_R1_nitro;Prvi;WarmS/WarmF_nitro;B1;2;Bud opened, leaves visible but curly;79;2025;NA
Prvi_WarmS/WarmF_B1_R1_nitro;Prvi;WarmS/WarmF_nitro;B1;2;Bud opened, leaves visible but curly;83;2025;NA
Prvi_WarmS/WarmF_B1_R1_nitro;Prvi;WarmS/WarmF_nitro;B1;3;Leaf out but not completely unfolded;86;2025;NA
Prvi_WarmS/WarmF_B1_R1_nitro;Prvi;WarmS/WarmF_nitro;B1;3;Leaf out but not completely unfolded;90;2025;NA
Prvi_WarmS/WarmF_B1_R1_nitro;Prvi;WarmS/WarmF_nitro;B1;4;Leaf fully unfolded;93;2025;NA
Prvi_WarmS/WarmF_B1_R1_nitro;Prvi;WarmS/WarmF_nitro;B1;4;Leaf fully unfolded;97;2025;NA
Prvi_WarmS/WarmF_B1_R1_nitro;Prvi;WarmS/WarmF_nitro;B1;4;Leaf fully unfolded;100;2025;NA
Prvi_WarmS/WarmF_B1_R1_nitro;Prvi;WarmS/WarmF_nitro;B1;7;Bud is fully set;193;2025;NA
Prvi_WarmS/WarmF_B1_R1_nitro;Prvi;WarmS/WarmF_nitro;B1;7;Bud is fully set;204;2025;NA
Prvi_WarmS/WarmF_B1_R1_nitro;Prvi;WarmS/WarmF_nitro;B1;7;Bud is fully set;211;2025;NA
Prvi_WarmS/WarmF_B1_R2_nitro;Prvi;WarmS/WarmF_nitro;B1;7;Bud is fully set;57;2025;NA
Prvi_WarmS/WarmF_B1_R2_nitro;Prvi;WarmS/WarmF_nitro;B1;7;Bud is fully set;59;2025;NA
Prvi_WarmS/WarmF_B1_R2_nitro;Prvi;WarmS/WarmF_nitro;B1;1;Bud swollen;62;2025;NA
Prvi_WarmS/WarmF_B1_R2_nitro;Prvi;WarmS/WarmF_nitro;B1;1;Bud swollen;65;2025;NA
Prvi_WarmS/WarmF_B1_R2_nitro;Prvi;WarmS/WarmF_nitro;B1;1;Bud swollen;69;2025;NA
Prvi_WarmS/WarmF_B1_R2_nitro;Prvi;WarmS/WarmF_nitro;B1;2;Bud opened, leaves visible but curly;76;2025;NA
Prvi_WarmS/WarmF_B1_R2_nitro;Prvi;WarmS/WarmF_nitro;B1;2;Bud opened, leaves visible but curly;79;2025;NA
Prvi_WarmS/WarmF_B1_R2_nitro;Prvi;WarmS/WarmF_nitro;B1;3;Leaf out but not completely unfolded;83;2025;NA
Prvi_WarmS/WarmF_B1_R2_nitro;Prvi;WarmS/WarmF_nitro;B1;3;Leaf out but not completely unfolded;86;2025;NA
Prvi_WarmS/WarmF_B1_R2_nitro;Prvi;WarmS/WarmF_nitro;B1;4;Leaf fully unfolded;90;2025;NA
Prvi_WarmS/WarmF_B1_R2_nitro;Prvi;WarmS/WarmF_nitro;B1;4;Leaf fully unfolded;93;2025;NA
Prvi_WarmS/WarmF_B1_R2_nitro;Prvi;WarmS/WarmF_nitro;B1;4;Leaf fully unfolded;97;2025;NA
Prvi_WarmS/WarmF_B1_R2_nitro;Prvi;WarmS/WarmF_nitro;B1;6;Bud changes color to red or green;193;2025;NA
Prvi_WarmS/WarmF_B1_R2_nitro;Prvi;WarmS/WarmF_nitro;B1;7;Bud is fully set;204;2025;NA
Prvi_WarmS/WarmF_B1_R2_nitro;Prvi;WarmS/WarmF_nitro;B1;7;Bud is fully set;211;2025;NA
Prvi_WarmS/WarmF_B1_R3;Prvi;WarmS/WarmF;B1;7;Bud is fully set;57;2025;NA
Prvi_WarmS/WarmF_B1_R3;Prvi;WarmS/WarmF;B1;7;Bud is fully set;59;2025;NA
Prvi_WarmS/WarmF_B1_R3;Prvi;WarmS/WarmF;B1;7;Bud is fully set;62;2025;NA
Prvi_WarmS/WarmF_B1_R3;Prvi;WarmS/WarmF;B1;1;Bud swollen;86;2025;NA
Prvi_WarmS/WarmF_B1_R3;Prvi;WarmS/WarmF;B1;1;Bud swollen;90;2025;NA
Prvi_WarmS/WarmF_B1_R3;Prvi;WarmS/WarmF;B1;2;Bud opened, leaves visible but curly;93;2025;NA
Prvi_WarmS/WarmF_B1_R3;Prvi;WarmS/WarmF;B1;2;Bud opened, leaves visible but curly;97;2025;NA
Prvi_WarmS/WarmF_B1_R3;Prvi;WarmS/WarmF;B1;3;Leaf out but not completely unfolded;100;2025;NA
Prvi_WarmS/WarmF_B1_R3;Prvi;WarmS/WarmF;B1;4;Leaf fully unfolded;104;2025;NA
Prvi_WarmS/WarmF_B1_R3;Prvi;WarmS/WarmF;B1;6;Bud changes color to red or green;193;2025;NA
Prvi_WarmS/WarmF_B1_R3;Prvi;WarmS/WarmF;B1;7;Bud is fully set;204;2025;NA
Prvi_WarmS/WarmF_B1_R3;Prvi;WarmS/WarmF;B1;7;Bud is fully set;211;2025;NA
Prvi_WarmS/WarmF_B1_R3_nitro;Prvi;WarmS/WarmF_nitro;B1;7;Bud is fully set;57;2025;NA
Prvi_WarmS/WarmF_B1_R3_nitro;Prvi;WarmS/WarmF_nitro;B1;7;Bud is fully set;59;2025;NA
Prvi_WarmS/WarmF_B1_R3_nitro;Prvi;WarmS/WarmF_nitro;B1;7;Bud is fully set;62;2025;NA
Prvi_WarmS/WarmF_B1_R3_nitro;Prvi;WarmS/WarmF_nitro;B1;1;Bud swollen;76;2025;NA
Prvi_WarmS/WarmF_B1_R3_nitro;Prvi;WarmS/WarmF_nitro;B1;1;Bud swollen;79;2025;NA
Prvi_WarmS/WarmF_B1_R3_nitro;Prvi;WarmS/WarmF_nitro;B1;2;Bud opened, leaves visible but curly;83;2025;NA
Prvi_WarmS/WarmF_B1_R3_nitro;Prvi;WarmS/WarmF_nitro;B1;2;Bud opened, leaves visible but curly;86;2025;NA
Prvi_WarmS/WarmF_B1_R3_nitro;Prvi;WarmS/WarmF_nitro;B1;3;Leaf out but not completely unfolded;90;2025;NA
Prvi_WarmS/WarmF_B1_R3_nitro;Prvi;WarmS/WarmF_nitro;B1;3;Leaf out but not completely unfolded;93;2025;NA
Prvi_WarmS/WarmF_B1_R3_nitro;Prvi;WarmS/WarmF_nitro;B1;4;Leaf fully unfolded;97;2025;NA
Prvi_WarmS/WarmF_B1_R3_nitro;Prvi;WarmS/WarmF_nitro;B1;4;Leaf fully unfolded;100;2025;NA
Prvi_WarmS/WarmF_B1_R3_nitro;Prvi;WarmS/WarmF_nitro;B1;4;Leaf fully unfolded;104;2025;NA
Prvi_WarmS/WarmF_B1_R3_nitro;Prvi;WarmS/WarmF_nitro;B1;6;Bud changes color to red or green;193;2025;NA
Prvi_WarmS/WarmF_B1_R3_nitro;Prvi;WarmS/WarmF_nitro;B1;7;Bud is fully set;204;2025;NA
Prvi_WarmS/WarmF_B1_R3_nitro;Prvi;WarmS/WarmF_nitro;B1;7;Bud is fully set;211;2025;NA
Prvi_WarmS/WarmF_B1_R4;Prvi;WarmS/WarmF;B1;1;Bud swollen;57;2025;NA
Prvi_WarmS/WarmF_B1_R4;Prvi;WarmS/WarmF;B1;1;Bud swollen;59;2025;NA
Prvi_WarmS/WarmF_B1_R4;Prvi;WarmS/WarmF;B1;1;Bud swollen;62;2025;NA
Prvi_WarmS/WarmF_B1_R4;Prvi;WarmS/WarmF;B1;2;Bud opened, leaves visible but curly;69;2025;NA
Prvi_WarmS/WarmF_B1_R4;Prvi;WarmS/WarmF;B1;2;Bud opened, leaves visible but curly;72;2025;NA
Prvi_WarmS/WarmF_B1_R4;Prvi;WarmS/WarmF;B1;2;Bud opened, leaves visible but curly;76;2025;NA
Prvi_WarmS/WarmF_B1_R4;Prvi;WarmS/WarmF;B1;3;Leaf out but not completely unfolded;79;2025;NA
Prvi_WarmS/WarmF_B1_R4;Prvi;WarmS/WarmF;B1;2;Bud opened, leaves visible but curly;83;2025;NA
Prvi_WarmS/WarmF_B1_R4;Prvi;WarmS/WarmF;B1;3;Leaf out but not completely unfolded;86;2025;NA
Prvi_WarmS/WarmF_B1_R4;Prvi;WarmS/WarmF;B1;3;Leaf out but not completely unfolded;90;2025;NA
Prvi_WarmS/WarmF_B1_R4;Prvi;WarmS/WarmF;B1;4;Leaf fully unfolded;93;2025;NA
Prvi_WarmS/WarmF_B1_R4;Prvi;WarmS/WarmF;B1;4;Leaf fully unfolded;97;2025;NA
Prvi_WarmS/WarmF_B1_R4;Prvi;WarmS/WarmF;B1;4;Leaf fully unfolded;100;2025;NA
Prvi_WarmS/WarmF_B1_R4;Prvi;WarmS/WarmF;B1;7;Bud is fully set;193;2025;NA
Prvi_WarmS/WarmF_B1_R4;Prvi;WarmS/WarmF;B1;7;Bud is fully set;204;2025;NA
Prvi_WarmS/WarmF_B1_R4;Prvi;WarmS/WarmF;B1;7;Bud is fully set;211;2025;NA
Prvi_WarmS/WarmF_B1_R4_nitro;Prvi;WarmS/WarmF_nitro;B1;7;Bud is fully set;57;2025;NA
Prvi_WarmS/WarmF_B1_R4_nitro;Prvi;WarmS/WarmF_nitro;B1;1;Bud swollen;59;2025;NA
Prvi_WarmS/WarmF_B1_R4_nitro;Prvi;WarmS/WarmF_nitro;B1;1;Bud swollen;62;2025;NA
Prvi_WarmS/WarmF_B1_R4_nitro;Prvi;WarmS/WarmF_nitro;B1;1;Bud swollen;65;2025;NA
Prvi_WarmS/WarmF_B1_R4_nitro;Prvi;WarmS/WarmF_nitro;B1;2;Bud opened, leaves visible but curly;72;2025;NA
Prvi_WarmS/WarmF_B1_R4_nitro;Prvi;WarmS/WarmF_nitro;B1;2;Bud opened, leaves visible but curly;76;2025;NA
Prvi_WarmS/WarmF_B1_R4_nitro;Prvi;WarmS/WarmF_nitro;B1;3;Leaf out but not completely unfolded;79;2025;NA
Prvi_WarmS/WarmF_B1_R4_nitro;Prvi;WarmS/WarmF_nitro;B1;3;Leaf out but not completely unfolded;83;2025;NA
Prvi_WarmS/WarmF_B1_R4_nitro;Prvi;WarmS/WarmF_nitro;B1;3;Leaf out but not completely unfolded;86;2025;NA
Prvi_WarmS/WarmF_B1_R4_nitro;Prvi;WarmS/WarmF_nitro;B1;4;Leaf fully unfolded;90;2025;NA
Prvi_WarmS/WarmF_B1_R4_nitro;Prvi;WarmS/WarmF_nitro;B1;4;Leaf fully unfolded;93;2025;NA
Prvi_WarmS/WarmF_B1_R4_nitro;Prvi;WarmS/WarmF_nitro;B1;4;Leaf fully unfolded;97;2025;NA
Prvi_WarmS/WarmF_B1_R4_nitro;Prvi;WarmS/WarmF_nitro;B1;7;Bud is fully set;193;2025;NA
Prvi_WarmS/WarmF_B1_R4_nitro;Prvi;WarmS/WarmF_nitro;B1;7;Bud is fully set;204;2025;NA
Prvi_WarmS/WarmF_B1_R4_nitro;Prvi;WarmS/WarmF_nitro;B1;7;Bud is fully set;211;2025;NA
Prvi_WarmS/WarmF_B1_R5;Prvi;WarmS/WarmF;B1;7;Bud is fully set;57;2025;NA
Prvi_WarmS/WarmF_B1_R5;Prvi;WarmS/WarmF;B1;1;Bud swollen;59;2025;NA
Prvi_WarmS/WarmF_B1_R5;Prvi;WarmS/WarmF;B1;1;Bud swollen;62;2025;NA
Prvi_WarmS/WarmF_B1_R5;Prvi;WarmS/WarmF;B1;1;Bud swollen;65;2025;NA
Prvi_WarmS/WarmF_B1_R5;Prvi;WarmS/WarmF;B1;2;Bud opened, leaves visible but curly;69;2025;NA
Prvi_WarmS/WarmF_B1_R5;Prvi;WarmS/WarmF;B1;3;Leaf out but not completely unfolded;72;2025;NA
Prvi_WarmS/WarmF_B1_R5;Prvi;WarmS/WarmF;B1;3;Leaf out but not completely unfolded;76;2025;NA
Prvi_WarmS/WarmF_B1_R5;Prvi;WarmS/WarmF;B1;3;Leaf out but not completely unfolded;79;2025;NA
Prvi_WarmS/WarmF_B1_R5;Prvi;WarmS/WarmF;B1;4;Leaf fully unfolded;90;2025;NA
Prvi_WarmS/WarmF_B1_R5;Prvi;WarmS/WarmF;B1;4;Leaf fully unfolded;93;2025;NA
Prvi_WarmS/WarmF_B1_R5;Prvi;WarmS/WarmF;B1;4;Leaf fully unfolded;97;2025;NA
Prvi_WarmS/WarmF_B1_R5;Prvi;WarmS/WarmF;B1;7;Bud is fully set;193;2025;NA
Prvi_WarmS/WarmF_B1_R5;Prvi;WarmS/WarmF;B1;7;Bud is fully set;204;2025;NA
Prvi_WarmS/WarmF_B1_R5;Prvi;WarmS/WarmF;B1;7;Bud is fully set;211;2025;NA
Prvi_WarmS/WarmF_B1_R5_nitro;Prvi;WarmS/WarmF_nitro;B1;7;Bud is fully set;57;2025;NA
Prvi_WarmS/WarmF_B1_R5_nitro;Prvi;WarmS/WarmF_nitro;B1;7;Bud is fully set;59;2025;NA
Prvi_WarmS/WarmF_B1_R5_nitro;Prvi;WarmS/WarmF_nitro;B1;7;Bud is fully set;62;2025;NA
Prvi_WarmS/WarmF_B1_R5_nitro;Prvi;WarmS/WarmF_nitro;B1;1;Bud swollen;69;2025;NA
Prvi_WarmS/WarmF_B1_R5_nitro;Prvi;WarmS/WarmF_nitro;B1;1;Bud swollen;72;2025;NA
Prvi_WarmS/WarmF_B1_R5_nitro;Prvi;WarmS/WarmF_nitro;B1;1;Bud swollen;76;2025;NA
Prvi_WarmS/WarmF_B1_R5_nitro;Prvi;WarmS/WarmF_nitro;B1;2;Bud opened, leaves visible but curly;79;2025;NA
Prvi_WarmS/WarmF_B1_R5_nitro;Prvi;WarmS/WarmF_nitro;B1;2;Bud opened, leaves visible but curly;83;2025;NA
Prvi_WarmS/WarmF_B1_R5_nitro;Prvi;WarmS/WarmF_nitro;B1;2;Bud opened, leaves visible but curly;86;2025;NA
Prvi_WarmS/WarmF_B1_R5_nitro;Prvi;WarmS/WarmF_nitro;B1;3;Leaf out but not completely unfolded;90;2025;NA
Prvi_WarmS/WarmF_B1_R5_nitro;Prvi;WarmS/WarmF_nitro;B1;4;Leaf fully unfolded;93;2025;NA
Prvi_WarmS/WarmF_B1_R5_nitro;Prvi;WarmS/WarmF_nitro;B1;4;Leaf fully unfolded;97;2025;NA
Prvi_WarmS/WarmF_B1_R5_nitro;Prvi;WarmS/WarmF_nitro;B1;4;Leaf fully unfolded;100;2025;NA
Prvi_WarmS/WarmF_B1_R5_nitro;Prvi;WarmS/WarmF_nitro;B1;7;Bud is fully set;193;2025;NA
Prvi_WarmS/WarmF_B1_R5_nitro;Prvi;WarmS/WarmF_nitro;B1;7;Bud is fully set;204;2025;NA
Prvi_WarmS/WarmF_B1_R5_nitro;Prvi;WarmS/WarmF_nitro;B1;7;Bud is fully set;211;2025;NA
Prvi_WarmS/WarmF_B2_R10_nitro;Prvi;WarmS/WarmF_nitro;B2;7;Bud is fully set;57;2025;NA
Prvi_WarmS/WarmF_B2_R10_nitro;Prvi;WarmS/WarmF_nitro;B2;7;Bud is fully set;59;2025;NA
Prvi_WarmS/WarmF_B2_R10_nitro;Prvi;WarmS/WarmF_nitro;B2;7;Bud is fully set;62;2025;NA
Prvi_WarmS/WarmF_B2_R10_nitro;Prvi;WarmS/WarmF_nitro;B2;1;Bud swollen;65;2025;NA
Prvi_WarmS/WarmF_B2_R10_nitro;Prvi;WarmS/WarmF_nitro;B2;1;Bud swollen;69;2025;NA
Prvi_WarmS/WarmF_B2_R10_nitro;Prvi;WarmS/WarmF_nitro;B2;1;Bud swollen;72;2025;NA
Prvi_WarmS/WarmF_B2_R10_nitro;Prvi;WarmS/WarmF_nitro;B2;2;Bud opened, leaves visible but curly;76;2025;NA
Prvi_WarmS/WarmF_B2_R10_nitro;Prvi;WarmS/WarmF_nitro;B2;2;Bud opened, leaves visible but curly;79;2025;NA
Prvi_WarmS/WarmF_B2_R10_nitro;Prvi;WarmS/WarmF_nitro;B2;3;Leaf out but not completely unfolded;83;2025;NA
Prvi_WarmS/WarmF_B2_R10_nitro;Prvi;WarmS/WarmF_nitro;B2;3;Leaf out but not completely unfolded;86;2025;NA
Prvi_WarmS/WarmF_B2_R10_nitro;Prvi;WarmS/WarmF_nitro;B2;4;Leaf fully unfolded;90;2025;NA
Prvi_WarmS/WarmF_B2_R10_nitro;Prvi;WarmS/WarmF_nitro;B2;4;Leaf fully unfolded;93;2025;NA
Prvi_WarmS/WarmF_B2_R10_nitro;Prvi;WarmS/WarmF_nitro;B2;4;Leaf fully unfolded;97;2025;NA
Prvi_WarmS/WarmF_B2_R10_nitro;Prvi;WarmS/WarmF_nitro;B2;7;Bud is fully set;193;2025;NA
Prvi_WarmS/WarmF_B2_R10_nitro;Prvi;WarmS/WarmF_nitro;B2;7;Bud is fully set;204;2025;NA
Prvi_WarmS/WarmF_B2_R10_nitro;Prvi;WarmS/WarmF_nitro;B2;7;Bud is fully set;211;2025;NA
Prvi_WarmS/WarmF_B2_R6;Prvi;WarmS/WarmF;B2;7;Bud is fully set;57;2025;NA
Prvi_WarmS/WarmF_B2_R6;Prvi;WarmS/WarmF;B2;7;Bud is fully set;59;2025;NA
Prvi_WarmS/WarmF_B2_R6;Prvi;WarmS/WarmF;B2;7;Bud is fully set;62;2025;NA
Prvi_WarmS/WarmF_B2_R6;Prvi;WarmS/WarmF;B2;1;Bud swollen;86;2025;NA
Prvi_WarmS/WarmF_B2_R6;Prvi;WarmS/WarmF;B2;2;Bud opened, leaves visible but curly;90;2025;NA
Prvi_WarmS/WarmF_B2_R6;Prvi;WarmS/WarmF;B2;2;Bud opened, leaves visible but curly;93;2025;NA
Prvi_WarmS/WarmF_B2_R6;Prvi;WarmS/WarmF;B2;3;Leaf out but not completely unfolded;97;2025;NA
Prvi_WarmS/WarmF_B2_R6;Prvi;WarmS/WarmF;B2;3;Leaf out but not completely unfolded;100;2025;NA
Prvi_WarmS/WarmF_B2_R6;Prvi;WarmS/WarmF;B2;4;Leaf fully unfolded;104;2025;NA
Prvi_WarmS/WarmF_B2_R6;Prvi;WarmS/WarmF;B2;7;Bud is fully set;193;2025;NA
Prvi_WarmS/WarmF_B2_R6;Prvi;WarmS/WarmF;B2;7;Bud is fully set;204;2025;NA
Prvi_WarmS/WarmF_B2_R6;Prvi;WarmS/WarmF;B2;7;Bud is fully set;211;2025;NA
Prvi_WarmS/WarmF_B2_R6_nitro;Prvi;WarmS/WarmF_nitro;B2;7;Bud is fully set;57;2025;NA
Prvi_WarmS/WarmF_B2_R6_nitro;Prvi;WarmS/WarmF_nitro;B2;1;Bud swollen;59;2025;apical shoot dead so lateral shoot monitored
Prvi_WarmS/WarmF_B2_R6_nitro;Prvi;WarmS/WarmF_nitro;B2;7;Bud is fully set;62;2025;NA
Prvi_WarmS/WarmF_B2_R6_nitro;Prvi;WarmS/WarmF_nitro;B2;7;Bud is fully set;65;2025;NA
Prvi_WarmS/WarmF_B2_R6_nitro;Prvi;WarmS/WarmF_nitro;B2;1;Bud swollen;69;2025;NA
Prvi_WarmS/WarmF_B2_R6_nitro;Prvi;WarmS/WarmF_nitro;B2;7;Bud is fully set;72;2025;NA
Prvi_WarmS/WarmF_B2_R6_nitro;Prvi;WarmS/WarmF_nitro;B2;1;Bud swollen;76;2025;NA
Prvi_WarmS/WarmF_B2_R6_nitro;Prvi;WarmS/WarmF_nitro;B2;1;Bud swollen;79;2025;NA
Prvi_WarmS/WarmF_B2_R6_nitro;Prvi;WarmS/WarmF_nitro;B2;1;Bud swollen;83;2025;NA
Prvi_WarmS/WarmF_B2_R6_nitro;Prvi;WarmS/WarmF_nitro;B2;7;Bud is fully set;211;2025;NA
Prvi_WarmS/WarmF_B2_R7;Prvi;WarmS/WarmF;B2;7;Bud is fully set;57;2025;NA
Prvi_WarmS/WarmF_B2_R7;Prvi;WarmS/WarmF;B2;7;Bud is fully set;59;2025;NA
Prvi_WarmS/WarmF_B2_R7;Prvi;WarmS/WarmF;B2;1;Bud swollen;62;2025;NA
Prvi_WarmS/WarmF_B2_R7;Prvi;WarmS/WarmF;B2;1;Bud swollen;65;2025;NA
Prvi_WarmS/WarmF_B2_R7;Prvi;WarmS/WarmF;B2;1;Bud swollen;69;2025;NA
