"tree_ID";"bloc";"treatment";"genus";"species";"year";"height";"diameter";"notes"
"Bepa_WarmS/WarmF_B2_R6_nitro";2;"WarmS/WarmF_nitro";"betula";"betula_papyrifera";2025;55,4;5,49;NA
"Bepa_WarmS/WarmF_B2_R7_nitro";2;"WarmS/WarmF_nitro";"betula";"betula_papyrifera";2025;124,9;9,32;NA
"Bepa_WarmS/WarmF_B2_R8_nitro";2;"WarmS/WarmF_nitro";"betula";"betula_papyrifera";2025;60,2;6,6;NA
"Bepa_WarmS/WarmF_B2_R9_nitro";2;"WarmS/WarmF_nitro";"betula";"betula_papyrifera";2025;104,3;13,14;NA
"Bepa_WarmS/WarmF_B2_R10_nitro";2;"WarmS/WarmF_nitro";"betula";"betula_papyrifera";2025;97,4;11,13;NA
"Bepa_WarmS/WarmF_B3_R11_nitro";3;"WarmS/WarmF_nitro";"betula";"betula_papyrifera";2025;96,8;7,21;NA
"Bepa_WarmS/WarmF_B3_R12_nitro";3;"WarmS/WarmF_nitro";"betula";"betula_papyrifera";2025;75,9;8,8;NA
"Bepa_WarmS/WarmF_B3_R13_nitro";3;"WarmS/WarmF_nitro";"betula";"betula_papyrifera";2025;98,7;11,69;NA
"Bepa_WarmS/WarmF_B3_R14_nitro";3;"WarmS/WarmF_nitro";"betula";"betula_papyrifera";2025;83,1;8,51;NA
"Bepa_WarmS/WarmF_B3_R15_nitro";3;"WarmS/WarmF_nitro";"betula";"betula_papyrifera";2025;78,7;6,82;NA
"Pist_CoolS/CoolF_B1_R1";1;"CoolS/CoolF";"pinus";"pinus_strobus";2025;69,6;16,98;NA
"Pist_CoolS/CoolF_B1_R2";1;"CoolS/CoolF";"pinus";"pinus_strobus";2025;67;14,13;NA
"Pist_CoolS/CoolF_B1_R3";1;"CoolS/CoolF";"pinus";"pinus_strobus";2025;43,1;11,54;NA
"Pist_CoolS/CoolF_B1_R4";1;"CoolS/CoolF";"pinus";"pinus_strobus";2025;21,9;6,82;NA
"Pist_CoolS/CoolF_B1_R5";1;"CoolS/CoolF";"pinus";"pinus_strobus";2025;58,9;14,5;NA
"Pist_CoolS/CoolF_B2_R6";2;"CoolS/CoolF";"pinus";"pinus_strobus";2025;48,6;9,78;NA
"Pist_CoolS/CoolF_B2_R7";2;"CoolS/CoolF";"pinus";"pinus_strobus";2025;35,1;9,14;NA
"Pist_CoolS/CoolF_B2_R8";2;"CoolS/CoolF";"pinus";"pinus_strobus";2025;44;12,47;NA
"Pist_CoolS/CoolF_B2_R9";2;"CoolS/CoolF";"pinus";"pinus_strobus";2025;53,1;13,3;NA
"Pist_CoolS/CoolF_B2_R10";2;"CoolS/CoolF";"pinus";"pinus_strobus";2025;49,4;14,74;NA
"Pist_CoolS/CoolF_B3_R11";3;"CoolS/CoolF";"pinus";"pinus_strobus";2025;48,6;13,16;NA
"Pist_CoolS/CoolF_B3_R12";3;"CoolS/CoolF";"pinus";"pinus_strobus";2025;42,1;12,92;NA
"Pist_CoolS/CoolF_B3_R13";3;"CoolS/CoolF";"pinus";"pinus_strobus";2025;45,2;13,46;NA
"Pist_CoolS/CoolF_B3_R14";3;"CoolS/CoolF";"pinus";"pinus_strobus";2025;17,1;7,36;NA
"Pist_CoolS/CoolF_B3_R15";3;"CoolS/CoolF";"pinus";"pinus_strobus";2025;58,3;14,52;NA
"Pist_WarmS/CoolF_B1_R1";1;"WarmS/CoolF";"pinus";"pinus_strobus";2025;38,3;10,03;NA
"Pist_WarmS/CoolF_B1_R2";1;"WarmS/CoolF";"pinus";"pinus_strobus";2025;38,6;10,98;"current year shoot died after summer drought; height still measured and half of the tree is dead"
"Pist_WarmS/CoolF_B1_R3";1;"WarmS/CoolF";"pinus";"pinus_strobus";2025;60,9;17,06;NA
"Pist_WarmS/CoolF_B1_R4";1;"WarmS/CoolF";"pinus";"pinus_strobus";2025;28,7;9,48;NA
"Pist_WarmS/CoolF_B1_R5";1;"WarmS/CoolF";"pinus";"pinus_strobus";2025;29,6;8,09;NA
"Pist_WarmS/CoolF_B2_R6";2;"WarmS/CoolF";"pinus";"pinus_strobus";2025;70,6;14,44;NA
"Pist_WarmS/CoolF_B2_R7";2;"WarmS/CoolF";"pinus";"pinus_strobus";2025;39,3;11;NA
"Pist_WarmS/CoolF_B2_R8";2;"WarmS/CoolF";"pinus";"pinus_strobus";2025;42,5;11,66;NA
"Pist_WarmS/CoolF_B2_R9";2;"WarmS/CoolF";"pinus";"pinus_strobus";2025;52,8;13,17;NA
"Pist_WarmS/CoolF_B2_R10";2;"WarmS/CoolF";"pinus";"pinus_strobus";2025;49,9;12,68;NA
"Pist_WarmS/CoolF_B3_R11";3;"WarmS/CoolF";"pinus";"pinus_strobus";2025;18,8;7,87;NA
"Pist_WarmS/CoolF_B3_R12";3;"WarmS/CoolF";"pinus";"pinus_strobus";2025;40,9;12,27;"middle of the crown is dead; the rest is not doing great"
"Pist_WarmS/CoolF_B3_R13";3;"WarmS/CoolF";"pinus";"pinus_strobus";2025;29,3;9,94;NA
"Pist_WarmS/CoolF_B3_R14";3;"WarmS/CoolF";"pinus";"pinus_strobus";2025;71,7;17,75;NA
"Pist_WarmS/CoolF_B3_R15";3;"WarmS/CoolF";"pinus";"pinus_strobus";2025;40,9;11,63;NA
"Pist_CoolS/WarmF_B1_R1";1;"CoolS/WarmF";"pinus";"pinus_strobus";2025;50,7;12,46;NA
"Pist_CoolS/WarmF_B1_R2";1;"CoolS/WarmF";"pinus";"pinus_strobus";2025;31,8;7,9;NA
"Pist_CoolS/WarmF_B1_R3";1;"CoolS/WarmF";"pinus";"pinus_strobus";2025;33;11,98;NA
"Pist_CoolS/WarmF_B1_R4";1;"CoolS/WarmF";"pinus";"pinus_strobus";2025;34,9;9,47;NA
"Pist_CoolS/WarmF_B1_R5";1;"CoolS/WarmF";"pinus";"pinus_strobus";2025;43,1;10,39;NA
"Pist_CoolS/WarmF_B2_R6";2;"CoolS/WarmF";"pinus";"pinus_strobus";2025;22,1;7,95;NA
"Pist_CoolS/WarmF_B2_R7";2;"CoolS/WarmF";"pinus";"pinus_strobus";2025;64,8;13,92;NA
"Pist_CoolS/WarmF_B2_R8";2;"CoolS/WarmF";"pinus";"pinus_strobus";2025;36,2;10,8;NA
"Pist_CoolS/WarmF_B2_R9";2;"CoolS/WarmF";"pinus";"pinus_strobus";2025;66,1;15,54;NA
"Pist_CoolS/WarmF_B2_R10";2;"CoolS/WarmF";"pinus";"pinus_strobus";2025;67,9;14,6;NA
"Pist_CoolS/WarmF_B3_R11";3;"CoolS/WarmF";"pinus";"pinus_strobus";2025;33;10,26;NA
"Pist_CoolS/WarmF_B3_R12";3;"CoolS/WarmF";"pinus";"pinus_strobus";2025;48,5;13,08;NA
"Pist_CoolS/WarmF_B3_R13";3;"CoolS/WarmF";"pinus";"pinus_strobus";2025;44,9;11,97;NA
"Pist_CoolS/WarmF_B3_R14";3;"CoolS/WarmF";"pinus";"pinus_strobus";2025;56,6;15,33;NA
"Pist_CoolS/WarmF_B3_R15";3;"CoolS/WarmF";"pinus";"pinus_strobus";2025;23,4;8,29;NA
"Pist_WarmS/WarmF_B1_R1";1;"WarmS/WarmF";"pinus";"pinus_strobus";2025;58,7;13,45;NA
"Pist_WarmS/WarmF_B1_R2";1;"WarmS/WarmF";"pinus";"pinus_strobus";2025;52,6;12,32;"current year shoot died after summer drought; height still measured and half of the tree is dead"
"Pist_WarmS/WarmF_B1_R3";1;"WarmS/WarmF";"pinus";"pinus_strobus";2025;36,9;9,91;NA
"Pist_WarmS/WarmF_B1_R4";1;"WarmS/WarmF";"pinus";"pinus_strobus";2025;26,5;7,76;NA
"Pist_WarmS/WarmF_B1_R5";1;"WarmS/WarmF";"pinus";"pinus_strobus";2025;49,8;11,47;"current year shoot died after summer drought; height still measured and whole tree is dead"
"Pist_WarmS/WarmF_B2_R6";2;"WarmS/WarmF";"pinus";"pinus_strobus";2025;38,6;11,61;NA
"Pist_WarmS/WarmF_B2_R7";2;"WarmS/WarmF";"pinus";"pinus_strobus";2025;29,8;11,78;NA
"Pist_WarmS/WarmF_B2_R8";2;"WarmS/WarmF";"pinus";"pinus_strobus";2025;50,9;15,12;NA
"Pist_WarmS/WarmF_B2_R9";2;"WarmS/WarmF";"pinus";"pinus_strobus";2025;52;12,74;NA
"Pist_WarmS/WarmF_B2_R10";2;"WarmS/WarmF";"pinus";"pinus_strobus";2025;69,4;15,07;NA
"Pist_WarmS/WarmF_B3_R11";3;"WarmS/WarmF";"pinus";"pinus_strobus";2025;30,9;8,19;NA
"Pist_WarmS/WarmF_B3_R12";3;"WarmS/WarmF";"pinus";"pinus_strobus";2025;61,5;13,13;NA
"Pist_WarmS/WarmF_B3_R13";3;"WarmS/WarmF";"pinus";"pinus_strobus";2025;52;10,91;NA
"Pist_WarmS/WarmF_B3_R14";3;"WarmS/WarmF";"pinus";"pinus_strobus";2025;31,7;8,17;NA
"Pist_WarmS/WarmF_B3_R15";3;"WarmS/WarmF";"pinus";"pinus_strobus";2025;40;11,8;NA
"Pist_CoolS/CoolF_B1_R1_nitro";1;"CoolS/CoolF_nitro";"pinus";"pinus_strobus";2025;41,8;11,13;NA
"Pist_CoolS/CoolF_B1_R2_nitro";1;"CoolS/CoolF_nitro";"pinus";"pinus_strobus";2025;62;12,07;NA
"Pist_CoolS/CoolF_B1_R3_nitro";1;"CoolS/CoolF_nitro";"pinus";"pinus_strobus";2025;60,8;14,96;NA
"Pist_CoolS/CoolF_B1_R4_nitro";1;"CoolS/CoolF_nitro";"pinus";"pinus_strobus";2025;41,5;10,03;NA
"Pist_CoolS/CoolF_B1_R5_nitro";1;"CoolS/CoolF_nitro";"pinus";"pinus_strobus";2025;42,8;9,76;NA
"Pist_CoolS/CoolF_B2_R6_nitro";2;"CoolS/CoolF_nitro";"pinus";"pinus_strobus";2025;47,1;11,07;NA
"Pist_CoolS/CoolF_B2_R7_nitro";2;"CoolS/CoolF_nitro";"pinus";"pinus_strobus";2025;59,2;15,94;NA
"Pist_CoolS/CoolF_B2_R8_nitro";2;"CoolS/CoolF_nitro";"pinus";"pinus_strobus";2025;35,7;10,6;NA
"Pist_CoolS/CoolF_B2_R9_nitro";2;"CoolS/CoolF_nitro";"pinus";"pinus_strobus";2025;68,9;21,72;NA
"Pist_CoolS/CoolF_B2_R10_nitro";2;"CoolS/CoolF_nitro";"pinus";"pinus_strobus";2025;29,7;8,18;NA
"Pist_CoolS/CoolF_B3_R11_nitro";3;"CoolS/CoolF_nitro";"pinus";"pinus_strobus";2025;34;9,33;NA
"Pist_CoolS/CoolF_B3_R12_nitro";3;"CoolS/CoolF_nitro";"pinus";"pinus_strobus";2025;80,3;18,24;NA
"Pist_CoolS/CoolF_B3_R13_nitro";3;"CoolS/CoolF_nitro";"pinus";"pinus_strobus";2025;45,4;11,68;NA
"Pist_CoolS/CoolF_B3_R14_nitro";3;"CoolS/CoolF_nitro";"pinus";"pinus_strobus";2025;33,6;10,09;NA
"Pist_CoolS/CoolF_B3_R15_nitro";3;"CoolS/CoolF_nitro";"pinus";"pinus_strobus";2025;36,3;13,13;NA
"Pist_WarmS/WarmF_B1_R1_nitro";1;"WarmS/WarmF_nitro";"pinus";"pinus_strobus";2025;44,4;11,68;NA
"Pist_WarmS/WarmF_B1_R2_nitro";1;"WarmS/WarmF_nitro";"pinus";"pinus_strobus";2025;50,3;14,17;NA
"Pist_WarmS/WarmF_B1_R3_nitro";1;"WarmS/WarmF_nitro";"pinus";"pinus_strobus";2025;34,7;11,28;NA
"Pist_WarmS/WarmF_B1_R4_nitro";1;"WarmS/WarmF_nitro";"pinus";"pinus_strobus";2025;40,8;10,27;NA
"Pist_WarmS/WarmF_B1_R5_nitro";1;"WarmS/WarmF_nitro";"pinus";"pinus_strobus";2025;40,7;12,77;NA
"Pist_WarmS/WarmF_B2_R6_nitro";2;"WarmS/WarmF_nitro";"pinus";"pinus_strobus";2025;42,9;10,66;NA
"Pist_WarmS/WarmF_B2_R7_nitro";2;"WarmS/WarmF_nitro";"pinus";"pinus_strobus";2025;31,5;8,54;NA
"Pist_WarmS/WarmF_B2_R8_nitro";2;"WarmS/WarmF_nitro";"pinus";"pinus_strobus";2025;NA;NA;"dead"
"Pist_WarmS/WarmF_B2_R9_nitro";2;"WarmS/WarmF_nitro";"pinus";"pinus_strobus";2025;68,8;13,75;NA
"Pist_WarmS/WarmF_B2_R10_nitro";2;"WarmS/WarmF_nitro";"pinus";"pinus_strobus";2025;63,3;15,13;NA
"Pist_WarmS/WarmF_B3_R11_nitro";3;"WarmS/WarmF_nitro";"pinus";"pinus_strobus";2025;38,1;11,6;NA
"Pist_WarmS/WarmF_B3_R12_nitro";3;"WarmS/WarmF_nitro";"pinus";"pinus_strobus";2025;31,8;8,72;NA
"Pist_WarmS/WarmF_B3_R13_nitro";3;"WarmS/WarmF_nitro";"pinus";"pinus_strobus";2025;33,4;9,22;NA
"Pist_WarmS/WarmF_B3_R14_nitro";3;"WarmS/WarmF_nitro";"pinus";"pinus_strobus";2025;72,3;15,31;NA
"Pist_WarmS/WarmF_B3_R15_nitro";3;"WarmS/WarmF_nitro";"pinus";"pinus_strobus";2025;31,9;12,28;NA
"Poba_CoolS/CoolF_B1_R1";1;"CoolS/CoolF";"populus";"populus_balsamifera";2025;72,2;6,7;NA
"Poba_CoolS/CoolF_B1_R2";1;"CoolS/CoolF";"populus";"populus_balsamifera";2025;88,9;7,17;NA
"Poba_CoolS/CoolF_B1_R3";1;"CoolS/CoolF";"populus";"populus_balsamifera";2025;70,2;6,64;NA
"Poba_CoolS/CoolF_B1_R4";1;"CoolS/CoolF";"populus";"populus_balsamifera";2025;82,9;7,39;NA
"Poba_CoolS/CoolF_B1_R5";1;"CoolS/CoolF";"populus";"populus_balsamifera";2025;71,7;7,27;NA
"Poba_CoolS/CoolF_B2_R6";2;"CoolS/CoolF";"populus";"populus_balsamifera";2025;NA;5,62;"check shoot elongation if stopped at some point and add the max elongation value to the height of last year"
"Poba_CoolS/CoolF_B2_R7";2;"CoolS/CoolF";"populus";"populus_balsamifera";2025;NA;7,04;"check shoot elongation if stopped at some point and add the max elongation value to the height of last year"
"Poba_CoolS/CoolF_B2_R8";2;"CoolS/CoolF";"populus";"populus_balsamifera";2025;94,2;8,25;NA
"Poba_CoolS/CoolF_B2_R9";2;"CoolS/CoolF";"populus";"populus_balsamifera";2025;80,4;6,67;NA
"Poba_CoolS/CoolF_B2_R10";2;"CoolS/CoolF";"populus";"populus_balsamifera";2025;97,9;7,85;NA
"Poba_CoolS/CoolF_B3_R11";3;"CoolS/CoolF";"populus";"populus_balsamifera";2025;77,8;5,26;"the second shoot mentioned last year died"
"Poba_CoolS/CoolF_B3_R12";3;"CoolS/CoolF";"populus";"populus_balsamifera";2025;NA;NA;NA
"Poba_CoolS/CoolF_B3_R13";3;"CoolS/CoolF";"populus";"populus_balsamifera";2025;69;7,08;NA
"Poba_CoolS/CoolF_B3_R14";3;"CoolS/CoolF";"populus";"populus_balsamifera";2025;60,2;5,96;NA
"Poba_CoolS/CoolF_B3_R15";3;"CoolS/CoolF";"populus";"populus_balsamifera";2025;117,4;7,4;NA
"Poba_WarmS/CoolF_B1_R1";1;"WarmS/CoolF";"populus";"populus_balsamifera";2025;101,6;7,56;NA
"Poba_WarmS/CoolF_B1_R2";1;"WarmS/CoolF";"populus";"populus_balsamifera";2025;66,5;7,72;NA
"Poba_WarmS/CoolF_B1_R3";1;"WarmS/CoolF";"populus";"populus_balsamifera";2025;90,5;7,38;NA
"Poba_WarmS/CoolF_B1_R4";1;"WarmS/CoolF";"populus";"populus_balsamifera";2025;83,6;7,99;NA
"Poba_WarmS/CoolF_B1_R5";1;"WarmS/CoolF";"populus";"populus_balsamifera";2025;80,7;6,38;NA
"Poba_WarmS/CoolF_B2_R6";2;"WarmS/CoolF";"populus";"populus_balsamifera";2025;NA;NA;NA
"Poba_WarmS/CoolF_B2_R7";2;"WarmS/CoolF";"populus";"populus_balsamifera";2025;101,7;8,73;NA
"Poba_WarmS/CoolF_B2_R8";2;"WarmS/CoolF";"populus";"populus_balsamifera";2025;NA;NA;NA
"Poba_WarmS/CoolF_B2_R9";2;"WarmS/CoolF";"populus";"populus_balsamifera";2025;122,5;7,22;NA
"Poba_WarmS/CoolF_B2_R10";2;"WarmS/CoolF";"populus";"populus_balsamifera";2025;114,9;7,8;NA
"Poba_WarmS/CoolF_B3_R11";3;"WarmS/CoolF";"populus";"populus_balsamifera";2025;72,6;6,89;NA
"Poba_WarmS/CoolF_B3_R12";3;"WarmS/CoolF";"populus";"populus_balsamifera";2025;125,1;8,86;NA
"Poba_WarmS/CoolF_B3_R13";3;"WarmS/CoolF";"populus";"populus_balsamifera";2025;75,8;7,37;"branch sprouted on red mark so diameter measurement might not be accurate"
"Poba_WarmS/CoolF_B3_R14";3;"WarmS/CoolF";"populus";"populus_balsamifera";2025;68,8;7,85;NA
"Poba_WarmS/CoolF_B3_R15";3;"WarmS/CoolF";"populus";"populus_balsamifera";2025;46,3;7,66;NA
"Poba_CoolS/WarmF_B1_R1";1;"CoolS/WarmF";"populus";"populus_balsamifera";2025;51,5;6,87;NA
"Poba_CoolS/WarmF_B1_R2";1;"CoolS/WarmF";"populus";"populus_balsamifera";2025;87,6;7,09;NA
"Poba_CoolS/WarmF_B1_R3";1;"CoolS/WarmF";"populus";"populus_balsamifera";2025;78,1;6,19;NA
"Poba_CoolS/WarmF_B1_R4";1;"CoolS/WarmF";"populus";"populus_balsamifera";2025;82,3;7,89;NA
"Poba_CoolS/WarmF_B1_R5";1;"CoolS/WarmF";"populus";"populus_balsamifera";2025;90,7;7,62;NA
"Poba_CoolS/WarmF_B2_R6";2;"CoolS/WarmF";"populus";"populus_balsamifera";2025;88,2;7,01;NA
"Poba_CoolS/WarmF_B2_R7";2;"CoolS/WarmF";"populus";"populus_balsamifera";2025;70,2;7,9;NA
"Poba_CoolS/WarmF_B2_R8";2;"CoolS/WarmF";"populus";"populus_balsamifera";2025;63,5;6,92;NA
"Poba_CoolS/WarmF_B2_R9";2;"CoolS/WarmF";"populus";"populus_balsamifera";2025;85,4;7,17;NA
"Poba_CoolS/WarmF_B2_R10";2;"CoolS/WarmF";"populus";"populus_balsamifera";2025;106,9;7,32;NA
"Poba_CoolS/WarmF_B3_R11";3;"CoolS/WarmF";"populus";"populus_balsamifera";2025;96,4;8,29;NA
"Poba_CoolS/WarmF_B3_R12";3;"CoolS/WarmF";"populus";"populus_balsamifera";2025;106,3;8,85;NA
"Poba_CoolS/WarmF_B3_R13";3;"CoolS/WarmF";"populus";"populus_balsamifera";2025;104;6,65;NA
"Poba_CoolS/WarmF_B3_R14";3;"CoolS/WarmF";"populus";"populus_balsamifera";2025;108,9;9,08;NA
"Poba_CoolS/WarmF_B3_R15";3;"CoolS/WarmF";"populus";"populus_balsamifera";2025;91,9;7,79;"apical meristem snapped off but it shouldn't be much taller than that height; look up the shoot elongation measurements"
"Poba_WarmS/WarmF_B1_R1";1;"WarmS/WarmF";"populus";"populus_balsamifera";2025;97,5;8,46;NA
"Poba_WarmS/WarmF_B1_R2";1;"WarmS/WarmF";"populus";"populus_balsamifera";2025;86,6;8,87;NA
"Poba_WarmS/WarmF_B1_R3";1;"WarmS/WarmF";"populus";"populus_balsamifera";2025;62;7,61;NA
"Poba_WarmS/WarmF_B1_R4";1;"WarmS/WarmF";"populus";"populus_balsamifera";2025;61,9;9,38;NA
"Poba_WarmS/WarmF_B1_R5";1;"WarmS/WarmF";"populus";"populus_balsamifera";2025;83,8;9,27;NA
"Poba_WarmS/WarmF_B2_R6";2;"WarmS/WarmF";"populus";"populus_balsamifera";2025;78;9,28;NA
"Poba_WarmS/WarmF_B2_R7";2;"WarmS/WarmF";"populus";"populus_balsamifera";2025;76,9;8,41;NA
"Poba_WarmS/WarmF_B2_R8";2;"WarmS/WarmF";"populus";"populus_balsamifera";2025;58,8;6,35;NA
"Poba_WarmS/WarmF_B2_R9";2;"WarmS/WarmF";"populus";"populus_balsamifera";2025;102,3;7,99;NA
"Poba_WarmS/WarmF_B2_R10";2;"WarmS/WarmF";"populus";"populus_balsamifera";2025;91;8,33;NA
"Poba_WarmS/WarmF_B3_R11";3;"WarmS/WarmF";"populus";"populus_balsamifera";2025;83,3;7,2;NA
"Poba_WarmS/WarmF_B3_R12";3;"WarmS/WarmF";"populus";"populus_balsamifera";2025;62;7,71;NA
"Poba_WarmS/WarmF_B3_R13";3;"WarmS/WarmF";"populus";"populus_balsamifera";2025;84,2;8,45;NA
"Poba_WarmS/WarmF_B3_R14";3;"WarmS/WarmF";"populus";"populus_balsamifera";2025;91,4;8,46;NA
"Poba_WarmS/WarmF_B3_R15";3;"WarmS/WarmF";"populus";"populus_balsamifera";2025;68,3;7,02;NA
"Poba_CoolS/CoolF_B1_R1_nitro";1;"CoolS/CoolF_nitro";"populus";"populus_balsamifera";2025;85,2;8,2;NA
"Poba_CoolS/CoolF_B1_R2_nitro";1;"CoolS/CoolF_nitro";"populus";"populus_balsamifera";2025;99,6;7,26;NA
"Poba_CoolS/CoolF_B1_R3_nitro";1;"CoolS/CoolF_nitro";"populus";"populus_balsamifera";2025;95,4;6,75;NA
"Poba_CoolS/CoolF_B1_R4_nitro";1;"CoolS/CoolF_nitro";"populus";"populus_balsamifera";2025;74,4;9,31;NA
"Poba_CoolS/CoolF_B1_R5_nitro";1;"CoolS/CoolF_nitro";"populus";"populus_balsamifera";2025;87,7;7,61;NA
"Poba_CoolS/CoolF_B2_R6_nitro";2;"CoolS/CoolF_nitro";"populus";"populus_balsamifera";2025;94,5;8,22;NA
"Poba_CoolS/CoolF_B2_R7_nitro";2;"CoolS/CoolF_nitro";"populus";"populus_balsamifera";2025;71,7;8,88;NA
"Poba_CoolS/CoolF_B2_R8_nitro";2;"CoolS/CoolF_nitro";"populus";"populus_balsamifera";2025;63,9;6,92;NA
"Poba_CoolS/CoolF_B2_R9_nitro";2;"CoolS/CoolF_nitro";"populus";"populus_balsamifera";2025;64,3;6,76;NA
"Poba_CoolS/CoolF_B2_R10_nitro";2;"CoolS/CoolF_nitro";"populus";"populus_balsamifera";2025;110,4;9,11;NA
"Poba_CoolS/CoolF_B3_R11_nitro";3;"CoolS/CoolF_nitro";"populus";"populus_balsamifera";2025;87,4;7,78;NA
"Poba_CoolS/CoolF_B3_R12_nitro";3;"CoolS/CoolF_nitro";"populus";"populus_balsamifera";2025;86,4;8,71;NA
"Poba_CoolS/CoolF_B3_R13_nitro";3;"CoolS/CoolF_nitro";"populus";"populus_balsamifera";2025;106,6;8,42;NA
"Poba_CoolS/CoolF_B3_R14_nitro";3;"CoolS/CoolF_nitro";"populus";"populus_balsamifera";2025;100,7;7,05;NA
"Poba_CoolS/CoolF_B3_R15_nitro";3;"CoolS/CoolF_nitro";"populus";"populus_balsamifera";2025;101,7;8,24;NA
"Poba_WarmS/WarmF_B1_R1_nitro";1;"WarmS/WarmF_nitro";"populus";"populus_balsamifera";2025;85,3;9,3;NA
"Poba_WarmS/WarmF_B1_R2_nitro";1;"WarmS/WarmF_nitro";"populus";"populus_balsamifera";2025;91,9;8,59;NA
"Poba_WarmS/WarmF_B1_R3_nitro";1;"WarmS/WarmF_nitro";"populus";"populus_balsamifera";2025;75,9;7,68;NA
"Poba_WarmS/WarmF_B1_R4_nitro";1;"WarmS/WarmF_nitro";"populus";"populus_balsamifera";2025;71,8;6,1;NA
"Poba_WarmS/WarmF_B1_R5_nitro";1;"WarmS/WarmF_nitro";"populus";"populus_balsamifera";2025;91,7;8,12;NA
"Poba_WarmS/WarmF_B2_R6_nitro";2;"WarmS/WarmF_nitro";"populus";"populus_balsamifera";2025;84,1;8,72;NA
"Poba_WarmS/WarmF_B2_R7_nitro";2;"WarmS/WarmF_nitro";"populus";"populus_balsamifera";2025;82,8;7,53;NA
"Poba_WarmS/WarmF_B2_R8_nitro";2;"WarmS/WarmF_nitro";"populus";"populus_balsamifera";2025;82,9;7,43;NA
"Poba_WarmS/WarmF_B2_R9_nitro";2;"WarmS/WarmF_nitro";"populus";"populus_balsamifera";2025;NA;NA;NA
"Poba_WarmS/WarmF_B2_R10_nitro";2;"WarmS/WarmF_nitro";"populus";"populus_balsamifera";2025;87;8;NA
"Poba_WarmS/WarmF_B3_R11_nitro";3;"WarmS/WarmF_nitro";"populus";"populus_balsamifera";2025;51,8;8,53;NA
"Poba_WarmS/WarmF_B3_R12_nitro";3;"WarmS/WarmF_nitro";"populus";"populus_balsamifera";2025;83;8,47;NA
"Poba_WarmS/WarmF_B3_R13_nitro";3;"WarmS/WarmF_nitro";"populus";"populus_balsamifera";2025;60,9;8,6;NA
"Poba_WarmS/WarmF_B3_R14_nitro";3;"WarmS/WarmF_nitro";"populus";"populus_balsamifera";2025;119,4;8,82;NA
"Poba_WarmS/WarmF_B3_R15_nitro";3;"WarmS/WarmF_nitro";"populus";"populus_balsamifera";2025;122,3;8,3;NA
"Prvi_CoolS/CoolF_B1_R1";1;"CoolS/CoolF";"prunus";"prunus_virginiana";2025;6,5;5,48;NA
"Prvi_CoolS/CoolF_B1_R2";1;"CoolS/CoolF";"prunus";"prunus_virginiana";2025;23,2;4,23;NA
"Prvi_CoolS/CoolF_B1_R3";1;"CoolS/CoolF";"prunus";"prunus_virginiana";2025;11,3;4,71;NA
"Prvi_CoolS/CoolF_B1_R4";1;"CoolS/CoolF";"prunus";"prunus_virginiana";2025;15,6;4,57;NA
"Prvi_CoolS/CoolF_B1_R5";1;"CoolS/CoolF";"prunus";"prunus_virginiana";2025;22,6;3,83;NA
"Prvi_CoolS/CoolF_B2_R6";2;"CoolS/CoolF";"prunus";"prunus_virginiana";2025;33,7;6,51;NA
"Prvi_CoolS/CoolF_B2_R7";2;"CoolS/CoolF";"prunus";"prunus_virginiana";2025;18,8;5,13;NA
"Prvi_CoolS/CoolF_B2_R8";2;"CoolS/CoolF";"prunus";"prunus_virginiana";2025;14,4;6,6;NA
"Prvi_CoolS/CoolF_B2_R9";2;"CoolS/CoolF";"prunus";"prunus_virginiana";2025;25,6;5,54;NA
"Prvi_CoolS/CoolF_B2_R10";2;"CoolS/CoolF";"prunus";"prunus_virginiana";2025;20,9;6,72;NA
"Prvi_CoolS/CoolF_B3_R11";3;"CoolS/CoolF";"prunus";"prunus_virginiana";2025;12,2;2,64;NA
"Prvi_CoolS/CoolF_B3_R12";3;"CoolS/CoolF";"prunus";"prunus_virginiana";2025;9,7;2,81;NA
"Prvi_CoolS/CoolF_B3_R13";3;"CoolS/CoolF";"prunus";"prunus_virginiana";2025;15;2,99;NA
"Prvi_CoolS/CoolF_B3_R14";3;"CoolS/CoolF";"prunus";"prunus_virginiana";2025;11,8;2,38;NA
"Prvi_CoolS/CoolF_B3_R15";3;"CoolS/CoolF";"prunus";"prunus_virginiana";2025;19,1;4,15;NA
"Prvi_WarmS/CoolF_B1_R1";1;"WarmS/CoolF";"prunus";"prunus_virginiana";2025;14,4;4,28;NA
"Prvi_WarmS/CoolF_B1_R2";1;"WarmS/CoolF";"prunus";"prunus_virginiana";2025;18;4,29;NA
"Prvi_WarmS/CoolF_B1_R3";1;"WarmS/CoolF";"prunus";"prunus_virginiana";2025;19,1;3,9;NA
"Prvi_WarmS/CoolF_B1_R4";1;"WarmS/CoolF";"prunus";"prunus_virginiana";2025;24,7;3,65;NA
"Prvi_WarmS/CoolF_B1_R5";1;"WarmS/CoolF";"prunus";"prunus_virginiana";2025;21,8;5,25;NA
"Prvi_WarmS/CoolF_B2_R6";2;"WarmS/CoolF";"prunus";"prunus_virginiana";2025;36,8;5,68;NA
"Prvi_WarmS/CoolF_B2_R7";2;"WarmS/CoolF";"prunus";"prunus_virginiana";2025;17,8;5,3;NA
