Acne_CoolS/CoolF_B3_R11,3,CoolS/CoolF,acer,acer_negundo,,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,5,4,4,4,4,5,5,5,5
Acne_CoolS/CoolF_B3_R12,3,CoolS/CoolF,acer,acer_negundo,,3,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,4,4,4,5,4,4,5,5
Acne_CoolS/CoolF_B3_R13,3,CoolS/CoolF,acer,acer_negundo,,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,4,4,4,4,5,5,5,5
Acne_CoolS/CoolF_B3_R14,3,CoolS/CoolF,acer,acer_negundo,,3,NA,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,4,4,4,4,5,5,5,5
Acne_CoolS/CoolF_B3_R15,3,CoolS/CoolF,acer,acer_negundo,,3,NA,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,5,5,5,5,5,5,5,5,5
Acne_CoolS/CoolF_B1_R1_nitro,1,CoolS/CoolF_nitro,acer,acer_negundo,,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,5,5,5,5,5,5,5,5,5
Acne_CoolS/CoolF_B1_R2_nitro,1,CoolS/CoolF_nitro,acer,acer_negundo,,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,5,5,5,4,4,4,4,5,5
Acne_CoolS/CoolF_B1_R3_nitro,1,CoolS/CoolF_nitro,acer,acer_negundo,,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,5,5,5,5,5,6,6,5,5
Acne_CoolS/CoolF_B1_R4_nitro,1,CoolS/CoolF_nitro,acer,acer_negundo,,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,4,5,5,5,5,6,5,5
Acne_CoolS/CoolF_B1_R5_nitro,1,CoolS/CoolF_nitro,acer,acer_negundo,,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,4,5,5,5,5,6,5,5
Acne_CoolS/CoolF_B2_R6_nitro,2,CoolS/CoolF_nitro,acer,acer_negundo,doy186: might be 5 but leaf is rather long,3,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,4,4,5,5,5,5,5,5
Acne_CoolS/CoolF_B2_R7_nitro,2,CoolS/CoolF_nitro,acer,acer_negundo,,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,5,5,5,5,5,5,6,6
Acne_CoolS/CoolF_B2_R8_nitro,2,CoolS/CoolF_nitro,acer,acer_negundo,,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,5,5,4,4,5,5,4,4,4
Acne_CoolS/CoolF_B2_R9_nitro,2,CoolS/CoolF_nitro,acer,acer_negundo,,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,4,5,5,5,4,5,6,6
Acne_CoolS/CoolF_B2_R10_nitro,2,CoolS/CoolF_nitro,acer,acer_negundo,,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,5,4,4,4,5,4,4,4
Acne_CoolS/CoolF_B3_R11_nitro,3,CoolS/CoolF_nitro,acer,acer_negundo,,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,4,4,4,4,5,5,5,5
Acne_CoolS/CoolF_B3_R12_nitro,3,CoolS/CoolF_nitro,acer,acer_negundo,doy186: apical shoot dead; doy 199: lateral shoot resprouting from top,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,na,na,4,4,4,5,5,5,5
Acne_CoolS/CoolF_B3_R13_nitro,3,CoolS/CoolF_nitro,acer,acer_negundo,,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,4,4,4,4,4,4,4,4
Acne_CoolS/CoolF_B3_R14_nitro,3,CoolS/CoolF_nitro,acer,acer_negundo,,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,4,4,4,4,5,5,5,5
Acne_CoolS/CoolF_B3_R15_nitro,3,CoolS/CoolF_nitro,acer,acer_negundo,,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,5,5,5,5,5,6,6,6,6
Acne_CoolS/WarmF_B1_R1,1,CoolS/WarmF,acer,acer_negundo,,3,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,4,4,4,4,4,4,4,4
Acne_CoolS/WarmF_B1_R2,1,CoolS/WarmF,acer,acer_negundo,,3,NA,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,5,5,5,5,4,5,6,6
Acne_CoolS/WarmF_B1_R3,1,CoolS/WarmF,acer,acer_negundo,,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,4,4,4,4,4,4,4,5
Acne_CoolS/WarmF_B1_R4,1,CoolS/WarmF,acer,acer_negundo,,3,NA,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,4,5,5,5,5,6,6,5
Acne_CoolS/WarmF_B1_R5,1,CoolS/WarmF,acer,acer_negundo,,3,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,4,4,4,4,5,5,5,5
Acne_CoolS/WarmF_B2_R6,2,CoolS/WarmF,acer,acer_negundo,,3,NA,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,5,4,4,4,5,5,5,5
Acne_CoolS/WarmF_B2_R7,2,CoolS/WarmF,acer,acer_negundo,,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,5,4,5,5,5,5,6,6
Acne_CoolS/WarmF_B2_R8,2,CoolS/WarmF,acer,acer_negundo,,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,5,5,5,5,6,6,5,5
Acne_CoolS/WarmF_B2_R9,2,CoolS/WarmF,acer,acer_negundo,,3,NA,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,5,5,5,5,5,6,6,5,5
Acne_CoolS/WarmF_B2_R10,2,CoolS/WarmF,acer,acer_negundo,,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,5,5,5,5,5,6,6,6,6
Acne_CoolS/WarmF_B3_R11,3,CoolS/WarmF,acer,acer_negundo,doy186: close to 5,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,4,4,4,4,5,5,5,5
Acne_CoolS/WarmF_B3_R12,3,CoolS/WarmF,acer,acer_negundo,,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,4,4,4,4,5,5,5,5
Acne_CoolS/WarmF_B3_R13,3,CoolS/WarmF,acer,acer_negundo,,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,5,5,5,5,5,6,6,5,5
Acne_CoolS/WarmF_B3_R14,3,CoolS/WarmF,acer,acer_negundo,,3,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,5,4,4,4,4,5,5,5,5
Acne_CoolS/WarmF_B3_R15,3,CoolS/WarmF,acer,acer_negundo,,3,NA,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,4,4,4,5,5,5,4,4
Acne_WarmS/CoolF_B1_R1,1,WarmS/CoolF,acer,acer_negundo,,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,5,6,5,5,5,6,6,6,6
Acne_WarmS/CoolF_B1_R2,1,WarmS/CoolF,acer,acer_negundo,,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,4,5,5,5,5,5,5,5
Acne_WarmS/CoolF_B1_R3,1,WarmS/CoolF,acer,acer_negundo,,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,5,5,5,4,4,4,4,4,4
Acne_WarmS/CoolF_B1_R4,1,WarmS/CoolF,acer,acer_negundo,,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,4,5,5,5,5,5,5,6
Acne_WarmS/CoolF_B1_R5,1,WarmS/CoolF,acer,acer_negundo,,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,5,5,5,5,5,5,6,6,6
Acne_WarmS/CoolF_B2_R6,2,WarmS/CoolF,acer,acer_negundo,,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,5,5,6,5,5,6,6,6,6
Acne_WarmS/CoolF_B2_R7,2,WarmS/CoolF,acer,acer_negundo,,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,5,5,5,5,5,6,6,6,6
Acne_WarmS/CoolF_B2_R8,2,WarmS/CoolF,acer,acer_negundo,,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,5,5,5,5,6,6,6,6,6
Acne_WarmS/CoolF_B2_R9,2,WarmS/CoolF,acer,acer_negundo,doy186: close to 5,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,4,5,5,5,5,5,5,5
Acne_WarmS/CoolF_B2_R10,2,WarmS/CoolF,acer,acer_negundo,doy186: close to 6,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,5,5,5,6,6,6,6,6,6
Acne_WarmS/CoolF_B3_R11,3,WarmS/CoolF,acer,acer_negundo,doy 242: apical shoot dead,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,5,5,5,6,6,6,6,6,na
Acne_WarmS/CoolF_B3_R12,3,WarmS/CoolF,acer,acer_negundo,,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,5,5,5,5,6,6,6,6,6
Acne_WarmS/CoolF_B3_R13,3,WarmS/CoolF,acer,acer_negundo,,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,5,5,5,5,6,na,na,na,na
Acne_WarmS/CoolF_B3_R14,3,WarmS/CoolF,acer,acer_negundo,,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,6,5,5,5,5,6,6,6,5
Acne_WarmS/CoolF_B3_R15,3,WarmS/CoolF,acer,acer_negundo,,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,5,5,5,5,6,6,6,6,6
Acne_WarmS/WarmF_B1_R1,1,WarmS/WarmF,acer,acer_negundo,,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,5,5,5,5,5,5,5,6,6
Acne_WarmS/WarmF_B1_R2,1,WarmS/WarmF,acer,acer_negundo,,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,5,5,5,5,5,5,5,5,5
Acne_WarmS/WarmF_B1_R3,1,WarmS/WarmF,acer,acer_negundo,,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,5,5,5,5,5,5,5,5,6
Acne_WarmS/WarmF_B1_R4,1,WarmS/WarmF,acer,acer_negundo,,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,6,6,6,6,6,6,6,6,6
Acne_WarmS/WarmF_B1_R5,1,WarmS/WarmF,acer,acer_negundo,,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,5,5,4,4,4,4,4,4,4
Acne_WarmS/WarmF_B2_R6,2,WarmS/WarmF,acer,acer_negundo,,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,6,6,6,6,6,6,6,5,6
Acne_WarmS/WarmF_B2_R7,2,WarmS/WarmF,acer,acer_negundo,,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,5,6,6,6,6,6,6,6,6
Acne_WarmS/WarmF_B2_R8,2,WarmS/WarmF,acer,acer_negundo,,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,5,5,5,5,6,5,6,6,6
Acne_WarmS/WarmF_B2_R9,2,WarmS/WarmF,acer,acer_negundo,,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,5,5,5,5,6,6,6,6,6
Acne_WarmS/WarmF_B2_R10,2,WarmS/WarmF,acer,acer_negundo,doy 206: apical bud dessicated,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,5,5,5,na,na,na,na,na,na
Acne_WarmS/WarmF_B3_R11,3,WarmS/WarmF,acer,acer_negundo,,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,5,5,5,5,5,5,6,6,6
Acne_WarmS/WarmF_B3_R12,3,WarmS/WarmF,acer,acer_negundo,,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,5,5,5,5,5,5,6,6,6
Acne_WarmS/WarmF_B3_R13,3,WarmS/WarmF,acer,acer_negundo,,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,5,5,6,6,6,6,6,6,6
Acne_WarmS/WarmF_B3_R14,3,WarmS/WarmF,acer,acer_negundo,,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,5,5,5,5,6,6,6,6,6
Acne_WarmS/WarmF_B3_R15,3,WarmS/WarmF,acer,acer_negundo,,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,5,5,5,4,4,5,5,5,5
Acne_WarmS/WarmF_B1_R1_nitro,1,WarmS/WarmF_nitro,acer,acer_negundo,,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,6,5,6,5,5,5,6,6,6
Acne_WarmS/WarmF_B1_R2_nitro,1,WarmS/WarmF_nitro,acer,acer_negundo,,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,5,6,6,6,6,6,6,6,6
Acne_WarmS/WarmF_B1_R3_nitro,1,WarmS/WarmF_nitro,acer,acer_negundo,,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,5,5,5,6,6,6,6,6,6
Acne_WarmS/WarmF_B1_R4_nitro,1,WarmS/WarmF_nitro,acer,acer_negundo,,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,5,4,5,4,4,4,4,4,4
Acne_WarmS/WarmF_B1_R5_nitro,1,WarmS/WarmF_nitro,acer,acer_negundo,,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,4,5,5,5,5,5,6,6
Acne_WarmS/WarmF_B2_R6_nitro,2,WarmS/WarmF_nitro,acer,acer_negundo,,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,5,5,5,5,5,5,5,5,5
Acne_WarmS/WarmF_B2_R7_nitro,2,WarmS/WarmF_nitro,acer,acer_negundo,,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,5,5,6,6,6,6,6,6,6
Acne_WarmS/WarmF_B2_R8_nitro,2,WarmS/WarmF_nitro,acer,acer_negundo,,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,5,5,5,5,6,6,6,6,6
Acne_WarmS/WarmF_B2_R9_nitro,2,WarmS/WarmF_nitro,acer,acer_negundo,,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,5,5,5,5,6,6,6,6,6
Acne_WarmS/WarmF_B2_R10_nitro,2,WarmS/WarmF_nitro,acer,acer_negundo,,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,5,5,5,5,6,6,6,6,6
Acne_WarmS/WarmF_B3_R11_nitro,3,WarmS/WarmF_nitro,acer,acer_negundo,,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,5,6,5,5,6,5,5,6,6
Acne_WarmS/WarmF_B3_R12_nitro,3,WarmS/WarmF_nitro,acer,acer_negundo,,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,5,5,6,6,6,6,6,6,6
Acne_WarmS/WarmF_B3_R13_nitro,3,WarmS/WarmF_nitro,acer,acer_negundo,,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,5,5,5,5,6,5,6,6,6
Acne_WarmS/WarmF_B3_R14_nitro,3,WarmS/WarmF_nitro,acer,acer_negundo,,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,5,5,5,5,5,6,6,6,6
Acne_WarmS/WarmF_B3_R15_nitro,3,WarmS/WarmF_nitro,acer,acer_negundo,,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,4,4,4,4,4,5,5,5
Bepa_CoolS/CoolF_B1_R1,1,CoolS/CoolF,betula,betula_papyrifera,,3,NA,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,6,6,6,0,4,6,6,6
Bepa_CoolS/CoolF_B1_R2,1,CoolS/CoolF,betula,betula_papyrifera,,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,5,6,6,6,6,6,6,6
Bepa_CoolS/CoolF_B1_R3,1,CoolS/CoolF,betula,betula_papyrifera,,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,5,5,5,6,6,6,6,6
Bepa_CoolS/CoolF_B1_R4,1,CoolS/CoolF,betula,betula_papyrifera,116: stage 3 not 4,3,NA,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,5,5,5,6,6,6,6,6
Bepa_CoolS/CoolF_B1_R5,1,CoolS/CoolF,betula,betula_papyrifera,,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,5,5,5,6,6,6,6,6
Bepa_CoolS/CoolF_B2_R6,2,CoolS/CoolF,betula,betula_papyrifera,,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,5,4,6,6,6,6,6,6
Bepa_CoolS/CoolF_B2_R7,2,CoolS/CoolF,betula,betula_papyrifera,,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,5,5,6,6,6,6,6,6
Bepa_CoolS/CoolF_B2_R8,2,CoolS/CoolF,betula,betula_papyrifera,,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,5,6,6,6,6,6,6,6
Bepa_CoolS/CoolF_B2_R9,2,CoolS/CoolF,betula,betula_papyrifera,,3,NA,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,5,6,6,6,6,6,6,6
Bepa_CoolS/CoolF_B2_R10,2,CoolS/CoolF,betula,betula_papyrifera,,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,5,5,5,6,6,6,6,6
Bepa_CoolS/CoolF_B3_R11,3,CoolS/CoolF,betula,betula_papyrifera,,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,5,5,5,6,6,6,6,6
Bepa_CoolS/CoolF_B3_R12,3,CoolS/CoolF,betula,betula_papyrifera,,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,6,6,6,6,6,6,6,6
Bepa_CoolS/CoolF_B3_R13,3,CoolS/CoolF,betula,betula_papyrifera,,3,NA,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,5,6,6,6,6,6,6,6
Bepa_CoolS/CoolF_B3_R14,3,CoolS/CoolF,betula,betula_papyrifera,,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,5,4,6,6,6,6,6,6
Bepa_CoolS/CoolF_B3_R15,3,CoolS/CoolF,betula,betula_papyrifera,,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,5,6,6,6,6,6,6,6
Bepa_CoolS/CoolF_B1_R1_nitro,1,CoolS/CoolF_nitro,betula,betula_papyrifera,,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,6,6,6,6,6,6,6,6
Bepa_CoolS/CoolF_B1_R2_nitro,1,CoolS/CoolF_nitro,betula,betula_papyrifera,,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,5,6,6,6,6,6,6,6
Bepa_CoolS/CoolF_B1_R3_nitro,1,CoolS/CoolF_nitro,betula,betula_papyrifera,116: stage 3 not 4,4,NA,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,5,6,6,6,6,6,6,6
Bepa_CoolS/CoolF_B1_R4_nitro,1,CoolS/CoolF_nitro,betula,betula_papyrifera,,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,5,5,5,6,6,6,6,6
Bepa_CoolS/CoolF_B1_R5_nitro,1,CoolS/CoolF_nitro,betula,betula_papyrifera,,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,5,6,6,6,6,6,6,6
Bepa_CoolS/CoolF_B2_R6_nitro,2,CoolS/CoolF_nitro,betula,betula_papyrifera,,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,6,6,6,6,6,6,6,6
Bepa_CoolS/CoolF_B2_R7_nitro,2,CoolS/CoolF_nitro,betula,betula_papyrifera,,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,na,na,na,na,na,na,na,na
Bepa_CoolS/CoolF_B2_R8_nitro,2,CoolS/CoolF_nitro,betula,betula_papyrifera,,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,5,6,6,6,6,6,6,6
Bepa_CoolS/CoolF_B2_R9_nitro,2,CoolS/CoolF_nitro,betula,betula_papyrifera,,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,5,5,5,5,6,6,6,6
Bepa_CoolS/CoolF_B2_R10_nitro,2,CoolS/CoolF_nitro,betula,betula_papyrifera,,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,5,5,6,6,6,6,6,6
Bepa_CoolS/CoolF_B3_R11_nitro,3,CoolS/CoolF_nitro,betula,betula_papyrifera,,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,6,6,6,6,6,6,6,6
Bepa_CoolS/CoolF_B3_R12_nitro,3,CoolS/CoolF_nitro,betula,betula_papyrifera,,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,5,5,6,6,6,6,6,6
Bepa_CoolS/CoolF_B3_R13_nitro,3,CoolS/CoolF_nitro,betula,betula_papyrifera,,3,NA,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,6,6,6,6,6,6,6,6
Bepa_CoolS/CoolF_B3_R14_nitro,3,CoolS/CoolF_nitro,betula,betula_papyrifera,,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,5,6,6,6,6,6,6,6
Bepa_CoolS/CoolF_B3_R15_nitro,3,CoolS/CoolF_nitro,betula,betula_papyrifera,116: stage 3 not 4,4,NA,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,5,5,5,6,6,6,6,6
Bepa_CoolS/WarmF_B1_R1,1,CoolS/WarmF,betula,betula_papyrifera,,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,5,5,5,6,6,6,6,6
Bepa_CoolS/WarmF_B1_R2,1,CoolS/WarmF,betula,betula_papyrifera,,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,6,6,6,6,6,6,6,6
Bepa_CoolS/WarmF_B1_R3,1,CoolS/WarmF,betula,betula_papyrifera,,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,na,4,5,5,5,6,6,6,6,6
