tree_ID,bloc,treatment,genus,species,Note,248_1,248_2,248_3,248_percent,255_1,255_2,255_3,255_percent,262_1,262_2,262_3,262_percent,269_1,269_2,269_3,269_percent,276_1,276_2,276_3,276_percent,283_1,283_2,283_3,283_percent
Pist_WarmS/WarmF_B2_R8,2,WarmS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/WarmF_B2_R9,2,WarmS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/WarmF_B2_R10,2,WarmS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/WarmF_B3_R11,3,WarmS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/WarmF_B3_R12,3,WarmS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/WarmF_B3_R13,3,WarmS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/WarmF_B3_R14,3,WarmS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/WarmF_B3_R15,3,WarmS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/WarmF_B1_R1_nitro,1,WarmS/WarmF_nitro,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/WarmF_B1_R2_nitro,1,WarmS/WarmF_nitro,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/WarmF_B1_R3_nitro,1,WarmS/WarmF_nitro,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/WarmF_B1_R4_nitro,1,WarmS/WarmF_nitro,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/WarmF_B1_R5_nitro,1,WarmS/WarmF_nitro,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/WarmF_B2_R6_nitro,2,WarmS/WarmF_nitro,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/WarmF_B2_R7_nitro,2,WarmS/WarmF_nitro,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/WarmF_B2_R8_nitro,2,WarmS/WarmF_nitro,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/WarmF_B2_R9_nitro,2,WarmS/WarmF_nitro,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/WarmF_B2_R10_nitro,2,WarmS/WarmF_nitro,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/WarmF_B3_R11_nitro,3,WarmS/WarmF_nitro,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/WarmF_B3_R12_nitro,3,WarmS/WarmF_nitro,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/WarmF_B3_R13_nitro,3,WarmS/WarmF_nitro,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/WarmF_B3_R14_nitro,3,WarmS/WarmF_nitro,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/WarmF_B3_R15_nitro,3,WarmS/WarmF_nitro,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Poba_CoolS/CoolF_B1_R1,1,CoolS/CoolF,populus,populus_balsamifera,doy248:1 lateral branch dead,5,7.2,4.6,60,6.6,5.9,4.7,60,6.7,6.7,5,60,6.6,6.8,5.7,60,23.2,13.6,26.2,60,24.4,20.3,4,60
Poba_CoolS/CoolF_B1_R2,1,CoolS/CoolF,populus,populus_balsamifera,,6.2,6.2,5.5,90,7.5,4.8,3.8,70,7.5,7.5,8.2,60,5,9,5.2,60,32,21.3,12.4,50,27.7,14.6,2,50
Poba_CoolS/CoolF_B1_R3,1,CoolS/CoolF,populus,populus_balsamifera,,6.4,7.3,5,90,6.6,6.4,6.1,90,6.3,9.6,7.8,90,7.2,5.7,8.1,80,26.9,4.6,24.3,80,23.4,25,25.1,70
Poba_CoolS/CoolF_B1_R4,1,CoolS/CoolF,populus,populus_balsamifera,doy269: last percentage wrong?,7.8,4.4,2.6,80,8,3.1,3,70,8,4.6,2.5,60,7.9,3.8,1.9,50,31.9,17.2,9.6,50,31.3,8.6,15.4,60
Poba_CoolS/CoolF_B1_R5,1,CoolS/CoolF,populus,populus_balsamifera,doy269: last percentage wrong?,6.2,3,2.1,70,7.5,3.3,3.7,50,5.8,2.5,3.4,40,5,3.4,2.9,30,29.8,18.7,32.8,30,28.2,2.9,15.9,30
Poba_CoolS/CoolF_B2_R6,2,CoolS/CoolF,populus,populus_balsamifera,,7.7,6.6,10.8,80,8.8,10.8,11,70,9.3,1.6,4.7,70,9.4,3.9,9.6,50,32.5,13.8,7,50,30.2,24.2,19.3,50
Poba_CoolS/CoolF_B2_R7,2,CoolS/CoolF,populus,populus_balsamifera,,8.9,6.3,8.2,90,6.2,8.2,4.4,80,9.5,3.6,6.8,80,6.3,7.2,9.1,50,33.5,26,17.4,50,35,17.2,17.8,50
Poba_CoolS/CoolF_B2_R8,2,CoolS/CoolF,populus,populus_balsamifera,,7.3,6.2,8.3,90,7.5,6.9,9.3,90,9.2,1.5,6.7,90,13.1,8.8,4.6,60,30.3,20.7,21.9,60,31,26.5,19.6,60
Poba_CoolS/CoolF_B2_R9,2,CoolS/CoolF,populus,populus_balsamifera,,2.4,8.3,6.6,80,6.7,4.6,3.9,80,7.7,5.6,3.1,80,5.8,7.3,8.2,70,32.6,26,15,70,5.4,25.8,27.9,60
Poba_CoolS/CoolF_B2_R10,2,CoolS/CoolF,populus,populus_balsamifera,,6,12.3,5.5,70,13.7,6.4,6.8,70,9.6,6.4,8.4,70,6.6,15,6.2,60,20.1,37.9,23.7,50,1.7,19.2,29.6,50
Poba_CoolS/CoolF_B3_R11,3,CoolS/CoolF,populus,populus_balsamifera,doy269: no percent measures,5.4,7.7,6.5,90,6.6,8.3,5.8,90,6.1,7.1,5.2,90,7.4,8.3,6,na,29.7,33.4,17.9,80,29.4,15.8,19.1,70
Poba_CoolS/CoolF_B3_R12,3,CoolS/CoolF,populus,populus_balsamifera,doy255: dead,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Poba_CoolS/CoolF_B3_R13,3,CoolS/CoolF,populus,populus_balsamifera,,6.5,1.8,5.4,70,8.3,3.6,6.7,70,10,4.8,2.7,70,11.5,8,6,70,23.5,25.7,25.4,60,28.8,17.6,28.8,40
Poba_CoolS/CoolF_B3_R14,3,CoolS/CoolF,populus,populus_balsamifera,,7.2,6.2,7.7,80,10.9,4.5,6.6,80,7.7,3.5,5.1,80,8.8,11.1,8.1,70,23.4,18.7,18.9,70,25.7,34,23.9,50
Poba_CoolS/CoolF_B3_R15,3,CoolS/CoolF,populus,populus_balsamifera,,10.7,10.6,9,90,12.5,10.1,8.4,90,9.9,9.2,7.3,90,12.4,6.9,10.9,90,24.5,37.2,19.6,70,38.3,25.4,23.6,60
Poba_CoolS/CoolF_B1_R1_nitro,1,CoolS/CoolF_nitro,populus,populus_balsamifera,,5.5,9.6,7.5,80,15.5,7.7,10,80,16.5,7.1,5.3,80,15.8,10,6,70,34.7,17.8,29,70,29.4,20.5,14.9,70
Poba_CoolS/CoolF_B1_R2_nitro,1,CoolS/CoolF_nitro,populus,populus_balsamifera,,4.4,4.5,7.6,90,6.5,5.8,8.8,90,11.9,6.4,6.1,80,11.3,6.8,5.6,70,14.1,25.5,33.3,70,34.5,18.5,25,70
Poba_CoolS/CoolF_B1_R3_nitro,1,CoolS/CoolF_nitro,populus,populus_balsamifera,,10.9,6.5,6.8,80,14.8,9.1,8.4,80,11,7.7,6.9,80,11.9,8.1,6.7,60,26,23.3,29.3,60,19.8,17.1,23.5,50
Poba_CoolS/CoolF_B1_R4_nitro,1,CoolS/CoolF_nitro,populus,populus_balsamifera,,10.6,7.1,10.6,80,13.3,5.7,6.3,80,4,9.2,4.5,70,10,13.2,9.1,50,40.9,28.8,28.2,50,32.6,22.4,20.7,50
Poba_CoolS/CoolF_B1_R5_nitro,1,CoolS/CoolF_nitro,populus,populus_balsamifera,,6.8,8.8,7,80,10.2,5.9,7,80,14.8,10,4.3,80,13.2,7.2,5.9,50,24.7,25.5,31.1,50,20.2,25.8,21.9,50
Poba_CoolS/CoolF_B2_R6_nitro,2,CoolS/CoolF_nitro,populus,populus_balsamifera,,11.5,4.6,5.9,80,11.1,13.1,5.5,80,5.2,8.6,6.1,80,6.8,8,6.8,60,25.5,18.1,21.6,50,16.1,15.5,23.9,40
Poba_CoolS/CoolF_B2_R7_nitro,2,CoolS/CoolF_nitro,populus,populus_balsamifera,,10.7,7.6,9.4,90,12.4,7.2,6.8,90,12,8.4,6.7,90,11.3,7.8,4.7,80,28.5,29.2,25.3,80,33.6,25.6,20.8,70
Poba_CoolS/CoolF_B2_R8_nitro,2,CoolS/CoolF_nitro,populus,populus_balsamifera,,10.4,10.7,6.3,90,11.9,12.1,6.1,90,7.8,11.8,6.8,90,5.5,115,11.1,80,25.5,28.2,9,70,20.2,32.6,37.5,60
Poba_CoolS/CoolF_B2_R9_nitro,2,CoolS/CoolF_nitro,populus,populus_balsamifera,,7,12.6,7.8,90,7.4,11.1,12.2,80,11.7,14.3,11.1,80,14.5,12.7,12.3,80,38.6,36.9,34.4,80,36,37.4,37.1,80
Poba_CoolS/CoolF_B2_R10_nitro,2,CoolS/CoolF_nitro,populus,populus_balsamifera,,6.4,8.3,7.9,80,10,7,6.4,70,10.7,6,5.3,70,12.7,7.9,6.4,70,29.1,25.4,21.6,70,37,24.6,29.1,70
Poba_CoolS/CoolF_B3_R11_nitro,3,CoolS/CoolF_nitro,populus,populus_balsamifera,,9.4,4.3,10.2,80,11.9,8,7.3,80,12.6,6.5,6.7,70,10.4,11.6,9.1,60,29.8,32.3,20.3,60,29.2,21.8,20.5,50
Poba_CoolS/CoolF_B3_R12_nitro,3,CoolS/CoolF_nitro,populus,populus_balsamifera,,5.6,6.4,7.2,80,7.2,11.9,4.2,80,8.3,4.3,9.2,80,10.1,9.9,4.2,70,37.4,18.5,27.8,70,34.9,36.3,19.5,70
Poba_CoolS/CoolF_B3_R13_nitro,3,CoolS/CoolF_nitro,populus,populus_balsamifera,,8.8,9.4,7.5,90,9.9,18,4.5,90,13.8,6.4,9,80,11.8,9.5,16,70,36.2,28.2,33.4,70,39.3,29.4,22,50
Poba_CoolS/CoolF_B3_R14_nitro,3,CoolS/CoolF_nitro,populus,populus_balsamifera,,7.7,4.2,8.5,90,9.9,10.2,5.3,90,11.1,6.8,7,80,8.7,8.4,8.2,70,27.7,24.7,17.5,60,19.9,27.6,2.3,40
Poba_CoolS/CoolF_B3_R15_nitro,3,CoolS/CoolF_nitro,populus,populus_balsamifera,,6,11.4,8.5,95,9.8,8.2,8.8,90,13.3,9.9,8.9,80,10.6,12.8,13.9,80,32.1,18.4,29.4,70,29.4,25.9,9.5,50
Poba_CoolS/WarmF_B1_R1,1,CoolS/WarmF,populus,populus_balsamifera,,6.3,4.4,5.2,80,9.2,2.6,6.4,80,8.2,6,2.9,70,,,,60,24.8,28.4,27.7,60,28,14.6,13.6,60
Poba_CoolS/WarmF_B1_R2,1,CoolS/WarmF,populus,populus_balsamifera,,7.8,4.8,6.7,80,8.1,8.2,4.5,80,7.2,5.9,8.1,80,,,,70,26.5,20.8,20.8,60,19.1,18.3,26.9,60
Poba_CoolS/WarmF_B1_R3,1,CoolS/WarmF,populus,populus_balsamifera,,7.9,9.9,10.2,90,5.7,7.7,8.6,90,6.2,5.6,9.7,90,,,,80,29.6,29.9,24.9,70,23.3,25.5,28.8,70
Poba_CoolS/WarmF_B1_R4,1,CoolS/WarmF,populus,populus_balsamifera,,10.2,8.4,8.9,90,9,11.1,8.8,90,9.6,10.5,7.3,90,,,,70,21.2,26.2,28.2,70,30.5,25.8,2.4,70
Poba_CoolS/WarmF_B1_R5,1,CoolS/WarmF,populus,populus_balsamifera,,7.7,6.9,6.3,90,11.1,6.1,6.6,90,7.2,6.9,8.2,90,,,,80,20.5,21,23,80,30.5,6.9,28.4,80
Poba_CoolS/WarmF_B2_R6,2,CoolS/WarmF,populus,populus_balsamifera,,9.1,1.5,8.9,80,10.7,8,3.8,80,6.5,5.8,5.6,70,,,,60,30.1,10.1,29.9,60,13.1,28,29.6,50
Poba_CoolS/WarmF_B2_R7,2,CoolS/WarmF,populus,populus_balsamifera,,5.1,8.2,7,80,7.9,8.9,2.5,80,8.9,4.3,6.6,80,,,,70,28.4,21.2,17.2,60,24.8,22.1,23.1,60
Poba_CoolS/WarmF_B2_R8,2,CoolS/WarmF,populus,populus_balsamifera,,7.3,11.8,6.6,90,7,4.2,7.5,80,5,7,7.3,80,,,,70,21.1,21.4,21.6,60,21.7,20.3,22.1,60
Poba_CoolS/WarmF_B2_R9,2,CoolS/WarmF,populus,populus_balsamifera,,10.5,10,8.7,90,10.7,3.8,8.3,80,9.9,4.1,7.6,80,,,,80,32.2,38.3,26,70,40.1,25.1,29.8,70
Poba_CoolS/WarmF_B2_R10,2,CoolS/WarmF,populus,populus_balsamifera,,5.4,6.8,6,90,4.8,3.2,6.3,90,7.4,4.6,7.7,80,,,,70,28.2,19.1,20.2,60,19,19.7,25.8,60
Poba_CoolS/WarmF_B3_R11,3,CoolS/WarmF,populus,populus_balsamifera,,8.6,7.8,4.6,80,7.3,3.7,10,80,6.9,7.1,3.1,70,,,,60,25.9,13.5,24.5,50,23.9,28.4,34.7,50
Poba_CoolS/WarmF_B3_R12,3,CoolS/WarmF,populus,populus_balsamifera,,5.9,6,6.1,80,5.8,7.1,4.8,80,5.9,3.9,4.3,70,,,,60,21,23.6,21.8,60,23.7,19.7,23.6,60
Poba_CoolS/WarmF_B3_R13,3,CoolS/WarmF,populus,populus_balsamifera,,5.4,6.8,7.5,80,8.1,8.5,6.2,80,6,5.7,6.9,70,,,,50,25.2,23.9,21.1,40,27.1,26.7,23.8,30
Poba_CoolS/WarmF_B3_R14,3,CoolS/WarmF,populus,populus_balsamifera,,6.1,5.3,2.8,90,6.6,5,6.1,90,5.5,4.4,4.7,90,,,,70,22.7,17.4,24.1,70,15.8,26.3,21.7,70
Poba_CoolS/WarmF_B3_R15,3,CoolS/WarmF,populus,populus_balsamifera,,7.4,5.6,7.2,90,9.5,9.4,5.3,80,8.5,7.9,3.9,80,,,,70,28,27.9,19.6,70,28.1,27.5,1.4,60
Poba_WarmS/CoolF_B1_R1,1,WarmS/CoolF,populus,populus_balsamifera,,7.9,6.3,7.4,90,10.5,7.2,3.2,90,11.9,2.2,6.7,80,7,3.5,6.8,60,23.6,25.8,8,60,23.4,17.2,2.5,50
Poba_WarmS/CoolF_B1_R2,1,WarmS/CoolF,populus,populus_balsamifera,,7.6,7.3,7.2,80,8.1,7.9,6.6,80,10,3.5,6.1,80,7.1,6.9,5.7,70,25.7,26.9,15.4,60,22.4,19.1,21.3,50
Poba_WarmS/CoolF_B1_R3,1,WarmS/CoolF,populus,populus_balsamifera,,7.8,9.1,9.1,90,8.5,7.4,4.7,90,8.9,7.4,7.9,80,9,7.5,4.5,70,8.6,18.3,17.7,70,31.3,27.6,8.7,60
Poba_WarmS/CoolF_B1_R4,1,WarmS/CoolF,populus,populus_balsamifera,,7.5,7.1,8.8,90,8.3,9.7,9.4,90,9.1,5.2,11.2,90,9.5,6.5,7.9,80,33.9,26.6,30.9,80,32,5,17.6,80
Poba_WarmS/CoolF_B1_R5,1,WarmS/CoolF,populus,populus_balsamifera,,7,7.2,3.7,90,8.1,6.9,5.3,90,9,2.1,7.3,90,7.8,9.6,7.9,90,25,28.7,25.5,90,31.7,24.5,3.9,80
Poba_WarmS/CoolF_B2_R6,2,WarmS/CoolF,populus,populus_balsamifera,,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Poba_WarmS/CoolF_B2_R7,2,WarmS/CoolF,populus,populus_balsamifera,,14.2,6.2,10.2,80,10.2,12.3,7.4,80,1.4,8.5,17.7,80,13.3,16.3,9.3,60,38.9,22.1,16.9,60,37.7,24.5,9.7,50
Poba_WarmS/CoolF_B2_R8,2,WarmS/CoolF,populus,populus_balsamifera,,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Poba_WarmS/CoolF_B2_R9,2,WarmS/CoolF,populus,populus_balsamifera,,7.9,8.3,1.2,80,9.4,7.4,4,70,4.3,10.7,5.4,70,10.4,5.9,1.4,40,30.6,23.3,15.3,40,26.7,16.4,13.4,30
Poba_WarmS/CoolF_B2_R10,2,WarmS/CoolF,populus,populus_balsamifera,,6.9,6.9,8.2,80,7.4,2.8,11.1,80,8.7,1.3,7.6,80,6.7,5.6,6.6,70,38.1,13.8,8.9,70,36.5,18.6,29.3,60
Poba_WarmS/CoolF_B3_R11,3,WarmS/CoolF,populus,populus_balsamifera,,7.7,9.2,9.6,95,12.4,11.2,5.2,70,4.9,4.9,12.3,50,4.1,9.7,2.2,40,21.3,21.4,32.9,30,16.5,19.2,16.5,10
Poba_WarmS/CoolF_B3_R12,3,WarmS/CoolF,populus,populus_balsamifera,,5.1,10,7.8,90,7,9.4,7.1,90,7.6,8.9,6.5,80,6.6,1.3,7.3,60,28.3,24.1,26.3,50,30.5,19,3.1,20
Poba_WarmS/CoolF_B3_R13,3,WarmS/CoolF,populus,populus_balsamifera,,7.8,7.5,7,90,7,4.4,7.7,80,8.3,3.8,5.9,80,7.2,6.4,6.5,60,26.2,16,21.1,60,7.3,31,14.6,50
Poba_WarmS/CoolF_B3_R14,3,WarmS/CoolF,populus,populus_balsamifera,,8.9,16.2,7.4,90,13.5,14,14.6,90,12.9,9.7,2,80,8.4,10.2,9.9,70,31.6,36.3,17.5,60,21.2,36.7,18,60
Poba_WarmS/CoolF_B3_R15,3,WarmS/CoolF,populus,populus_balsamifera,three branches died because of herbivory,3.8,8.5,10,20,2.9,8.5,9.4,20,3.2,2.9,11,20,2.8,2.5,4.8,20,9.4,9.1,20.3,20,9.8,7.1,22.5,20
Poba_WarmS/WarmF_B1_R1,1,WarmS/WarmF,populus,populus_balsamifera,,7.5,8.2,11.3,90,10.7,6.8,4.8,80,8,1.3,8.2,80,,,,70,24.6,18.8,15.2,70,21.7,25.6,33.5,70
Poba_WarmS/WarmF_B1_R2,1,WarmS/WarmF,populus,populus_balsamifera,,10.3,9.7,8.5,90,2.6,10.4,8.9,90,8.9,5.7,10.3,90,,,,80,24.9,19.6,23.3,70,30.1,23.9,25.3,60
Poba_WarmS/WarmF_B1_R3,1,WarmS/WarmF,populus,populus_balsamifera,,8.5,9.1,7,80,1.2,7.2,9.3,80,9.6,2.1,6.2,70,,,,70,21.1,17.1,25.2,70,21.4,26.4,26.4,60
Poba_WarmS/WarmF_B1_R4,1,WarmS/WarmF,populus,populus_balsamifera,,13.6,11.2,10.1,90,13.1,9.1,9.5,90,8.6,12.1,3.2,80,,,,70,29.8,24.1,31.5,70,23.9,25,32.7,70
Poba_WarmS/WarmF_B1_R5,1,WarmS/WarmF,populus,populus_balsamifera,,5.3,9.1,5.2,70,4.4,4.6,8,70,4.2,4.3,7.1,70,,,,70,26.1,25,16.5,60,25,23.4,14.5,60
Poba_WarmS/WarmF_B2_R6,2,WarmS/WarmF,populus,populus_balsamifera,,9,8.7,6.6,90,7.4,8.8,6.3,80,6.1,6.9,7.8,80,,,,70,21.1,26.6,14.4,70,18.1,17.2,19.6,50
Poba_WarmS/WarmF_B2_R7,2,WarmS/WarmF,populus,populus_balsamifera,,4.7,6.6,10.6,80,5.3,6.5,14.3,80,5,8.3,8.1,80,,,,70,31.7,19.8,24,70,26.9,26.2,14.1,70
Poba_WarmS/WarmF_B2_R8,2,WarmS/WarmF,populus,populus_balsamifera,,11.5,13.8,13.5,80,3.4,7.7,8.7,80,7.2,5.7,1.7,70,,,,60,33,35.4,26.6,60,30.4,22.8,22.2,60
Poba_WarmS/WarmF_B2_R9,2,WarmS/WarmF,populus,populus_balsamifera,,9.8,4.1,8.9,70,8,5.5,8,70,2.8,4.3,7.1,60,,,,50,25.3,6.5,24.3,40,21.3,26.6,2.8,30
Poba_WarmS/WarmF_B2_R10,2,WarmS/WarmF,populus,populus_balsamifera,,10.6,8.2,8.2,80,9.1,7,7.9,80,4.7,7.6,8.5,70,,,,60,32.7,24.6,21.9,60,25.4,28.5,20.5,60
Poba_WarmS/WarmF_B3_R11,3,WarmS/WarmF,populus,populus_balsamifera,,20,7.8,7.1,80,21.2,8.7,8.7,80,10.2,6.9,9.2,80,,,,70,27.3,28.3,26.9,70,33.6,27.5,20.8,60
Poba_WarmS/WarmF_B3_R12,3,WarmS/WarmF,populus,populus_balsamifera,sick,6.7,4.7,6.5,10,6.2,5.3,7.2,10,3.2,6.3,5.5,5,,,,5,28,13.2,19.1,5,14.6,13.6,24.3,5
Poba_WarmS/WarmF_B3_R13,3,WarmS/WarmF,populus,populus_balsamifera,,5.9,4.9,8.2,80,4.4,4,5.6,70,3.5,1.2,8.2,70,,,,50,20.3,25.5,19.7,50,37.7,25.5,18.5,50
Poba_WarmS/WarmF_B3_R14,3,WarmS/WarmF,populus,populus_balsamifera,,9.4,7,7.9,90,9.7,9.7,7.6,80,8.2,2.2,8.4,70,,,,60,23.9,28.5,27,60,27.3,24.8,29.2,60
Poba_WarmS/WarmF_B3_R15,3,WarmS/WarmF,populus,populus_balsamifera,,6.3,8.6,4.7,80,7.6,12.8,6.3,80,5.4,6.6,5.9,70,,,,60,24.3,21.6,27.6,60,21.9,19.1,22.1,50
Poba_WarmS/WarmF_B1_R1_nitro,1,WarmS/WarmF_nitro,populus,populus_balsamifera,,12.3,4.7,7.5,80,10.3,7,4.4,70,6,9,7.3,70,,,,70,25,21.3,26.4,70,15,32.5,21.7,70
Poba_WarmS/WarmF_B1_R2_nitro,1,WarmS/WarmF_nitro,populus,populus_balsamifera,,7.3,9.4,8.6,80,6.1,7.1,7.8,80,6,9.3,6.2,80,,,,80,23.5,20.7,26.5,70,25.3,21.5,23.5,70
Poba_WarmS/WarmF_B1_R3_nitro,1,WarmS/WarmF_nitro,populus,populus_balsamifera,,6.5,1.2,7.8,70,4.2,5.2,1.5,60,9.9,7.1,6.3,60,,,,60,26.8,22.7,33,50,20.4,19.5,33.7,40
Poba_WarmS/WarmF_B1_R4_nitro,1,WarmS/WarmF_nitro,populus,populus_balsamifera,,10.2,7.4,7,50,5.4,4.2,8.3,50,6.3,12.8,4.2,50,,,,50,33.1,39.3,33.4,50,29.3,29.6,32.9,50
Poba_WarmS/WarmF_B1_R5_nitro,1,WarmS/WarmF_nitro,populus,populus_balsamifera,,6.5,1.4,6.7,60,7.3,6.8,5.5,60,6.4,7.7,5.5,50,,,,50,22.8,25.3,20.4,50,16,30.9,16.2,50
Poba_WarmS/WarmF_B2_R6_nitro,2,WarmS/WarmF_nitro,populus,populus_balsamifera,,8.4,9.5,9.4,80,3.9,8.9,11.5,80,9.6,8.8,9.3,80,,,,70,29.5,21.3,23.9,70,31.6,30.7,28.4,70
Poba_WarmS/WarmF_B2_R7_nitro,2,WarmS/WarmF_nitro,populus,populus_balsamifera,,9,9.9,5.1,90,4.6,10,7.6,80,9.2,8.1,12,80,,,,70,29.6,33.6,13.6,70,20.5,10.9,39.2,70
Poba_WarmS/WarmF_B2_R8_nitro,2,WarmS/WarmF_nitro,populus,populus_balsamifera,,10.2,11.2,10.9,80,10.3,5.1,7.7,80,6.5,14.8,9.9,80,,,,80,31.5,33.9,27.8,80,39.6,30.4,29.8,70
Poba_WarmS/WarmF_B2_R9_nitro,2,WarmS/WarmF_nitro,populus,populus_balsamifera,,na,na,na,na,na,na,na,na,na,na,na,na,,,,na,na,na,na,na,na,na,na,na
Poba_WarmS/WarmF_B2_R10_nitro,2,WarmS/WarmF_nitro,populus,populus_balsamifera,,5.8,11.7,5.2,80,7.9,10.3,3.6,70,7.7,10.4,7.7,60,,,,60,26.5,22.7,30.2,60,28.2,28.8,9.7,50
Poba_WarmS/WarmF_B3_R11_nitro,3,WarmS/WarmF_nitro,populus,populus_balsamifera,,7.5,7.5,9.1,80,9.2,11.4,11,80,9.3,10.7,11.9,80,,,,70,25.4,31.4,37.2,70,30.8,40.4,20.2,70
Poba_WarmS/WarmF_B3_R12_nitro,3,WarmS/WarmF_nitro,populus,populus_balsamifera,,7.7,13.7,6.4,80,10.2,6.6,4.3,80,17.6,8.9,7,80,,,,70,39.1,39.2,31.2,70,31.3,28,6.3,50
Poba_WarmS/WarmF_B3_R13_nitro,3,WarmS/WarmF_nitro,populus,populus_balsamifera,,9.7,3.9,10.3,80,13,9.2,3.7,80,12.8,6.8,8.8,70,,,,70,39.9,31,32.3,70,32.6,35.2,21.8,50
Poba_WarmS/WarmF_B3_R14_nitro,3,WarmS/WarmF_nitro,populus,populus_balsamifera,,11.7,6.3,7.1,90,10.5,5.6,7.6,90,10.4,7.3,5.7,80,,,,70,30.6,31.6,15.5,50,24.5,21.3,21.6,50
Poba_WarmS/WarmF_B3_R15_nitro,3,WarmS/WarmF_nitro,populus,populus_balsamifera,,6.4,5.4,7.4,90,10.4,6.4,12.8,90,8.5,5.5,8.6,80,,,,60,28.2,26.2,28.1,60,19.7,27.4,30.5,40
Prvi_CoolS/CoolF_B1_R1,1,CoolS/CoolF,prunus,prunus_virginiana,,8.4,10.3,7.5,80,6.9,7.3,13.5,70,7.1,5.9,9.3,60,2.3,2.2,2,30,21.3,14,19.8,20,22,6.3,6.2,5
Prvi_CoolS/CoolF_B1_R2,1,CoolS/CoolF,prunus,prunus_virginiana,,11.9,2.6,10.7,95,11.8,9.2,9.7,90,9.9,8.8,4.4,70,6.5,8.5,4.3,60,22.1,24.7,26,50,13.8,9.9,8,20
Prvi_CoolS/CoolF_B1_R3,1,CoolS/CoolF,prunus,prunus_virginiana,,10.7,12.4,11.9,90,9.8,11.8,10,90,10.6,12.3,11.4,80,11.8,10.1,9.8,80,34.1,22.1,29.3,70,2.6,18.6,17.1,50
Prvi_CoolS/CoolF_B1_R4,1,CoolS/CoolF,prunus,prunus_virginiana,doy283: cant measure chl,7.6,6.1,7,95,6,7.7,7.9,90,4.8,5.4,7.7,70,6.2,6.3,5.8,50,16.1,19.7,18,40,na,na,na,5
Prvi_CoolS/CoolF_B1_R5,1,CoolS/CoolF,prunus,prunus_virginiana,,1.8,6.4,4.5,95,3.8,3.2,4,90,3.2,4.6,5.9,70,3.2,4.4,5.8,60,10.9,15.6,20.3,40,15.4,6.2,8.1,10
Prvi_CoolS/CoolF_B2_R6,2,CoolS/CoolF,prunus,prunus_virginiana,,13.3,13.9,16.4,95,10.8,13.5,14.7,90,6,9.3,14.1,90,11.2,11.1,8.9,80,26.7,15.9,25.2,60,8.4,17.3,20.8,40
Prvi_CoolS/CoolF_B2_R7,2,CoolS/CoolF,prunus,prunus_virginiana,doy283: no green leaves,4.6,4.8,4,5,3.8,4.5,4.5,5,3.9,3.9,3.6,5,3.4,3.5,3.4,5,15,1.1,13.7,5,na,na,na,5
Prvi_CoolS/CoolF_B2_R8,2,CoolS/CoolF,prunus,prunus_virginiana,,13.2,16,10.4,70,14.6,12.7,9.5,70,11.3,11.7,8.4,60,8.7,8.3,6.3,30,24.9,20.2,15.4,10,23.3,23.7,23.3,5
