#,Date-Time (PDT),Light   (lux),Host Connected,Button Down,Button Up,End of File
1504,06-14-2024 18:22:05,12497.92,,,,
1505,06-14-2024 18:27:05,7329.28,,,,
1506,06-14-2024 18:32:05,7731.20,,,,
1507,06-14-2024 18:37:05,6881.28,,,,
1508,06-14-2024 18:42:05,5552.64,,,,
1509,06-14-2024 18:47:05,4771.84,,,,
1510,06-14-2024 18:52:05,4252.16,,,,
1511,06-14-2024 18:57:05,3793.92,,,,
1512,06-14-2024 19:02:05,3498.24,,,,
1513,06-14-2024 19:07:05,3246.08,,,,
1514,06-14-2024 19:12:05,3118.08,,,,
1515,06-14-2024 19:17:05,3037.44,,,,
1516,06-14-2024 19:22:05,2991.36,,,,
1517,06-14-2024 19:27:05,2908.16,,,,
1518,06-14-2024 19:32:05,2792.96,,,,
1519,06-14-2024 19:37:05,2700.80,,,,
1520,06-14-2024 19:42:05,2608.00,,,,
1521,06-14-2024 19:47:05,2475.52,,,,
1522,06-14-2024 19:52:05,2506.88,,,,
1523,06-14-2024 19:57:05,3271.68,,,,
1524,06-14-2024 20:02:05,3475.20,,,,
1525,06-14-2024 20:07:05,3563.52,,,,
1526,06-14-2024 20:12:05,2726.40,,,,
1527,06-14-2024 20:17:05,2661.12,,,,
1528,06-14-2024 20:22:05,2176.64,,,,
1529,06-14-2024 20:27:05,1962.88,,,,
1530,06-14-2024 20:32:05,1569.28,,,,
1531,06-14-2024 20:37:05,1280.96,,,,
1532,06-14-2024 20:42:05,1098.56,,,,
1533,06-14-2024 20:47:05,835.84,,,,
1534,06-14-2024 20:52:05,687.36,,,,
1535,06-14-2024 20:57:05,551.20,,,,
1536,06-14-2024 21:02:05,412.00,,,,
1537,06-14-2024 21:07:05,359.20,,,,
1538,06-14-2024 21:12:05,291.20,,,,
1539,06-14-2024 21:17:05,233.36,,,,
1540,06-14-2024 21:22:05,164.56,,,,
1541,06-14-2024 21:27:05,107.64,,,,
1542,06-14-2024 21:32:05,65.66,,,,
1543,06-14-2024 21:37:05,36.42,,,,
1544,06-14-2024 21:42:05,20.54,,,,
1545,06-14-2024 21:47:05,10.07,,,,
1546,06-14-2024 21:52:05,4.94,,,,
1547,06-14-2024 21:57:05,2.35,,,,
1548,06-14-2024 22:02:05,0.98,,,,
1549,06-14-2024 22:07:05,0.19,,,,
1550,06-14-2024 22:12:05,0.00,,,,
1551,06-14-2024 22:17:05,0.00,,,,
1552,06-14-2024 22:22:05,0.00,,,,
1553,06-14-2024 22:27:05,0.00,,,,
1554,06-14-2024 22:32:05,0.00,,,,
1555,06-14-2024 22:37:05,0.00,,,,
1556,06-14-2024 22:42:05,0.00,,,,
1557,06-14-2024 22:47:05,0.00,,,,
1558,06-14-2024 22:52:05,0.00,,,,
1559,06-14-2024 22:57:05,0.00,,,,
1560,06-14-2024 23:02:05,0.00,,,,
1561,06-14-2024 23:07:05,0.00,,,,
1562,06-14-2024 23:12:05,0.00,,,,
1563,06-14-2024 23:17:05,0.00,,,,
1564,06-14-2024 23:22:05,0.00,,,,
1565,06-14-2024 23:27:05,0.00,,,,
1566,06-14-2024 23:32:05,0.00,,,,
1567,06-14-2024 23:37:05,0.00,,,,
1568,06-14-2024 23:42:05,0.00,,,,
1569,06-14-2024 23:47:05,0.00,,,,
1570,06-14-2024 23:52:05,0.00,,,,
1571,06-14-2024 23:57:05,0.00,,,,
1572,06-15-2024 00:02:05,0.00,,,,
1573,06-15-2024 00:07:05,0.00,,,,
1574,06-15-2024 00:12:05,0.00,,,,
1575,06-15-2024 00:17:05,0.00,,,,
1576,06-15-2024 00:22:05,0.00,,,,
1577,06-15-2024 00:27:05,0.00,,,,
1578,06-15-2024 00:32:05,0.00,,,,
1579,06-15-2024 00:37:05,0.00,,,,
1580,06-15-2024 00:42:05,0.00,,,,
1581,06-15-2024 00:47:05,0.00,,,,
1582,06-15-2024 00:52:05,0.00,,,,
1583,06-15-2024 00:57:05,0.00,,,,
1584,06-15-2024 01:02:05,0.00,,,,
1585,06-15-2024 01:07:05,0.00,,,,
1586,06-15-2024 01:12:05,0.00,,,,
1587,06-15-2024 01:17:05,0.00,,,,
1588,06-15-2024 01:22:05,0.00,,,,
1589,06-15-2024 01:27:05,0.00,,,,
1590,06-15-2024 01:32:05,0.00,,,,
1591,06-15-2024 01:37:05,0.00,,,,
1592,06-15-2024 01:42:05,0.00,,,,
1593,06-15-2024 01:47:05,0.00,,,,
1594,06-15-2024 01:52:05,0.00,,,,
1595,06-15-2024 01:57:05,0.00,,,,
1596,06-15-2024 02:02:05,0.00,,,,
1597,06-15-2024 02:07:05,0.00,,,,
1598,06-15-2024 02:12:05,0.00,,,,
1599,06-15-2024 02:17:05,0.00,,,,
1600,06-15-2024 02:22:05,0.00,,,,
1601,06-15-2024 02:27:05,0.00,,,,
1602,06-15-2024 02:32:05,0.00,,,,
1603,06-15-2024 02:37:05,0.00,,,,
1604,06-15-2024 02:42:05,0.00,,,,
1605,06-15-2024 02:47:05,0.00,,,,
1606,06-15-2024 02:52:05,0.00,,,,
1607,06-15-2024 02:57:05,0.00,,,,
1608,06-15-2024 03:02:05,0.00,,,,
1609,06-15-2024 03:07:05,0.00,,,,
1610,06-15-2024 03:12:05,0.00,,,,
1611,06-15-2024 03:17:05,0.00,,,,
1612,06-15-2024 03:22:05,0.00,,,,
1613,06-15-2024 03:27:05,0.00,,,,
1614,06-15-2024 03:32:05,0.00,,,,
1615,06-15-2024 03:37:05,0.00,,,,
1616,06-15-2024 03:42:05,0.00,,,,
1617,06-15-2024 03:47:05,0.00,,,,
1618,06-15-2024 03:52:05,0.00,,,,
1619,06-15-2024 03:57:05,0.00,,,,
1620,06-15-2024 04:02:05,0.00,,,,
1621,06-15-2024 04:07:05,0.00,,,,
1622,06-15-2024 04:12:05,0.00,,,,
1623,06-15-2024 04:17:05,0.00,,,,
1624,06-15-2024 04:22:05,0.00,,,,
1625,06-15-2024 04:27:05,0.78,,,,
1626,06-15-2024 04:32:05,1.57,,,,
1627,06-15-2024 04:37:05,3.34,,,,
1628,06-15-2024 04:42:05,8.11,,,,
1629,06-15-2024 04:47:05,19.36,,,,
1630,06-15-2024 04:52:05,35.19,,,,
1631,06-15-2024 04:57:05,58.14,,,,
1632,06-15-2024 05:02:05,88.56,,,,
1633,06-15-2024 05:07:05,111.56,,,,
1634,06-15-2024 05:12:05,147.96,,,,
1635,06-15-2024 05:17:05,211.36,,,,
1636,06-15-2024 05:22:05,278.56,,,,
1637,06-15-2024 05:27:05,352.00,,,,
1638,06-15-2024 05:32:05,334.72,,,,
1639,06-15-2024 05:37:05,488.32,,,,
1640,06-15-2024 05:42:05,621.28,,,,
1641,06-15-2024 05:47:05,746.24,,,,
1642,06-15-2024 05:52:05,981.44,,,,
1643,06-15-2024 05:57:05,1414.40,,,,
1644,06-15-2024 06:02:05,1781.76,,,,
1645,06-15-2024 06:07:05,2065.28,,,,
1646,06-15-2024 06:12:05,2266.24,,,,
1647,06-15-2024 06:17:05,2547.84,,,,
1648,06-15-2024 06:22:05,2787.84,,,,
1649,06-15-2024 06:27:05,2846.72,,,,
1650,06-15-2024 06:32:05,3384.32,,,,
1651,06-15-2024 06:37:05,3841.28,,,,
1652,06-15-2024 06:42:05,4258.56,,,,
1653,06-15-2024 06:47:05,4689.92,,,,
1654,06-15-2024 06:52:05,4948.48,,,,
1655,06-15-2024 06:57:05,4689.92,,,,
1656,06-15-2024 07:02:05,4618.24,,,,
1657,06-15-2024 07:07:05,4532.48,,,,
1658,06-15-2024 07:12:05,4243.20,,,,
1659,06-15-2024 07:17:05,4444.16,,,,
1660,06-15-2024 07:22:05,4661.76,,,,
1661,06-15-2024 07:27:05,4529.92,,,,
1662,06-15-2024 07:32:05,4158.72,,,,
1663,06-15-2024 07:37:05,4264.96,,,,
1664,06-15-2024 07:42:05,4111.36,,,,
1665,06-15-2024 07:47:05,4778.24,,,,
1666,06-15-2024 07:52:05,6051.84,,,,
1667,06-15-2024 07:57:05,8632.32,,,,
1668,06-15-2024 08:02:05,9664.00,,,,
1669,06-15-2024 08:07:05,10204.16,,,,
1670,06-15-2024 08:12:05,11422.72,,,,
1671,06-15-2024 08:17:05,13265.92,,,,
1672,06-15-2024 08:22:05,13634.56,,,,
1673,06-15-2024 08:27:05,14351.36,,,,
1674,06-15-2024 08:32:05,12718.08,,,,
1675,06-15-2024 08:37:05,16302.08,,,,
1676,06-15-2024 08:42:05,27525.12,,,,
1677,06-15-2024 08:47:05,18391.04,,,,
1678,06-15-2024 08:52:05,16168.96,,,,
1679,06-15-2024 08:57:05,14935.04,,,,
1680,06-15-2024 09:02:05,11648.00,,,,
1681,06-15-2024 09:07:05,10997.76,,,,
1682,06-15-2024 09:12:05,11724.80,,,,
1683,06-15-2024 09:17:05,12462.08,,,,
1684,06-15-2024 09:22:05,12431.36,,,,
1685,06-15-2024 09:27:05,9902.08,,,,
1686,06-15-2024 09:32:05,12405.76,,,,
1687,06-15-2024 09:37:05,37632.00,,,,
1688,06-15-2024 09:42:05,42659.84,,,,
1689,06-15-2024 09:47:05,29757.44,,,,
1690,06-15-2024 09:52:05,39270.40,,,,
1691,06-15-2024 09:57:05,42864.64,,,,
1692,06-15-2024 10:02:05,43417.60,,,,
1693,06-15-2024 10:07:05,44584.96,,,,
1694,06-15-2024 10:12:05,34529.28,,,,
1695,06-15-2024 10:17:05,36730.88,,,,
1696,06-15-2024 10:22:05,51568.64,,,,
1697,06-15-2024 10:27:05,53596.16,,,,
1698,06-15-2024 10:32:05,55500.80,,,,
1699,06-15-2024 10:37:05,59166.72,,,,
1700,06-15-2024 10:42:05,64983.04,,,,
1701,06-15-2024 10:47:05,32071.68,,,,
1702,06-15-2024 10:52:05,40427.52,,,,
1703,06-15-2024 10:57:05,67420.16,,,,
1704,06-15-2024 11:02:05,67256.32,,,,
1705,06-15-2024 11:07:05,67235.84,,,,
1706,06-15-2024 11:12:05,65208.32,,,,
1707,06-15-2024 11:17:05,65658.88,,,,
1708,06-15-2024 11:22:05,67645.44,,,,
1709,06-15-2024 11:27:05,67624.96,,,,
1710,06-15-2024 11:32:05,69160.96,,,,
1711,06-15-2024 11:37:05,66252.80,,,,
1712,06-15-2024 11:42:05,70430.72,,,,
1713,06-15-2024 11:47:05,71270.40,,,,
1714,06-15-2024 11:52:05,72171.52,,,,
1715,06-15-2024 11:57:05,69754.88,,,,
1716,06-15-2024 12:02:05,72826.88,,,,
1717,06-15-2024 12:07:05,72396.80,,,,
1718,06-15-2024 12:12:05,72847.36,,,,
1719,06-15-2024 12:17:05,72519.68,,,,
1720,06-15-2024 12:22:05,72130.56,,,,
1721,06-15-2024 12:27:05,64040.96,,,,
1722,06-15-2024 12:32:05,30412.80,,,,
1723,06-15-2024 12:37:05,32696.32,,,,
1724,06-15-2024 12:42:05,71208.96,,,,
1725,06-15-2024 12:47:05,73891.84,,,,
1726,06-15-2024 12:52:05,25159.68,,,,
1727,06-15-2024 12:57:05,29992.96,,,,
1728,06-15-2024 13:02:05,46817.28,,,,
1729,06-15-2024 13:07:05,33095.68,,,,
1730,06-15-2024 13:12:05,46161.92,,,,
1731,06-15-2024 13:17:05,80896.00,,,,
1732,06-15-2024 13:22:05,52736.00,,,,
1733,06-15-2024 13:27:05,81756.16,,,,
1734,06-15-2024 13:32:05,76001.28,,,,
1735,06-15-2024 13:37:05,69406.72,,,,
1736,06-15-2024 13:42:05,70123.52,,,,
1737,06-15-2024 13:47:05,70389.76,,,,
1738,06-15-2024 13:52:05,71270.40,,,,
1739,06-15-2024 13:57:05,70737.92,,,,
1740,06-15-2024 14:02:05,68956.16,,,,
1741,06-15-2024 14:07:05,68341.76,,,,
1742,06-15-2024 14:12:05,68198.40,,,,
1743,06-15-2024 14:17:05,47370.24,,,,
1744,06-15-2024 14:22:05,38225.92,,,,
1745,06-15-2024 14:27:05,19527.68,,,,
1746,06-15-2024 14:32:05,14397.44,,,,
1747,06-15-2024 14:37:05,10048.00,,,,
1748,06-15-2024 14:42:05,10501.12,,,,
1749,06-15-2024 14:47:05,11335.68,,,,
1750,06-15-2024 14:52:05,14054.40,,,,
1751,06-15-2024 14:57:05,13644.80,,,,
1752,06-15-2024 15:02:05,52736.00,,,,
1753,06-15-2024 15:07:05,59043.84,,,,
1754,06-15-2024 15:12:05,59924.48,,,,
1755,06-15-2024 15:17:05,59330.56,,,,
1756,06-15-2024 15:22:05,52060.16,,,,
1757,06-15-2024 15:27:05,54149.12,,,,
1758,06-15-2024 15:32:05,48517.12,,,,
1759,06-15-2024 15:37:05,32931.84,,,,
1760,06-15-2024 15:42:05,40601.60,,,,
1761,06-15-2024 15:47:05,52080.64,,,,
1762,06-15-2024 15:52:05,52408.32,,,,
1763,06-15-2024 15:57:05,54681.60,,,,
1764,06-15-2024 16:02:05,51466.24,,,,
1765,06-15-2024 16:07:05,51486.72,,,,
1766,06-15-2024 16:12:05,47349.76,,,,
1767,06-15-2024 16:17:05,38891.52,,,,
1768,06-15-2024 16:22:05,43520.00,,,,
1769,06-15-2024 16:27:05,31037.44,,,,
1770,06-15-2024 16:32:05,17541.12,,,,
1771,06-15-2024 16:37:05,11264.00,,,,
1772,06-15-2024 16:42:05,10467.84,,,,
1773,06-15-2024 16:47:05,9538.56,,,,
1774,06-15-2024 16:52:05,18856.96,,,,
1775,06-15-2024 16:57:05,11576.32,,,,
1776,06-15-2024 17:02:05,10255.36,,,,
1777,06-15-2024 17:07:05,14110.72,,,,
1778,06-15-2024 17:12:05,31447.04,,,,
1779,06-15-2024 17:17:05,19660.80,,,,
1780,06-15-2024 17:22:05,14259.20,,,,
1781,06-15-2024 17:27:05,21370.88,,,,
1782,06-15-2024 17:32:05,9016.32,,,,
1783,06-15-2024 17:37:05,8128.00,,,,
1784,06-15-2024 17:42:05,8033.28,,,,
1785,06-15-2024 17:47:05,9518.08,,,,
1786,06-15-2024 17:52:05,12677.12,,,,
1787,06-15-2024 17:57:05,9292.80,,,,
1788,06-15-2024 18:02:05,15861.76,,,,
1789,06-15-2024 18:07:05,19671.04,,,,
1790,06-15-2024 18:12:05,23592.96,,,,
1791,06-15-2024 18:17:05,20623.36,,,,
1792,06-15-2024 18:22:05,9643.52,,,,
1793,06-15-2024 18:27:05,6638.08,,,,
1794,06-15-2024 18:32:05,8706.56,,,,
1795,06-15-2024 18:37:05,5644.80,,,,
1796,06-15-2024 18:42:05,6149.12,,,,
1797,06-15-2024 18:47:05,4629.76,,,,
1798,06-15-2024 18:52:05,4183.04,,,,
1799,06-15-2024 18:57:05,3770.88,,,,
1800,06-15-2024 19:02:05,3425.28,,,,
1801,06-15-2024 19:07:05,3169.28,,,,
1802,06-15-2024 19:12:05,3027.20,,,,
1803,06-15-2024 19:17:05,2938.88,,,,
1804,06-15-2024 19:22:05,3046.40,,,,
1805,06-15-2024 19:27:05,3128.32,,,,
1806,06-15-2024 19:32:05,3092.48,,,,
1807,06-15-2024 19:37:05,3416.32,,,,
1808,06-15-2024 19:42:05,3692.80,,,,
1809,06-15-2024 19:47:05,3626.24,,,,
1810,06-15-2024 19:52:05,2730.24,,,,
1811,06-15-2024 19:57:05,2596.48,,,,
1812,06-15-2024 20:02:05,2478.72,,,,
1813,06-15-2024 20:07:05,2275.84,,,,
1814,06-15-2024 20:12:05,2220.80,,,,
1815,06-15-2024 20:17:05,2052.48,,,,
1816,06-15-2024 20:22:05,1859.20,,,,
1817,06-15-2024 20:27:05,1784.96,,,,
1818,06-15-2024 20:32:05,1561.60,,,,
1819,06-15-2024 20:37:05,1361.92,,,,
1820,06-15-2024 20:42:05,1276.48,,,,
1821,06-15-2024 20:47:05,1358.08,,,,
1822,06-15-2024 20:52:05,1019.84,,,,
1823,06-15-2024 20:57:05,776.96,,,,
1824,06-15-2024 21:02:05,586.72,,,,
1825,06-15-2024 21:07:05,461.44,,,,
1826,06-15-2024 21:12:05,336.96,,,,
1827,06-15-2024 21:17:05,245.36,,,,
1828,06-15-2024 21:22:05,166.88,,,,
1829,06-15-2024 21:27:05,106.84,,,,
1830,06-15-2024 21:32:05,66.54,,,,
1831,06-15-2024 21:37:05,38.78,,,,
1832,06-15-2024 21:42:05,20.59,,,,
1833,06-15-2024 21:47:05,11.08,,,,
1834,06-15-2024 21:52:05,5.53,,,,
1835,06-15-2024 21:57:05,2.75,,,,
1836,06-15-2024 22:02:05,1.17,,,,
1837,06-15-2024 22:07:05,0.39,,,,
1838,06-15-2024 22:12:05,0.00,,,,
1839,06-15-2024 22:17:05,0.00,,,,
1840,06-15-2024 22:22:05,0.00,,,,
1841,06-15-2024 22:27:05,0.00,,,,
1842,06-15-2024 22:32:05,0.00,,,,
1843,06-15-2024 22:37:05,0.00,,,,
1844,06-15-2024 22:42:05,0.00,,,,
1845,06-15-2024 22:47:05,0.00,,,,
1846,06-15-2024 22:52:05,0.00,,,,
1847,06-15-2024 22:57:05,0.00,,,,
1848,06-15-2024 23:02:05,0.00,,,,
1849,06-15-2024 23:07:05,0.00,,,,
1850,06-15-2024 23:12:05,0.00,,,,
1851,06-15-2024 23:17:05,0.00,,,,
1852,06-15-2024 23:22:05,0.00,,,,
1853,06-15-2024 23:27:05,0.00,,,,
1854,06-15-2024 23:32:05,0.00,,,,
1855,06-15-2024 23:37:05,0.00,,,,
1856,06-15-2024 23:42:05,0.00,,,,
1857,06-15-2024 23:47:05,0.00,,,,
1858,06-15-2024 23:52:05,0.00,,,,
1859,06-15-2024 23:57:05,0.00,,,,
1860,06-16-2024 00:02:05,0.00,,,,
1861,06-16-2024 00:07:05,0.00,,,,
1862,06-16-2024 00:12:05,0.00,,,,
1863,06-16-2024 00:17:05,0.00,,,,
1864,06-16-2024 00:22:05,0.00,,,,
1865,06-16-2024 00:27:05,0.00,,,,
1866,06-16-2024 00:32:05,0.00,,,,
1867,06-16-2024 00:37:05,0.00,,,,
1868,06-16-2024 00:42:05,0.00,,,,
1869,06-16-2024 00:47:05,0.00,,,,
1870,06-16-2024 00:52:05,0.00,,,,
1871,06-16-2024 00:57:05,0.00,,,,
1872,06-16-2024 01:02:05,0.00,,,,
1873,06-16-2024 01:07:05,0.00,,,,
1874,06-16-2024 01:12:05,0.00,,,,
1875,06-16-2024 01:17:05,0.00,,,,
1876,06-16-2024 01:22:05,0.00,,,,
1877,06-16-2024 01:27:05,0.00,,,,
1878,06-16-2024 01:32:05,0.00,,,,
1879,06-16-2024 01:37:05,0.00,,,,
1880,06-16-2024 01:42:05,0.00,,,,
1881,06-16-2024 01:47:05,0.00,,,,
1882,06-16-2024 01:52:05,0.00,,,,
1883,06-16-2024 01:57:05,0.00,,,,
1884,06-16-2024 02:02:05,0.00,,,,
1885,06-16-2024 02:07:05,0.00,,,,
1886,06-16-2024 02:12:05,0.00,,,,
1887,06-16-2024 02:17:05,0.00,,,,
1888,06-16-2024 02:22:05,0.00,,,,
1889,06-16-2024 02:27:05,0.00,,,,
1890,06-16-2024 02:32:05,0.00,,,,
1891,06-16-2024 02:37:05,0.00,,,,
1892,06-16-2024 02:42:05,0.00,,,,
1893,06-16-2024 02:47:05,0.00,,,,
1894,06-16-2024 02:52:05,0.00,,,,
1895,06-16-2024 02:57:05,0.00,,,,
1896,06-16-2024 03:02:05,0.00,,,,
1897,06-16-2024 03:07:05,0.00,,,,
1898,06-16-2024 03:12:05,0.00,,,,
1899,06-16-2024 03:17:05,0.00,,,,
1900,06-16-2024 03:22:05,0.00,,,,
1901,06-16-2024 03:27:05,0.00,,,,
1902,06-16-2024 03:32:05,0.00,,,,
1903,06-16-2024 03:37:05,0.00,,,,
1904,06-16-2024 03:42:05,0.00,,,,
1905,06-16-2024 03:47:05,0.00,,,,
1906,06-16-2024 03:52:05,0.00,,,,
1907,06-16-2024 03:57:05,0.00,,,,
1908,06-16-2024 04:02:05,0.00,,,,
1909,06-16-2024 04:07:05,0.00,,,,
1910,06-16-2024 04:12:05,0.00,,,,
1911,06-16-2024 04:17:05,0.00,,,,
1912,06-16-2024 04:22:05,0.58,,,,
1913,06-16-2024 04:27:05,1.37,,,,
1914,06-16-2024 04:32:05,2.75,,,,
1915,06-16-2024 04:37:05,5.13,,,,
1916,06-16-2024 04:42:05,9.46,,,,
1917,06-16-2024 04:47:05,13.24,,,,
1918,06-16-2024 04:52:05,20.15,,,,
1919,06-16-2024 04:57:05,33.62,,,,
1920,06-16-2024 05:02:05,70.38,,,,
1921,06-16-2024 05:07:05,111.56,,,,
1922,06-16-2024 05:12:05,168.48,,,,
1923,06-16-2024 05:17:05,307.84,,,,
1924,06-16-2024 05:22:05,560.64,,,,
1925,06-16-2024 05:27:05,810.24,,,,
1926,06-16-2024 05:32:05,1097.92,,,,
1927,06-16-2024 05:37:05,1372.16,,,,
1928,06-16-2024 05:42:05,1462.40,,,,
1929,06-16-2024 05:47:05,1443.84,,,,
1930,06-16-2024 05:52:05,1584.64,,,,
1931,06-16-2024 05:57:05,2080.64,,,,
1932,06-16-2024 06:02:05,1934.72,,,,
1933,06-16-2024 06:07:05,2168.96,,,,
1934,06-16-2024 06:12:05,1900.16,,,,
1935,06-16-2024 06:17:05,1409.92,,,,
1936,06-16-2024 06:22:05,1317.12,,,,
1937,06-16-2024 06:27:05,1608.32,,,,
1938,06-16-2024 06:32:05,2126.08,,,,
1939,06-16-2024 06:37:05,3425.28,,,,
1940,06-16-2024 06:42:05,3466.24,,,,
1941,06-16-2024 06:47:05,3356.16,,,,
1942,06-16-2024 06:52:05,2931.20,,,,
1943,06-16-2024 06:57:05,2592.00,,,,
1944,06-16-2024 07:02:05,2574.72,,,,
1945,06-16-2024 07:07:05,2595.20,,,,
1946,06-16-2024 07:12:05,2472.32,,,,
1947,06-16-2024 07:17:05,1932.80,,,,
1948,06-16-2024 07:22:05,1380.48,,,,
1949,06-16-2024 07:27:05,1458.56,,,,
1950,06-16-2024 07:32:05,2309.12,,,,
1951,06-16-2024 07:37:05,3893.76,,,,
1952,06-16-2024 07:42:05,4340.48,,,,
1953,06-16-2024 07:47:05,3919.36,,,,
1954,06-16-2024 07:52:05,4888.32,,,,
1955,06-16-2024 07:57:05,7424.00,,,,
1956,06-16-2024 08:02:05,6159.36,,,,
1957,06-16-2024 08:07:05,5616.64,,,,
1958,06-16-2024 08:12:05,7083.52,,,,
1959,06-16-2024 08:17:05,9039.36,,,,
1960,06-16-2024 08:22:05,9098.24,,,,
1961,06-16-2024 08:27:05,7078.40,,,,
1962,06-16-2024 08:32:05,6274.56,,,,
1963,06-16-2024 08:37:05,6789.12,,,,
1964,06-16-2024 08:42:05,7605.76,,,,
1965,06-16-2024 08:47:05,8192.00,,,,
1966,06-16-2024 08:52:05,7480.32,,,,
1967,06-16-2024 08:57:05,6799.36,,,,
1968,06-16-2024 09:02:05,6794.24,,,,
1969,06-16-2024 09:07:05,6730.24,,,,
1970,06-16-2024 09:12:05,7367.68,,,,
1971,06-16-2024 09:17:05,7644.16,,,,
1972,06-16-2024 09:22:05,9367.04,,,,
1973,06-16-2024 09:27:05,10035.20,,,,
1974,06-16-2024 09:32:05,9203.20,,,,
1975,06-16-2024 09:37:05,8839.68,,,,
1976,06-16-2024 09:42:05,8343.04,,,,
1977,06-16-2024 09:47:05,6338.56,,,,
1978,06-16-2024 09:52:05,5629.44,,,,
1979,06-16-2024 09:57:05,6433.28,,,,
1980,06-16-2024 10:02:05,7833.60,,,,
1981,06-16-2024 10:07:05,9694.72,,,,
1982,06-16-2024 10:12:05,10700.80,,,,
1983,06-16-2024 10:17:05,12497.92,,,,
1984,06-16-2024 10:22:05,16005.12,,,,
1985,06-16-2024 10:27:05,17925.12,,,,
1986,06-16-2024 10:32:05,15872.00,,,,
1987,06-16-2024 10:37:05,14407.68,,,,
1988,06-16-2024 10:42:05,18821.12,,,,
1989,06-16-2024 10:47:05,18995.20,,,,
1990,06-16-2024 10:52:05,13286.40,,,,
1991,06-16-2024 10:57:05,8166.40,,,,
1992,06-16-2024 11:02:05,5511.68,,,,
1993,06-16-2024 11:07:05,6412.80,,,,
1994,06-16-2024 11:12:05,6906.88,,,,
1995,06-16-2024 11:17:05,7472.64,,,,
1996,06-16-2024 11:22:05,6346.24,,,,
1997,06-16-2024 11:27:05,5465.60,,,,
1998,06-16-2024 11:32:05,8965.12,,,,
1999,06-16-2024 11:37:05,10905.60,,,,
2000,06-16-2024 11:42:05,10247.68,,,,
2001,06-16-2024 11:47:05,12508.16,,,,
2002,06-16-2024 11:52:05,16675.84,,,,
2003,06-16-2024 11:57:05,16860.16,,,,
2004,06-16-2024 12:02:05,17500.16,,,,
2005,06-16-2024 12:07:05,18088.96,,,,
2006,06-16-2024 12:12:05,21043.20,,,,
2007,06-16-2024 12:17:05,17326.08,,,,
2008,06-16-2024 12:22:05,12170.24,,,,
2009,06-16-2024 12:27:05,26388.48,,,,
2010,06-16-2024 12:32:05,32962.56,,,,
2011,06-16-2024 12:37:05,31744.00,,,,
2012,06-16-2024 12:42:05,30842.88,,,,
2013,06-16-2024 12:47:05,40253.44,,,,
2014,06-16-2024 12:52:05,36157.44,,,,
2015,06-16-2024 12:57:05,21411.84,,,,
2016,06-16-2024 13:02:05,18810.88,,,,
2017,06-16-2024 13:07:05,18698.24,,,,
2018,06-16-2024 13:12:05,19619.84,,,,
2019,06-16-2024 13:17:05,18237.44,,,,
2020,06-16-2024 13:22:05,17986.56,,,,
2021,06-16-2024 13:27:05,19302.40,,,,
2022,06-16-2024 13:32:05,18426.88,,,,
2023,06-16-2024 13:37:05,19200.00,,,,
2024,06-16-2024 13:42:05,18984.96,,,,
2025,06-16-2024 13:47:05,18544.64,,,,
2026,06-16-2024 13:52:05,17848.32,,,,
2027,06-16-2024 13:57:05,17489.92,,,,
2028,06-16-2024 14:02:05,16829.44,,,,
2029,06-16-2024 14:07:05,15790.08,,,,
2030,06-16-2024 14:12:05,14817.28,,,,
2031,06-16-2024 14:17:05,15180.80,,,,
2032,06-16-2024 14:22:05,17500.16,,,,
2033,06-16-2024 14:27:05,17131.52,,,,
2034,06-16-2024 14:32:05,18764.80,,,,
2035,06-16-2024 14:37:05,20300.80,,,,
2036,06-16-2024 14:42:05,20244.48,,,,
2037,06-16-2024 14:47:05,19891.20,,,,
2038,06-16-2024 14:52:05,21176.32,,,,
2039,06-16-2024 14:57:05,24248.32,,,,
2040,06-16-2024 15:02:05,25200.64,,,,
2041,06-16-2024 15:07:05,30156.80,,,,
2042,06-16-2024 15:12:05,25733.12,,,,
2043,06-16-2024 15:17:05,24340.48,,,,
2044,06-16-2024 15:22:05,23203.84,,,,
2045,06-16-2024 15:27:05,21166.08,,,,
2046,06-16-2024 15:32:05,20234.24,,,,
2047,06-16-2024 15:37:05,26941.44,,,,
2048,06-16-2024 15:42:05,23787.52,,,,
2049,06-16-2024 15:47:05,21678.08,,,,
2050,06-16-2024 15:52:05,19998.72,,,,
2051,06-16-2024 15:57:05,30863.36,,,,
2052,06-16-2024 16:02:05,39157.76,,,,
2053,06-16-2024 16:07:05,29255.68,,,,
2054,06-16-2024 16:12:05,27996.16,,,,
2055,06-16-2024 16:17:05,26961.92,,,,
2056,06-16-2024 16:22:05,20039.68,,,,
2057,06-16-2024 16:27:05,29327.36,,,,
2058,06-16-2024 16:32:05,27893.76,,,,
2059,06-16-2024 16:37:05,22292.48,,,,
2060,06-16-2024 16:42:05,16670.72,,,,
2061,06-16-2024 16:47:05,15723.52,,,,
2062,06-16-2024 16:52:05,17141.76,,,,
2063,06-16-2024 16:57:05,19747.84,,,,
2064,06-16-2024 17:02:05,20787.20,,,,
2065,06-16-2024 17:07:05,17853.44,,,,
2066,06-16-2024 17:12:05,14848.00,,,,
2067,06-16-2024 17:17:05,12011.52,,,,
2068,06-16-2024 17:22:05,10997.76,,,,
2069,06-16-2024 17:27:05,9374.72,,,,
