#,Date-Time (PDT),Light   (lux),Host Connected,Button Down,Button Up,End of File
935,06-12-2024 18:57:05,3639.04,,,,
936,06-12-2024 19:02:05,3343.36,,,,
937,06-12-2024 19:07:05,3118.08,,,,
938,06-12-2024 19:12:05,3005.44,,,,
939,06-12-2024 19:17:05,2936.32,,,,
940,06-12-2024 19:22:05,2877.44,,,,
941,06-12-2024 19:27:05,2808.32,,,,
942,06-12-2024 19:32:05,2737.92,,,,
943,06-12-2024 19:37:05,2659.84,,,,
944,06-12-2024 19:42:05,2582.40,,,,
945,06-12-2024 19:47:05,2503.68,,,,
946,06-12-2024 19:52:05,2428.16,,,,
947,06-12-2024 19:57:05,2332.16,,,,
948,06-12-2024 20:02:05,2234.88,,,,
949,06-12-2024 20:07:05,2123.52,,,,
950,06-12-2024 20:12:05,2011.52,,,,
951,06-12-2024 20:17:05,1891.84,,,,
952,06-12-2024 20:22:05,1766.40,,,,
953,06-12-2024 20:27:05,1633.28,,,,
954,06-12-2024 20:32:05,1496.96,,,,
955,06-12-2024 20:37:05,1352.32,,,,
956,06-12-2024 20:42:05,1206.40,,,,
957,06-12-2024 20:47:05,1051.52,,,,
958,06-12-2024 20:52:05,895.68,,,,
959,06-12-2024 20:57:05,737.92,,,,
960,06-12-2024 21:02:05,593.28,,,,
961,06-12-2024 21:07:05,455.68,,,,
962,06-12-2024 21:12:05,337.92,,,,
963,06-12-2024 21:17:05,240.64,,,,
964,06-12-2024 21:22:05,161.60,,,,
965,06-12-2024 21:27:05,104.48,,,,
966,06-12-2024 21:32:05,61.82,,,,
967,06-12-2024 21:37:05,34.06,,,,
968,06-12-2024 21:42:05,18.58,,,,
969,06-12-2024 21:47:05,9.29,,,,
970,06-12-2024 21:52:05,4.54,,,,
971,06-12-2024 21:57:05,2.16,,,,
972,06-12-2024 22:02:05,0.78,,,,
973,06-12-2024 22:07:05,0.19,,,,
974,06-12-2024 22:12:05,0.00,,,,
975,06-12-2024 22:17:05,0.00,,,,
976,06-12-2024 22:22:05,0.00,,,,
977,06-12-2024 22:27:05,0.00,,,,
978,06-12-2024 22:32:05,0.00,,,,
979,06-12-2024 22:37:05,0.00,,,,
980,06-12-2024 22:42:05,0.00,,,,
981,06-12-2024 22:47:05,0.00,,,,
982,06-12-2024 22:52:05,0.00,,,,
983,06-12-2024 22:57:05,0.00,,,,
984,06-12-2024 23:02:05,0.00,,,,
985,06-12-2024 23:07:05,0.00,,,,
986,06-12-2024 23:12:05,0.00,,,,
987,06-12-2024 23:17:05,0.00,,,,
988,06-12-2024 23:22:05,0.00,,,,
989,06-12-2024 23:27:05,0.00,,,,
990,06-12-2024 23:32:05,0.00,,,,
991,06-12-2024 23:37:05,0.00,,,,
992,06-12-2024 23:42:05,0.00,,,,
993,06-12-2024 23:47:05,0.00,,,,
994,06-12-2024 23:52:05,0.00,,,,
995,06-12-2024 23:57:05,0.00,,,,
996,06-13-2024 00:02:05,0.00,,,,
997,06-13-2024 00:07:05,0.00,,,,
998,06-13-2024 00:12:05,0.00,,,,
999,06-13-2024 00:17:05,0.00,,,,
1000,06-13-2024 00:22:05,0.00,,,,
1001,06-13-2024 00:27:05,0.00,,,,
1002,06-13-2024 00:32:05,0.00,,,,
1003,06-13-2024 00:37:05,0.00,,,,
1004,06-13-2024 00:42:05,0.00,,,,
1005,06-13-2024 00:47:05,0.00,,,,
1006,06-13-2024 00:52:05,0.00,,,,
1007,06-13-2024 00:57:05,0.00,,,,
1008,06-13-2024 01:02:05,0.00,,,,
1009,06-13-2024 01:07:05,0.00,,,,
1010,06-13-2024 01:12:05,0.00,,,,
1011,06-13-2024 01:17:05,0.00,,,,
1012,06-13-2024 01:22:05,0.00,,,,
1013,06-13-2024 01:27:05,0.00,,,,
1014,06-13-2024 01:32:05,0.00,,,,
1015,06-13-2024 01:37:05,0.00,,,,
1016,06-13-2024 01:42:05,0.00,,,,
1017,06-13-2024 01:47:05,0.00,,,,
1018,06-13-2024 01:52:05,0.00,,,,
1019,06-13-2024 01:57:05,0.00,,,,
1020,06-13-2024 02:02:05,0.00,,,,
1021,06-13-2024 02:07:05,0.00,,,,
1022,06-13-2024 02:12:05,0.00,,,,
1023,06-13-2024 02:17:05,0.00,,,,
1024,06-13-2024 02:22:05,0.00,,,,
1025,06-13-2024 02:27:05,0.00,,,,
1026,06-13-2024 02:32:05,0.00,,,,
1027,06-13-2024 02:37:05,0.00,,,,
1028,06-13-2024 02:42:05,0.00,,,,
1029,06-13-2024 02:47:05,0.00,,,,
1030,06-13-2024 02:52:05,0.00,,,,
1031,06-13-2024 02:57:05,0.00,,,,
1032,06-13-2024 03:02:05,0.00,,,,
1033,06-13-2024 03:07:05,0.00,,,,
1034,06-13-2024 03:12:05,0.00,,,,
1035,06-13-2024 03:17:05,0.00,,,,
1036,06-13-2024 03:22:05,0.00,,,,
1037,06-13-2024 03:27:05,0.00,,,,
1038,06-13-2024 03:32:05,0.00,,,,
1039,06-13-2024 03:37:05,0.00,,,,
1040,06-13-2024 03:42:05,0.00,,,,
1041,06-13-2024 03:47:05,0.00,,,,
1042,06-13-2024 03:52:05,0.00,,,,
1043,06-13-2024 03:57:05,0.00,,,,
1044,06-13-2024 04:02:05,0.00,,,,
1045,06-13-2024 04:07:05,0.00,,,,
1046,06-13-2024 04:12:05,0.00,,,,
1047,06-13-2024 04:17:05,0.00,,,,
1048,06-13-2024 04:22:05,0.58,,,,
1049,06-13-2024 04:27:05,1.76,,,,
1050,06-13-2024 04:32:05,3.76,,,,
1051,06-13-2024 04:37:05,7.71,,,,
1052,06-13-2024 04:42:05,15.04,,,,
1053,06-13-2024 04:47:05,29.29,,,,
1054,06-13-2024 04:52:05,54.20,,,,
1055,06-13-2024 04:57:05,92.60,,,,
1056,06-13-2024 05:02:05,145.68,,,,
1057,06-13-2024 05:07:05,222.32,,,,
1058,06-13-2024 05:12:05,315.76,,,,
1059,06-13-2024 05:17:05,427.20,,,,
1060,06-13-2024 05:22:05,553.60,,,,
1061,06-13-2024 05:27:05,687.36,,,,
1062,06-13-2024 05:32:05,835.84,,,,
1063,06-13-2024 05:37:05,988.48,,,,
1064,06-13-2024 05:42:05,1135.68,,,,
1065,06-13-2024 05:47:05,1276.48,,,,
1066,06-13-2024 05:52:05,1406.72,,,,
1067,06-13-2024 05:57:05,1534.08,,,,
1068,06-13-2024 06:02:05,1660.80,,,,
1069,06-13-2024 06:07:05,1790.08,,,,
1070,06-13-2024 06:12:05,1911.04,,,,
1071,06-13-2024 06:17:05,2024.32,,,,
1072,06-13-2024 06:22:05,2146.56,,,,
1073,06-13-2024 06:27:05,2285.44,,,,
1074,06-13-2024 06:32:05,2392.32,,,,
1075,06-13-2024 06:37:05,2494.72,,,,
1076,06-13-2024 06:42:05,2695.68,,,,
1077,06-13-2024 06:47:05,3097.60,,,,
1078,06-13-2024 06:52:05,4212.48,,,,
1079,06-13-2024 06:57:05,10567.68,,,,
1080,06-13-2024 07:02:05,12497.92,,,,
1081,06-13-2024 07:07:05,16138.24,,,,
1082,06-13-2024 07:12:05,17628.16,,,,
1083,06-13-2024 07:17:05,21278.72,,,,
1084,06-13-2024 07:22:05,23562.24,,,,
1085,06-13-2024 07:27:05,22364.16,,,,
1086,06-13-2024 07:32:05,20157.44,,,,
1087,06-13-2024 07:37:05,24903.68,,,,
1088,06-13-2024 07:42:05,27310.08,,,,
1089,06-13-2024 07:47:05,29358.08,,,,
1090,06-13-2024 07:52:05,29931.52,,,,
1091,06-13-2024 07:57:05,31016.96,,,,
1092,06-13-2024 08:02:05,31508.48,,,,
1093,06-13-2024 08:07:05,31641.60,,,,
1094,06-13-2024 08:12:05,29306.88,,,,
1095,06-13-2024 08:17:05,26583.04,,,,
1096,06-13-2024 08:22:05,32839.68,,,,
1097,06-13-2024 08:27:05,23101.44,,,,
1098,06-13-2024 08:32:05,34140.16,,,,
1099,06-13-2024 08:37:05,27545.60,,,,
1100,06-13-2024 08:42:05,33259.52,,,,
1101,06-13-2024 08:47:05,36198.40,,,,
1102,06-13-2024 08:52:05,38400.00,,,,
1103,06-13-2024 08:57:05,37806.08,,,,
1104,06-13-2024 09:02:05,40632.32,,,,
1105,06-13-2024 09:07:05,37386.24,,,,
1106,06-13-2024 09:12:05,42618.88,,,,
1107,06-13-2024 09:17:05,39874.56,,,,
1108,06-13-2024 09:22:05,42577.92,,,,
1109,06-13-2024 09:27:05,45690.88,,,,
1110,06-13-2024 09:32:05,46592.00,,,,
1111,06-13-2024 09:37:05,48660.48,,,,
1112,06-13-2024 09:42:05,48926.72,,,,
1113,06-13-2024 09:47:05,28108.80,,,,
1114,06-13-2024 09:52:05,45178.88,,,,
1115,06-13-2024 09:57:05,50606.08,,,,
1116,06-13-2024 10:02:05,52305.92,,,,
1117,06-13-2024 10:07:05,54927.36,,,,
1118,06-13-2024 10:12:05,55664.64,,,,
1119,06-13-2024 10:17:05,58204.16,,,,
1120,06-13-2024 10:22:05,55255.04,,,,
1121,06-13-2024 10:27:05,57671.68,,,,
1122,06-13-2024 10:32:05,60211.20,,,,
1123,06-13-2024 10:37:05,64163.84,,,,
1124,06-13-2024 10:42:05,64491.52,,,,
1125,06-13-2024 10:47:05,65351.68,,,,
1126,06-13-2024 10:52:05,64266.24,,,,
1127,06-13-2024 10:57:05,65699.84,,,,
1128,06-13-2024 11:02:05,66519.04,,,,
1129,06-13-2024 11:07:05,61521.92,,,,
1130,06-13-2024 11:12:05,61849.60,,,,
1131,06-13-2024 11:17:05,65392.64,,,,
1132,06-13-2024 11:22:05,64348.16,,,,
1133,06-13-2024 11:27:05,65392.64,,,,
1134,06-13-2024 11:32:05,67256.32,,,,
1135,06-13-2024 11:37:05,65802.24,,,,
1136,06-13-2024 11:42:05,69713.92,,,,
1137,06-13-2024 11:47:05,70164.48,,,,
1138,06-13-2024 11:52:05,71393.28,,,,
1139,06-13-2024 11:57:05,69406.72,,,,
1140,06-13-2024 12:02:05,68874.24,,,,
1141,06-13-2024 12:07:05,71577.60,,,,
1142,06-13-2024 12:12:05,70410.24,,,,
1143,06-13-2024 12:17:05,67481.60,,,,
1144,06-13-2024 12:22:05,70225.92,,,,
1145,06-13-2024 12:27:05,59719.68,,,,
1146,06-13-2024 12:32:05,29982.72,,,,
1147,06-13-2024 12:37:05,35911.68,,,,
1148,06-13-2024 12:42:05,68894.72,,,,
1149,06-13-2024 12:47:05,70451.20,,,,
1150,06-13-2024 12:52:05,73031.68,,,,
1151,06-13-2024 12:57:05,72867.84,,,,
1152,06-13-2024 13:02:05,74403.84,,,,
1153,06-13-2024 13:07:05,74629.12,,,,
1154,06-13-2024 13:12:05,75714.56,,,,
1155,06-13-2024 13:17:05,75100.16,,,,
1156,06-13-2024 13:22:05,75120.64,,,,
1157,06-13-2024 13:27:05,74383.36,,,,
1158,06-13-2024 13:32:05,71905.28,,,,
1159,06-13-2024 13:37:05,64491.52,,,,
1160,06-13-2024 13:42:05,68444.16,,,,
1161,06-13-2024 13:47:05,70328.32,,,,
1162,06-13-2024 13:52:05,70635.52,,,,
1163,06-13-2024 13:57:05,69836.80,,,,
1164,06-13-2024 14:02:05,69734.40,,,,
1165,06-13-2024 14:07:05,69509.12,,,,
1166,06-13-2024 14:12:05,60743.68,,,,
1167,06-13-2024 14:17:05,39014.40,,,,
1168,06-13-2024 14:22:05,25978.88,,,,
1169,06-13-2024 14:27:05,31508.48,,,,
1170,06-13-2024 14:32:05,16537.60,,,,
1171,06-13-2024 14:37:05,13230.08,,,,
1172,06-13-2024 14:42:05,12334.08,,,,
1173,06-13-2024 14:47:05,14576.64,,,,
1174,06-13-2024 14:52:05,12052.48,,,,
1175,06-13-2024 14:57:05,13506.56,,,,
1176,06-13-2024 15:02:05,49848.32,,,,
1177,06-13-2024 15:07:05,57589.76,,,,
1178,06-13-2024 15:12:05,53882.88,,,,
1179,06-13-2024 15:17:05,55603.20,,,,
1180,06-13-2024 15:22:05,47288.32,,,,
1181,06-13-2024 15:27:05,52224.00,,,,
1182,06-13-2024 15:32:05,41912.32,,,,
1183,06-13-2024 15:37:05,31242.24,,,,
1184,06-13-2024 15:42:05,44011.52,,,,
1185,06-13-2024 15:47:05,53657.60,,,,
1186,06-13-2024 15:52:05,51650.56,,,,
1187,06-13-2024 15:57:05,51814.40,,,,
1188,06-13-2024 16:02:05,46141.44,,,,
1189,06-13-2024 16:07:05,42618.88,,,,
1190,06-13-2024 16:12:05,47411.20,,,,
1191,06-13-2024 16:17:05,41154.56,,,,
1192,06-13-2024 16:22:05,44072.96,,,,
1193,06-13-2024 16:27:05,29224.96,,,,
1194,06-13-2024 16:32:05,15877.12,,,,
1195,06-13-2024 16:37:05,11612.16,,,,
1196,06-13-2024 16:42:05,10864.64,,,,
1197,06-13-2024 16:47:05,12334.08,,,,
1198,06-13-2024 16:52:05,13998.08,,,,
1199,06-13-2024 16:57:05,13214.72,,,,
1200,06-13-2024 17:02:05,11719.68,,,,
1201,06-13-2024 17:07:05,12380.16,,,,
1202,06-13-2024 17:12:05,21544.96,,,,
1203,06-13-2024 17:17:05,15559.68,,,,
1204,06-13-2024 17:22:05,14597.12,,,,
1205,06-13-2024 17:27:05,16168.96,,,,
1206,06-13-2024 17:32:05,13434.88,,,,
1207,06-13-2024 17:37:05,13690.88,,,,
1208,06-13-2024 17:42:05,11914.24,,,,
1209,06-13-2024 17:47:05,15068.16,,,,
1210,06-13-2024 17:52:05,16916.48,,,,
1211,06-13-2024 17:57:05,10664.96,,,,
1212,06-13-2024 18:02:05,16419.84,,,,
1213,06-13-2024 18:07:05,15559.68,,,,
1214,06-13-2024 18:12:05,23910.40,,,,
1215,06-13-2024 18:17:05,17802.24,,,,
1216,06-13-2024 18:22:05,10644.48,,,,
1217,06-13-2024 18:27:05,6850.56,,,,
1218,06-13-2024 18:32:05,9643.52,,,,
1219,06-13-2024 18:37:05,6028.80,,,,
1220,06-13-2024 18:42:05,5703.68,,,,
1221,06-13-2024 18:47:05,4815.36,,,,
1222,06-13-2024 18:52:05,4482.56,,,,
1223,06-13-2024 18:57:05,3985.92,,,,
1224,06-13-2024 19:02:05,3740.16,,,,
1225,06-13-2024 19:07:05,3444.48,,,,
1226,06-13-2024 19:12:05,3312.64,,,,
1227,06-13-2024 19:17:05,3217.92,,,,
1228,06-13-2024 19:22:05,3150.08,,,,
1229,06-13-2024 19:27:05,3068.16,,,,
1230,06-13-2024 19:32:05,2983.68,,,,
1231,06-13-2024 19:37:05,2896.64,,,,
1232,06-13-2024 19:42:05,2805.76,,,,
1233,06-13-2024 19:47:05,2714.88,,,,
1234,06-13-2024 19:52:05,2632.96,,,,
1235,06-13-2024 19:57:05,2526.08,,,,
1236,06-13-2024 20:02:05,2422.40,,,,
1237,06-13-2024 20:07:05,2289.92,,,,
1238,06-13-2024 20:12:05,2152.96,,,,
1239,06-13-2024 20:17:05,2007.04,,,,
1240,06-13-2024 20:22:05,1862.40,,,,
1241,06-13-2024 20:27:05,1714.56,,,,
1242,06-13-2024 20:32:05,1563.52,,,,
1243,06-13-2024 20:37:05,1400.96,,,,
1244,06-13-2024 20:42:05,1237.12,,,,
1245,06-13-2024 20:47:05,1071.04,,,,
1246,06-13-2024 20:52:05,905.92,,,,
1247,06-13-2024 20:57:05,745.92,,,,
1248,06-13-2024 21:02:05,598.88,,,,
1249,06-13-2024 21:07:05,453.28,,,,
1250,06-13-2024 21:12:05,339.52,,,,
1251,06-13-2024 21:17:05,239.84,,,,
1252,06-13-2024 21:22:05,163.76,,,,
1253,06-13-2024 21:27:05,105.28,,,,
1254,06-13-2024 21:32:05,64.10,,,,
1255,06-13-2024 21:37:05,35.63,,,,
1256,06-13-2024 21:42:05,18.97,,,,
1257,06-13-2024 21:47:05,9.09,,,,
1258,06-13-2024 21:52:05,4.35,,,,
1259,06-13-2024 21:57:05,1.96,,,,
1260,06-13-2024 22:02:05,0.58,,,,
1261,06-13-2024 22:07:05,0.00,,,,
1262,06-13-2024 22:12:05,0.00,,,,
1263,06-13-2024 22:17:05,0.00,,,,
1264,06-13-2024 22:22:05,0.00,,,,
1265,06-13-2024 22:27:05,0.00,,,,
1266,06-13-2024 22:32:05,0.00,,,,
1267,06-13-2024 22:37:05,0.00,,,,
1268,06-13-2024 22:42:05,0.00,,,,
1269,06-13-2024 22:47:05,0.00,,,,
1270,06-13-2024 22:52:05,0.00,,,,
1271,06-13-2024 22:57:05,0.00,,,,
1272,06-13-2024 23:02:05,0.00,,,,
1273,06-13-2024 23:07:05,0.00,,,,
1274,06-13-2024 23:12:05,0.00,,,,
1275,06-13-2024 23:17:05,0.00,,,,
1276,06-13-2024 23:22:05,0.00,,,,
1277,06-13-2024 23:27:05,0.00,,,,
1278,06-13-2024 23:32:05,0.00,,,,
1279,06-13-2024 23:37:05,0.00,,,,
1280,06-13-2024 23:42:05,0.00,,,,
1281,06-13-2024 23:47:05,0.00,,,,
1282,06-13-2024 23:52:05,0.00,,,,
1283,06-13-2024 23:57:05,0.00,,,,
1284,06-14-2024 00:02:05,0.00,,,,
1285,06-14-2024 00:07:05,0.00,,,,
1286,06-14-2024 00:12:05,0.00,,,,
1287,06-14-2024 00:17:05,0.00,,,,
1288,06-14-2024 00:22:05,0.00,,,,
1289,06-14-2024 00:27:05,0.00,,,,
1290,06-14-2024 00:32:05,0.00,,,,
1291,06-14-2024 00:37:05,0.00,,,,
1292,06-14-2024 00:42:05,0.00,,,,
1293,06-14-2024 00:47:05,0.00,,,,
1294,06-14-2024 00:52:05,0.00,,,,
1295,06-14-2024 00:57:05,0.00,,,,
1296,06-14-2024 01:02:05,0.00,,,,
1297,06-14-2024 01:07:05,0.00,,,,
1298,06-14-2024 01:12:05,0.00,,,,
1299,06-14-2024 01:17:05,0.00,,,,
1300,06-14-2024 01:22:05,0.00,,,,
1301,06-14-2024 01:27:05,0.00,,,,
1302,06-14-2024 01:32:05,0.00,,,,
1303,06-14-2024 01:37:05,0.00,,,,
1304,06-14-2024 01:42:05,0.00,,,,
1305,06-14-2024 01:47:05,0.00,,,,
1306,06-14-2024 01:52:05,0.00,,,,
1307,06-14-2024 01:57:05,0.00,,,,
1308,06-14-2024 02:02:05,0.00,,,,
1309,06-14-2024 02:07:05,0.00,,,,
1310,06-14-2024 02:12:05,0.00,,,,
1311,06-14-2024 02:17:05,0.00,,,,
1312,06-14-2024 02:22:05,0.00,,,,
1313,06-14-2024 02:27:05,0.00,,,,
1314,06-14-2024 02:32:05,0.00,,,,
1315,06-14-2024 02:37:05,0.00,,,,
1316,06-14-2024 02:42:05,0.00,,,,
1317,06-14-2024 02:47:05,0.00,,,,
1318,06-14-2024 02:52:05,0.00,,,,
1319,06-14-2024 02:57:05,0.00,,,,
1320,06-14-2024 03:02:05,0.00,,,,
1321,06-14-2024 03:07:05,0.00,,,,
1322,06-14-2024 03:12:05,0.00,,,,
1323,06-14-2024 03:17:05,0.00,,,,
1324,06-14-2024 03:22:05,0.00,,,,
1325,06-14-2024 03:27:05,0.00,,,,
1326,06-14-2024 03:32:05,0.00,,,,
1327,06-14-2024 03:37:05,0.00,,,,
1328,06-14-2024 03:42:05,0.00,,,,
1329,06-14-2024 03:47:05,0.00,,,,
1330,06-14-2024 03:52:05,0.00,,,,
1331,06-14-2024 03:57:05,0.00,,,,
1332,06-14-2024 04:02:05,0.00,,,,
1333,06-14-2024 04:07:05,0.00,,,,
1334,06-14-2024 04:12:05,0.00,,,,
1335,06-14-2024 04:17:05,0.00,,,,
1336,06-14-2024 04:22:05,0.58,,,,
1337,06-14-2024 04:27:05,1.76,,,,
1338,06-14-2024 04:32:05,3.73,,,,
1339,06-14-2024 04:37:05,7.52,,,,
1340,06-14-2024 04:42:05,14.64,,,,
1341,06-14-2024 04:47:05,28.11,,,,
1342,06-14-2024 04:52:05,51.86,,,,
1343,06-14-2024 04:57:05,88.64,,,,
1344,06-14-2024 05:02:05,141.64,,,,
1345,06-14-2024 05:07:05,213.68,,,,
1346,06-14-2024 05:12:05,314.16,,,,
1347,06-14-2024 05:17:05,536.32,,,,
1348,06-14-2024 05:22:05,753.60,,,,
1349,06-14-2024 05:27:05,991.68,,,,
1350,06-14-2024 05:32:05,1345.28,,,,
1351,06-14-2024 05:37:05,1667.20,,,,
1352,06-14-2024 05:42:05,1879.68,,,,
1353,06-14-2024 05:47:05,1907.84,,,,
1354,06-14-2024 05:52:05,2396.80,,,,
1355,06-14-2024 05:57:05,3179.52,,,,
1356,06-14-2024 06:02:05,3824.64,,,,
1357,06-14-2024 06:07:05,3488.00,,,,
1358,06-14-2024 06:12:05,2677.76,,,,
1359,06-14-2024 06:17:05,2028.80,,,,
1360,06-14-2024 06:22:05,1731.84,,,,
1361,06-14-2024 06:27:05,2976.00,,,,
1362,06-14-2024 06:32:05,2677.76,,,,
1363,06-14-2024 06:37:05,2011.52,,,,
1364,06-14-2024 06:42:05,3041.28,,,,
1365,06-14-2024 06:47:05,3289.60,,,,
1366,06-14-2024 06:52:05,2626.56,,,,
1367,06-14-2024 06:57:05,3872.00,,,,
1368,06-14-2024 07:02:05,4780.80,,,,
1369,06-14-2024 07:07:05,5452.80,,,,
1370,06-14-2024 07:12:05,7032.32,,,,
1371,06-14-2024 07:17:05,6737.92,,,,
1372,06-14-2024 07:22:05,8053.76,,,,
1373,06-14-2024 07:27:05,5149.44,,,,
1374,06-14-2024 07:32:05,3554.56,,,,
1375,06-14-2024 07:37:05,4089.60,,,,
1376,06-14-2024 07:42:05,5306.88,,,,
1377,06-14-2024 07:47:05,4929.28,,,,
1378,06-14-2024 07:52:05,4797.44,,,,
1379,06-14-2024 07:57:05,6937.60,,,,
1380,06-14-2024 08:02:05,6976.00,,,,
1381,06-14-2024 08:07:05,6220.80,,,,
1382,06-14-2024 08:12:05,5987.84,,,,
1383,06-14-2024 08:17:05,5237.76,,,,
1384,06-14-2024 08:22:05,5555.20,,,,
1385,06-14-2024 08:27:05,7554.56,,,,
1386,06-14-2024 08:32:05,8586.24,,,,
1387,06-14-2024 08:37:05,13992.96,,,,
1388,06-14-2024 08:42:05,8473.60,,,,
1389,06-14-2024 08:47:05,11929.60,,,,
1390,06-14-2024 08:52:05,14842.88,,,,
1391,06-14-2024 08:57:05,15298.56,,,,
1392,06-14-2024 09:02:05,10531.84,,,,
1393,06-14-2024 09:07:05,9889.28,,,,
1394,06-14-2024 09:12:05,16071.68,,,,
1395,06-14-2024 09:17:05,17771.52,,,,
1396,06-14-2024 09:22:05,14822.40,,,,
1397,06-14-2024 09:27:05,11919.36,,,,
1398,06-14-2024 09:32:05,16373.76,,,,
1399,06-14-2024 09:37:05,17049.60,,,,
1400,06-14-2024 09:42:05,17797.12,,,,
1401,06-14-2024 09:47:05,19973.12,,,,
1402,06-14-2024 09:52:05,16870.40,,,,
1403,06-14-2024 09:57:05,19041.28,,,,
1404,06-14-2024 10:02:05,19937.28,,,,
1405,06-14-2024 10:07:05,19763.20,,,,
1406,06-14-2024 10:12:05,42844.16,,,,
1407,06-14-2024 10:17:05,23173.12,,,,
1408,06-14-2024 10:22:05,65392.64,,,,
1409,06-14-2024 10:27:05,54784.00,,,,
1410,06-14-2024 10:32:05,67727.36,,,,
1411,06-14-2024 10:37:05,29614.08,,,,
1412,06-14-2024 10:42:05,12707.84,,,,
1413,06-14-2024 10:47:05,33822.72,,,,
1414,06-14-2024 10:52:05,62197.76,,,,
1415,06-14-2024 10:57:05,64245.76,,,,
1416,06-14-2024 11:02:05,26112.00,,,,
1417,06-14-2024 11:07:05,52244.48,,,,
1418,06-14-2024 11:12:05,45875.20,,,,
1419,06-14-2024 11:17:05,33013.76,,,,
1420,06-14-2024 11:22:05,37089.28,,,,
1421,06-14-2024 11:27:05,33863.68,,,,
1422,06-14-2024 11:32:05,25507.84,,,,
1423,06-14-2024 11:37:05,25456.64,,,,
1424,06-14-2024 11:42:05,33740.80,,,,
1425,06-14-2024 11:47:05,88514.56,,,,
1426,06-14-2024 11:52:05,56033.28,,,,
1427,06-14-2024 11:57:05,43724.80,,,,
1428,06-14-2024 12:02:05,58183.68,,,,
1429,06-14-2024 12:07:05,40263.68,,,,
1430,06-14-2024 12:12:05,84910.08,,,,
1431,06-14-2024 12:17:05,51240.96,,,,
1432,06-14-2024 12:22:05,82288.64,,,,
1433,06-14-2024 12:27:05,26961.92,,,,
1434,06-14-2024 12:32:05,46510.08,,,,
1435,06-14-2024 12:37:05,41943.04,,,,
1436,06-14-2024 12:42:05,78991.36,,,,
1437,06-14-2024 12:47:05,81960.96,,,,
1438,06-14-2024 12:52:05,23091.20,,,,
1439,06-14-2024 12:57:05,27719.68,,,,
1440,06-14-2024 13:02:05,25548.80,,,,
1441,06-14-2024 13:07:05,27791.36,,,,
1442,06-14-2024 13:12:05,32962.56,,,,
1443,06-14-2024 13:17:05,35297.28,,,,
1444,06-14-2024 13:22:05,30576.64,,,,
1445,06-14-2024 13:27:05,33259.52,,,,
1446,06-14-2024 13:32:05,21647.36,,,,
1447,06-14-2024 13:37:05,16286.72,,,,
1448,06-14-2024 13:42:05,17464.32,,,,
1449,06-14-2024 13:47:05,14320.64,,,,
1450,06-14-2024 13:52:05,9141.76,,,,
1451,06-14-2024 13:57:05,8209.92,,,,
1452,06-14-2024 14:02:05,9582.08,,,,
1453,06-14-2024 14:07:05,11504.64,,,,
1454,06-14-2024 14:12:05,15713.28,,,,
1455,06-14-2024 14:17:05,16138.24,,,,
1456,06-14-2024 14:22:05,18257.92,,,,
1457,06-14-2024 14:27:05,8524.80,,,,
1458,06-14-2024 14:32:05,12390.40,,,,
1459,06-14-2024 14:37:05,14494.72,,,,
1460,06-14-2024 14:42:05,14981.12,,,,
1461,06-14-2024 14:47:05,16640.00,,,,
1462,06-14-2024 14:52:05,18534.40,,,,
1463,06-14-2024 14:57:05,22026.24,,,,
1464,06-14-2024 15:02:05,31518.72,,,,
1465,06-14-2024 15:07:05,18611.20,,,,
1466,06-14-2024 15:12:05,14172.16,,,,
1467,06-14-2024 15:17:05,15247.36,,,,
1468,06-14-2024 15:22:05,12308.48,,,,
1469,06-14-2024 15:27:05,11166.72,,,,
1470,06-14-2024 15:32:05,13470.72,,,,
1471,06-14-2024 15:37:05,14131.20,,,,
1472,06-14-2024 15:42:05,13716.48,,,,
1473,06-14-2024 15:47:05,14740.48,,,,
1474,06-14-2024 15:52:05,12052.48,,,,
1475,06-14-2024 15:57:05,9607.68,,,,
1476,06-14-2024 16:02:05,10078.72,,,,
1477,06-14-2024 16:07:05,11289.60,,,,
1478,06-14-2024 16:12:05,10803.20,,,,
1479,06-14-2024 16:17:05,10839.04,,,,
1480,06-14-2024 16:22:05,13680.64,,,,
1481,06-14-2024 16:27:05,17735.68,,,,
1482,06-14-2024 16:32:05,20546.56,,,,
1483,06-14-2024 16:37:05,16204.80,,,,
1484,06-14-2024 16:42:05,14187.52,,,,
1485,06-14-2024 16:47:05,12743.68,,,,
1486,06-14-2024 16:52:05,23633.92,,,,
1487,06-14-2024 16:57:05,18099.20,,,,
1488,06-14-2024 17:02:05,12160.00,,,,
1489,06-14-2024 17:07:05,10373.12,,,,
1490,06-14-2024 17:12:05,28815.36,,,,
1491,06-14-2024 17:17:05,26757.12,,,,
1492,06-14-2024 17:22:05,31088.64,,,,
1493,06-14-2024 17:27:05,10987.52,,,,
1494,06-14-2024 17:32:05,10890.24,,,,
1495,06-14-2024 17:37:05,8504.32,,,,
1496,06-14-2024 17:42:05,5783.04,,,,
1497,06-14-2024 17:47:05,4107.52,,,,
1498,06-14-2024 17:52:05,5363.20,,,,
1499,06-14-2024 17:57:05,4303.36,,,,
1500,06-14-2024 18:02:05,5099.52,,,,
1501,06-14-2024 18:07:05,7567.36,,,,
1502,06-14-2024 18:12:05,29521.92,,,,
1503,06-14-2024 18:17:05,22579.20,,,,
